"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,307,256
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135,163,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,200,167,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,94,216,0,192
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,182,99,46,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,169,149,79,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,140,157,9,448
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,0,0,96
0,0,0,0,1,0,1,0,0,0,0,0,0,0,240,0,58,0,0,80
0,0,0,0,1,0,1,0,0,0,0,0,0,0,296,0,123,0,0,80
0,0,0,0,1,0,1,0,0,0,0,0,0,0,209,0,50,0,0,80
0,0,0,0,1,1,0,0,0,0,0,0,0,0,305,3,0,0,0,48
0,0,0,0,1,1,0,0,0,0,0,0,0,0,255,12,0,0,0,48
0,0,0,0,1,1,0,0,0,0,0,0,0,0,303,4,0,0,0,48
0,0,0,0,1,1,1,1,1,0,0,0,0,0,123,0,4,77,32,496
0,0,0,0,1,1,1,1,1,0,0,0,0,0,272,0,0,40,23,496
0,0,0,0,1,1,1,1,1,0,0,0,0,0,108,0,11,37,3,496
0,0,0,1,0,0,0,0,1,0,0,0,0,165,0,0,0,0,42,264
0,0,0,1,0,0,0,0,1,0,0,0,0,203,0,0,0,0,1,264
0,0,0,1,0,0,0,0,1,0,0,0,0,220,0,0,0,0,0,264
0,0,0,1,0,0,0,1,1,0,0,0,0,177,0,0,0,8,0,392
0,0,0,1,0,0,0,1,1,0,0,0,0,298,0,0,0,25,0,392
0,0,0,1,0,0,0,1,1,0,0,0,0,211,0,0,0,17,35,392
0,0,0,1,0,0,1,0,0,0,0,0,0,199,0,0,109,0,0,72
0,0,0,1,0,0,1,0,0,0,0,0,0,142,0,0,49,0,0,72
0,0,0,1,0,0,1,0,0,0,0,0,0,242,0,0,5,0,0,72
0,0,0,1,0,1,1,0,1,0,0,0,0,152,0,0,9,0,4,360
0,0,0,1,0,1,1,0,1,0,0,0,0,155,0,1,6,0,0,360
0,0,0,1,0,1,1,0,1,0,0,0,0,164,0,0,21,0,5,360
0,0,1,0,0,0,1,1,1,0,0,0,98,0,0,0,7,97,0,452
