"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,1,0,0,0,1,1,0,0,0,0,177,0,0,0,8,0,392
0,0,0,1,0,0,0,1,1,0,0,0,0,298,0,0,0,25,0,392
0,0,0,1,0,0,0,1,1,0,0,0,0,211,0,0,0,17,35,392
0,0,0,1,0,1,0,0,1,0,0,0,0,167,0,0,0,0,63,296
0,0,0,1,0,1,0,0,1,0,0,0,0,246,0,0,0,0,2,296
0,0,0,1,0,1,0,0,1,0,0,0,0,249,0,0,0,0,11,296
0,0,0,1,0,1,1,1,1,0,0,0,0,180,0,0,4,10,2,488
0,0,0,1,0,1,1,1,1,0,0,0,0,157,0,0,84,9,3,488
0,0,0,1,0,1,1,1,1,0,0,0,0,207,0,0,15,16,0,488
0,0,0,1,1,0,1,1,0,0,0,0,0,125,55,0,37,4,0,216
0,0,0,1,1,0,1,1,0,0,0,0,0,84,149,0,6,23,0,216
0,0,0,1,1,0,1,1,0,0,0,0,0,116,37,0,2,11,0,216
0,0,1,0,1,0,1,0,0,0,0,0,61,0,159,0,75,0,0,84
0,0,1,0,1,0,1,0,0,0,0,0,36,0,191,0,4,0,0,84
0,0,1,0,1,0,1,0,0,0,0,0,92,0,151,0,6,0,0,84
0,0,1,0,1,0,1,1,1,0,0,0,43,0,179,0,10,25,1,468
0,0,1,0,1,0,1,1,1,0,0,0,30,0,119,0,20,24,29,468
0,0,1,0,1,0,1,1,1,0,0,0,37,0,209,0,13,33,1,468
0,1,0,0,1,1,1,0,0,0,0,3,0,0,292,0,34,0,0,114
0,1,0,0,1,1,1,0,0,0,0,0,0,0,222,0,32,0,0,114
0,1,0,0,1,1,1,0,0,0,0,12,0,0,239,0,36,0,0,114
0,1,1,0,0,1,1,1,0,0,0,0,171,0,0,0,10,32,0,230
0,1,1,0,0,1,1,1,0,0,0,0,198,0,0,0,112,34,0,230
0,1,1,0,0,1,1,1,0,0,0,0,196,0,0,0,0,157,0,230
0,1,1,1,1,0,1,0,1,0,0,0,21,97,112,0,0,0,0,350
0,1,1,1,1,0,1,0,1,0,0,0,2,94,93,0,1,0,4,350
0,1,1,1,1,0,1,0,1,0,0,0,1,125,113,0,0,0,0,350
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,27,0,0,142,289
1,0,0,0,0,1,0,0,1,0,21,0,0,0,0,59,0,0,267,289
1,0,0,0,1,1,1,0,1,0,0,0,0,0,251,0,135,0,8,369
1,0,0,0,1,1,1,0,1,0,3,0,0,0,200,0,33,0,11,369
1,0,0,0,1,1,1,0,1,0,0,0,0,0,213,2,6,0,3,369
1,0,1,0,0,1,1,0,0,0,0,0,289,0,0,5,8,0,0,101
1,0,1,0,0,1,1,0,0,0,0,0,234,0,0,0,2,0,0,101
1,0,1,0,0,1,1,0,0,0,7,0,139,0,0,0,149,0,0,101
1,0,1,0,1,1,0,0,1,0,0,0,37,0,173,0,0,0,2,309
1,0,1,0,1,1,0,0,1,0,2,0,41,0,186,3,0,0,0,309
1,0,1,0,1,1,0,0,1,0,0,0,65,0,217,0,0,0,41,309
1,1,0,0,0,1,0,1,0,0,2,3,0,0,0,16,0,238,0,163
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,235,0,163
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,307,0,163
1,1,0,0,1,1,0,1,0,0,0,0,0,0,182,1,0,96,0,179
1,1,0,0,1,1,0,1,0,0,0,0,0,0,160,1,0,85,0,179
1,1,0,0,1,1,0,1,0,0,0,0,0,0,113,4,0,124,0,179
1,1,0,0,1,1,1,0,1,0,0,0,0,0,267,0,10,0,22,371
1,1,0,0,1,1,1,0,1,0,0,0,0,0,151,4,55,0,37,371
1,1,0,0,1,1,1,0,1,0,2,0,0,0,247,0,21,0,14,371
1,1,0,1,0,0,1,0,0,0,0,0,0,275,0,0,7,0,0,75
1,1,0,1,0,0,1,0,0,0,0,0,0,220,0,0,23,0,0,75
1,1,0,1,0,0,1,0,0,0,0,0,0,223,0,0,33,0,0,75
1,1,0,1,0,1,1,0,0,0,0,0,0,282,0,0,10,0,0,107
1,1,0,1,0,1,1,0,0,0,0,0,0,236,0,0,3,0,0,107
1,1,0,1,0,1,1,0,0,0,0,0,0,243,0,2,5,0,0,107
1,1,0,1,1,0,0,1,0,0,0,0,0,98,65,0,0,11,0,155
1,1,0,1,1,0,0,1,0,0,0,0,0,142,89,0,0,3,0,155
1,1,0,1,1,0,0,1,0,0,0,0,0,137,117,0,0,17,0,155
1,1,1,1,0,0,1,0,1,0,0,0,19,177,0,0,26,0,1,335
1,1,1,1,0,0,1,0,1,0,0,0,19,166,0,0,0,0,0,335
1,1,1,1,0,0,1,0,1,0,0,0,19,209,0,0,0,0,4,335
1,1,1,1,0,1,1,1,0,0,0,3,108,161,0,0,0,43,0,239
1,1,1,1,0,1,1,1,0,0,0,0,16,199,0,0,4,14,0,239
1,1,1,1,0,1,1,1,0,0,0,1,20,149,0,0,0,8,0,239
