"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,0,0,0,0,0,0,112.155,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,112.155,0,2.035,16.53,0,0,0,0,0,0
0,0,0,112.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.24,0,0,0,0,29.49,0
4.58,0,0,51.94,0,0,0,29.49,0,2.035,4.58,0.63,0.63,4.58,0,0,9.24,51.94
9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.24,0,0,0,0,0,2.035,0,0,0.63,9.24,0,0,4.58,0,0,51.94,112.155
0,0,0,0,0,0,0,0,51.94,0,0,0,0,0,0,0,0,0
0,2.035,0,0,0,0,0,0,0,0,0,0,29.49,4.58,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,29.49,0,0,0,0,51.94
2.035,0,0,0,9.24,0,9.24,16.53,112.155,0,2.035,9.24,16.53,2.035,0,0,29.49,51.94
4.58,0,0,51.94,0.63,0,0.63,0,29.49,2.035,0.63,0.63,0,2.035,0,0,16.53,51.94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.94,0
0,0,0,112.155,0,0,0,0,51.94,0,0,0,0,0,0,0,0,0
4.58,0,0,29.49,0,0,2.035,0,0,2.035,0,2.035,29.49,4.58,0,0,29.49,29.49
0,0,0,29.49,0,0,0.63,29.49,112.155,4.58,4.58,0.63,9.24,0,0,0,51.94,16.53
0,0,0,0,0,0,0,0,0,0,0,112.155,4.58,0,0,0,0,0
0,0,0,112.155,0,0,0,0,51.94,0,0,0,51.94,0,0,0,0,0
4.58,0,0,112.155,0,0,0.63,0,51.94,16.53,4.58,16.53,2.035,16.53,0,0,29.49,0
0,0,0,0,0,0,4.58,112.155,0,0,0,0,0,0,0,0,0,0
4.58,0,0,0,0,0,16.53,29.49,0,0,0,0,29.49,4.58,0,0,0,0
0,0,0,0,0,0,0,29.49,0,0,0,0,0,4.58,0,0,0,29.49
0.63,0,0,0,0,0,2.035,51.94,0,0,0.63,0,0,2.035,0,0,112.155,0
0,0,0,16.53,0,0,0,0,0,0,0.63,0,0,2.035,0,0,0,29.49
4.58,0,0,0,0.63,0,0,9.24,29.49,9.24,2.035,9.24,29.49,9.24,0,0,16.53,112.155
0,0,0,0,0.63,0,9.24,0,0,0,0,0,0,0,0,0,0,51.94
0,0,0,0,0.63,0,0,0,0,0,0,9.24,0,0,0,0,0,0
0.63,0,0,0,0,0,0,29.49,29.49,0,0,0,16.53,0.63,0,0,112.155,0
2.035,0,0,112.155,0,0,0,9.24,29.49,4.58,0,0.63,2.035,2.035,0,0,51.94,29.49
0,0,0,0,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.94
4.58,0,0,51.94,0.63,0,0,0,29.49,4.58,0,4.58,9.24,4.58,0,0,51.94,29.49
0,16.53,0,0,0,0,4.58,0,0,2.035,0,0,112.155,0,0,0,0,0
4.58,0,0,0,0,0,4.58,0,51.94,0.63,0,0,51.94,0,0,0,51.94,0
0,0,0,29.49,0,0,4.58,16.53,0,2.035,0,9.24,9.24,2.035,0,0,112.155,0
4.58,0,0,112.155,0,0,0,0,112.155,2.035,0.63,2.035,4.58,4.58,0,0,29.49,51.94
0,0,0,0,0,2.035,0,51.94,0,2.035,0,112.155,0,0,0,0,0,0
0.63,0,0,0,0,0,0,29.49,0,0,0,0,0,9.24,0,0,0,0
0,0,0,0,0.63,0,0,0,0,0.63,0,0,0,0,0,0,0,0
0.63,0,0,112.155,0,0,9.24,0,0,0,0,0,16.53,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51.94,0,0,0,112.155,0
0,0,0,0,0,0,0,0,112.155,0,0,0,0,0,0,0,0,0
9.24,0,0,0,0,0,0,0,112.155,0,0,16.53,51.94,0,0,0,112.155,0
0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,0,0,51.94,0
4.58,0,0,112.155,2.035,0,0,2.035,16.53,2.035,0.63,0,16.53,0,0,0,16.53,9.24
2.035,0,0,0,0,0.63,2.035,0,112.155,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,29.49,0,0,0,0,0,0,0,0,0,0,0
2.035,0,0,112.155,0,0,0,51.94,0,0,4.58,2.035,0,9.24,0,0,0,0
0,0,0,16.53,0,0,4.58,16.53,9.24,0,0,0,16.53,0,0,0,51.94,16.53
0,0.63,0,0,0,0,51.94,0,0,0,0,0,0,0,0,0,0,0
0,0,0,112.155,0,0,9.24,9.24,16.53,9.24,0,16.53,16.53,0,0,0,29.49,29.49
0,0,0,29.49,0,0,9.24,4.58,29.49,0,0,0,29.49,9.24,0,0,51.94,4.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,51.94
0,0,0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,0,0
4.58,0,0,0,29.49,0,0,2.035,0,2.035,9.24,4.58,51.94,0,0,0,51.94,16.53
0,0,0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,0,112.155
0,0,0,0,0,0,0,0,112.155,0,0,29.49,0,0,0,0,0,0
0,0,0,29.49,0,0,9.24,0,9.24,0,0,0,0,0,0,0,51.94,29.49
