"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,0,0,0,0,0,0,115.855,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,115.855,0,0.6825,17.7275,0,0,0,0,0,0
0,0,0,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.8325,0,0,0,0,31.0325,0
9.8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8325,0,0,0,0,0,2.2725,0,0,0.6825,9.8325,0,0,5.0675,0,0,31.0325,115.855
0,0,0,0,0,0,0,0,54.4,0,0,0,0,0,0,0,0,0
0,2.2725,0,0,0,0,0,0,0,0,0,0,31.0325,5.0675,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.8325,0,115.855,0,2.2725,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.8325,0,0,0,0,54.4,0
0,0,0,0,0,0,0,0,0,0,0,0,31.0325,0,0,0,0,54.4
0.6825,0,0,0,9.8325,0,9.8325,17.7275,54.4,0,2.2725,5.0675,9.8325,2.2725,0,0,31.0325,54.4
0,0,0,0,0,0,0,54.4,0,0,0,0,54.4,0,0,0,0,0
0,0,0,115.855,0,0,0,0,54.4,0,0,0,0,0,0,0,0,0
5.0675,0,0,31.0325,0,0,2.2725,0,0,2.2725,0,2.2725,31.0325,5.0675,0,0,31.0325,31.0325
0,0,0,31.0325,0,0,0.6825,31.0325,115.855,5.0675,5.0675,0.6825,9.8325,0,0,0,54.4,17.7275
0,0,0,0,0,0,0,0,0,0,0,115.855,5.0675,0,0,0,0,0
0,0,0,54.4,0,0,0,0,54.4,0,0,0,31.0325,0,0,0,0,0
2.2725,0,0,115.855,0,0,0.6825,0,54.4,9.8325,5.0675,17.7275,2.2725,9.8325,0,0,31.0325,0
0,0,0,0,0,0,5.0675,115.855,0,0,0,0,0,0,0,0,0,0
5.0675,0,0,0,0,0,9.8325,17.7275,0,0,0,0,17.7275,5.0675,0,0,0,0
0,0,0,17.7275,0,0,0,0,0,0,0.6825,0,0,2.2725,0,0,0,31.0325
0,0,0,0,0,0,0,31.0325,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.8325,17.7275,0,0,0,0,0,0,115.855
5.0675,0,0,0,0.6825,0,0,9.8325,31.0325,9.8325,2.2725,9.8325,31.0325,9.8325,0,0,17.7275,115.855
0,0,0,0,0.6825,0,9.8325,0,0,0,0,0,0,0,0,0,0,54.4
0.6825,0,0,0,0,0,0,31.0325,17.7275,0,0,0,17.7275,0.6825,0,0,115.855,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4
5.0675,0,0,54.4,0.6825,0,0,0,31.0325,5.0675,0,5.0675,9.8325,5.0675,0,0,54.4,31.0325
5.0675,0,0,0,0,0,2.2725,0,54.4,0.6825,0,0,54.4,0,0,0,54.4,0
0,0,0,31.0325,0,0,2.2725,17.7275,0,2.2725,0,5.0675,9.8325,2.2725,0,0,115.855,0
5.0675,0,0,115.855,0,0,0,0,115.855,2.2725,0.6825,2.2725,5.0675,5.0675,0,0,31.0325,54.4
0.6825,0,0,0,0,0,0,31.0325,0,0,0,0,0,5.0675,0,0,0,0
0,0,0,54.4,0,0,5.0675,0,0,0,0.6825,0,0,0,0,0,0,0
0.6825,0,0,115.855,0,0,9.8325,0,0,0,0,0,17.7275,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,0,0,115.855,0
5.0675,0,0,0,0,0,0,0,115.855,0,0,17.7275,54.4,0,0,0,115.855,0
0,0,0,0,0,0,0,17.7275,0,0,0,0,0,0,0,0,54.4,0
5.0675,0,0,115.855,2.2725,0,0,2.2725,17.7275,2.2725,0.6825,0,17.7275,0,0,0,9.8325,9.8325
2.2725,0,0,0,0,0.6825,2.2725,0,115.855,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.6825,0.6825,17.7275,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.0325,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31.0325,0,0,0,0,0,0,0,0,0,0,0
0,0,0,54.4,0,0,9.8325,9.8325,17.7275,9.8325,0,17.7275,9.8325,0,0,0,31.0325,31.0325
0,0,0,0,0,0,0,0,0,0,0,0,0,0.6825,0,0,0,54.4
0,0,0,115.855,0,0,5.0675,0,0,0,0,0,0,0,0,0,0,0
0.6825,0,0,0,0,0,17.7275,0,0,0,0.6825,0,31.0325,0,0,0,0,0
2.2725,0,0,0,31.0325,0,0,2.2725,0,2.2725,9.8325,2.2725,54.4,0,0,0,54.4,17.7275
0,0,0,0,0,0,0,0,0,17.7275,0,0,0,0,0,0,0,115.855
0,0,0,0,0,0,0,0,115.855,0,0,31.0325,0,0,0,0,0,0
0,0,0,31.0325,0,0,9.8325,0,9.8325,0,0,0,0,0,0,0,54.4,31.0325
0,0,0,0,0,0,0,0,0,0,0,0,115.855,0,0,0,0,0
0.6825,0,0,0,0,0,0.6825,2.2725,0,31.0325,0,2.2725,17.7275,9.8325,0,0,54.4,115.855
0,0,0,0,0,0,0,0,0,17.7275,0,0,0,0,0,0,115.855,0
2.2725,0,0,0,0,0,0.6825,31.0325,31.0325,17.7275,0,0,0,9.8325,0,0,115.855,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,54.4,0,0,9.8325,17.7275,0,0,0,0,0,2.2725,0,0,54.4,0
0,0,0,115.855,0,0,2.2725,5.0675,0,5.0675,0,2.2725,17.7275,9.8325,0,0,17.7275,54.4
0.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.855
0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,0,0,115.855,0
0,0,0,115.855,0,0,0.6825,31.0325,17.7275,2.2725,5.0675,0.6825,31.0325,9.8325,0,0,17.7275,31.0325
