"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,0,0,0,0,0,0,0,116.961875,0,0.66375,18.18625,0,0,0,0,0,0
0,0,0,57.588125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10.27875,0,0,0,0,32.9925,0
10.27875,0,0,0,0,0,2.10125,0,0,0.66375,10.27875,0,0,4.78125,0,0,32.9925,57.588125
0,0,0,0,0,0,0,0,57.588125,0,0,0,0,0,0,0,0,0
0,2.10125,0,0,0,0,0,0,0,0,0,0,32.9925,4.78125,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.27875,0,116.961875,0,4.78125,0,0,0,0,0,0,0
0.66375,0,0,0,10.27875,0,10.27875,18.18625,57.588125,0,2.10125,10.27875,10.27875,2.10125,0,0,32.9925,32.9925
0,0,0,0,0,0,0,57.588125,0,0,0,0,57.588125,0,0,0,0,0
4.78125,0,0,57.588125,0.66375,0,0.66375,0,18.18625,2.10125,0.66375,0.66375,0,2.10125,0,0,10.27875,57.588125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.961875,0
0,0,0,116.961875,0,0,0,0,32.9925,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,116.961875,4.78125,0,0,0,0,0
0,0,0,57.588125,0,0,0,0,57.588125,0,0,0,32.9925,0,0,0,0,0
2.10125,0,0,116.961875,0,0,0.66375,0,57.588125,10.27875,4.78125,18.18625,2.10125,10.27875,0,0,32.9925,0
0,0,0,0,0,0,4.78125,116.961875,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,32.9925,0,0,0,0,0,4.78125,0,0,0,32.9925
0.66375,0,0,0,0,0,2.10125,57.588125,0,0,0.66375,0,0,2.10125,0,0,116.961875,0
0,0,0,0,0,0,0,32.9925,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.27875,18.18625,0,0,0,0,0,0,116.961875
0,0,0,0,0.66375,0,10.27875,0,0,0,0,0,0,0,0,0,0,57.588125
0,0,0,0,0.66375,0,0,0,0,0,0,4.78125,0,0,0,0,0,0
2.10125,0,0,116.961875,0,0,0,10.27875,32.9925,4.78125,0,0.66375,2.10125,2.10125,0,0,57.588125,32.9925
0,0,0,0,0,0,0,0,0,10.27875,0,0,0,0,0,0,0,0
0,18.18625,0,0,0,0,4.78125,0,0,2.10125,0,0,116.961875,0,0,0,0,0
4.78125,0,0,0,0,0,4.78125,0,57.588125,0.66375,0,0,57.588125,0,0,0,57.588125,0
4.78125,0,0,116.961875,0,0,0,0,116.961875,2.10125,0.66375,2.10125,4.78125,4.78125,0,0,32.9925,57.588125
0,0,0,0,0,2.10125,0,32.9925,0,2.10125,0,116.961875,0,0,0,0,0,0
0.66375,0,0,0,0,0,0,32.9925,0,0,0,0,0,10.27875,0,0,0,0
0,0,0,57.588125,0,0,4.78125,0,0,0,0.66375,0,0,0,0,0,0,0
0.66375,0,0,116.961875,0,0,10.27875,0,0,0,0,0,18.18625,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,57.588125,0,0,0,116.961875,0
0,0,0,0,0,0,0,0,116.961875,0,0,0,0,0,0,0,0,0
10.27875,0,0,0,0,0,0,0,116.961875,0,0,18.18625,57.588125,0,0,0,116.961875,0
0,0,0,0,0,0,0,18.18625,0,0,0,0,0,0,0,0,57.588125,0
4.78125,0,0,116.961875,2.10125,0,0,2.10125,18.18625,2.10125,0.66375,0,18.18625,0,0,0,10.27875,10.27875
0,0,0,0,0,0.66375,0.66375,18.18625,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32.9925,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.961875
0,0,0,18.18625,0,0,4.78125,18.18625,10.27875,0,0,0,18.18625,0,0,0,32.9925,18.18625
0,0,0,0,0,0,32.9925,0,0,0,0,0,0,0,0,0,0,0
0,0,0,57.588125,0,0,10.27875,10.27875,18.18625,10.27875,0,18.18625,10.27875,0,0,0,32.9925,32.9925
0,0,0,32.9925,0,0,10.27875,4.78125,32.9925,0,0,0,32.9925,10.27875,0,0,57.588125,4.78125
0,0,0,0,0,0,0,0,0,0,0,0,0,0.66375,0,0,0,57.588125
0,0,0,116.961875,0,0,4.78125,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.18625,0,0,0,0,0,0,0,0
2.10125,0,0,0,32.9925,0,0,2.10125,0,2.10125,10.27875,4.78125,57.588125,0,0,0,57.588125,18.18625
0,0,0,0,0,0,0,0,116.961875,0,0,32.9925,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,116.961875,0,0,0,0,0
0.66375,0,0,0,0,0,0.66375,2.10125,0,32.9925,0,2.10125,18.18625,10.27875,0,0,57.588125,116.961875
0,0,0,0,0,0,0,18.18625,116.961875,0,0,0,32.9925,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.18625,0,0,0,0,0,0,116.961875,0
0,0,0,0,0,0,0,18.18625,0,0,0,0,116.961875,0,0,0,0,57.588125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,116.961875,0,0,2.10125,4.78125,0,4.78125,0,2.10125,18.18625,10.27875,0,0,18.18625,57.588125
0,0,0,0,0,0,4.78125,0,57.588125,0,0,0,0,2.10125,0,0,0,0
0.66375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.961875
0,0,0,116.961875,32.9925,0,0,18.18625,0,2.10125,0,2.10125,18.18625,10.27875,0,0,18.18625,116.961875
0,0,0,57.588125,0,0,0,0,0,0,0,0,57.588125,10.27875,0,0,116.961875,0
0,0,0,0,0,0,0,0,0,0,0,18.18625,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.18625,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10.27875,0,0,0,32.9925,0,0,0,0,0,0
4.78125,0,0,116.961875,0,0,0.66375,2.10125,0,0.66375,0,0,32.9925,4.78125,0,0,18.18625,32.9925
0,0,0,57.588125,0,0,0.66375,0,57.588125,4.78125,2.10125,0.66375,18.18625,4.78125,0,4.78125,32.9925,32.9925
10.27875,0,0,0,0,0,0,32.9925,10.27875,0.66375,4.78125,32.9925,32.9925,10.27875,0,0,18.18625,57.588125
0.66375,0,0,32.9925,0,0,0,0,0,0,0,0,18.18625,0,0,0,116.961875,18.18625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.588125
4.78125,0,0,10.27875,0.66375,0,0,0,0,0,0,18.18625,0,0,0,0,32.9925,18.18625
0,0,0,0,0,0,0,32.9925,0,0,0,0,0,4.78125,0,0,116.961875,10.27875
2.10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.588125,0
0,0,0,0,0,0,0,0,0,0,2.10125,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.10125,0,116.961875,0,0,0,0,0,0
0.66375,0,0,57.588125,2.10125,0,0.66375,57.588125,32.9925,0.66375,0,4.78125,0,4.78125,0,0,18.18625,32.9925
0,0,0,0,0,0,0,0,32.9925,0.66375,0,0,0,0,0,0,0,0
2.10125,57.588125,0,0,0,0,0.66375,0,116.961875,4.78125,57.588125,0,0,18.18625,0,0,0,0
0,0,0,0,10.27875,0,0,0,0,0,0,10.27875,10.27875,0,0,0,116.961875,0
0,0,0,0,0,0,2.10125,0,0,0,0,10.27875,0,0,0,0,0,0
18.18625,0,0,0,0,0,4.78125,116.961875,116.961875,4.78125,0,0,0.66375,0,0,0,0,0
