"a","b","c","d","e","f","g","h","i","j","k","l","stable","feasible","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star"
1,0,1,0,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0.447495432853787,0,0.565094142656935,0,-0.338055746321144,0,0.146330103831245,0,0.614797085968633,0,-0.225507907730292,0
0,1,1,0,1,0,1,0,1,0,1,0,FALSE,FALSE,3,0,-0.0481135368041322,0.60302406287886,0,-0.269111798607435,0,0.260590067040278,0,0.626207795285829,0,-0.241923165479653,0
1,1,1,0,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0.430959004558494,-0.0479805122786978,0.605919624511497,0,-0.355324008069643,0,0.161815306383768,0,0.611402969673508,0,-0.23629432678996,0
0,0,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,0,0,0,0.51980285745447,-0.177532917454009,0,0.271117007231383,0,0.897483454187449,0,-0.336135113522116,0
1,0,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0.520498905518841,0,0,0.41910512196534,-0.16438807486967,0,0.149897791554128,0,0.793201215714897,0,-0.309441598545426,0
0,1,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,0,-0.939562379691338,0,1.14842434074566,-0.352447453515867,0,0.529622093879207,0,1.1055900855546,0,-0.670310057385551,0
1,1,0,1,1,0,1,0,1,0,1,0,FALSE,FALSE,4,0.378209956424084,-0.663499180521388,0,0.890552156386766,-0.291502449101154,0,0.365586378819755,0,0.968669407667225,0,-0.552726126135534,0
0,0,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,0,0,-0.0910335501810903,0.545747880898752,-0.100605506771813,0,0.273543598921816,0,0.891451288830091,0,-0.341576080177479,0
1,0,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,5,0.519324170832021,0,0.0968952014199724,0.391716766918072,-0.2462985094405,0,0.147588536069933,0,0.799857150994739,0,-0.303710533646675,0
0,1,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,3,0,-0.925025583008217,-0.0170074809369928,1.14354560270951,-0.335369116696316,0,0.526075885787937,0,1.10124331623002,0,-0.666156259490191,0
1,1,1,1,1,0,1,0,1,0,1,0,FALSE,FALSE,5,0.355333213511167,-0.764592308923823,0.0987387460235787,0.934474076517827,-0.394338930112243,0,0.396096278197385,0,1.00218694654925,0,-0.583953729177035,0
0,0,0,0,0,1,1,0,1,0,1,0,FALSE,FALSE,3,0,0,0,0,0,-0.017896398922294,0.352393477280371,0,0.160476838468878,0,0.0347376281919538,0
1,0,0,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0.492571875197825,0,0,0,0,-0.198516274549604,0.238297006889729,0,0.184736288163602,0,0.172437424052896,0
0,1,0,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0.56998608249656,0,0,0,-0.45326532695052,0.179297770276375,0,0.52722441172522,0,0.420680253232783,0
1,1,0,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0.975020914612059,0.498012133603201,0,0,0,-0.755817748172807,-0.0246930325309891,0,0.528934377319323,0,0.644515780620398,0
0,0,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0,0.515558573566561,0,0,-0.659139017291388,0.278402892678203,0,0.660881263507568,0,0.340203376856765,0
1,0,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,5,0.88424107585574,0,0.447215962824712,0,0,-0.898375705960861,0.0833906734645691,0,0.638096875899697,0,0.546902715708103,0
0,1,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,-0.00112879602201307,0.516185282040607,0,0,-0.659056304934252,0.278655747770549,0,0.660763246678926,0,0.339810380553358,0
1,1,1,0,0,1,1,0,1,0,1,0,FALSE,FALSE,6,0.896009765237864,0.026041668176699,0.431848010449772,0,0,-0.903467994236891,0.0749617401577705,0,0.640516314310176,0,0.558720297625231,0
0,0,0,1,0,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0,0,1.59374599189399,0,-2.94547161463976,0.306620686321941,0,2.38088196441428,0,1.68995040503109,0
1,0,0,1,0,1,1,0,1,0,1,0,FALSE,FALSE,4,2.41158171729677,0,0,1.31410686919265,0,-3.31609494826203,-0.243952701604848,0,2.11006084686441,0,2.07369047440516,0
0,1,0,1,0,1,1,0,1,0,1,0,FALSE,FALSE,2,0,7.56605164162587,0,-5.53059870839051,0,4.36221067102712,-1.78645585593068,0,-2.67650350477724,0,-0.586121816772306,0
1,1,0,1,0,1,1,0,1,0,1,0,FALSE,FALSE,2,-0.250617876588732,7.66159711489351,0,-5.59150539755553,0,4.49300955491686,-1.75567058055046,0,-2.71222464779455,0,-0.654743741075657,0
0,0,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,2,0,0,17.8286862146447,-19.5900799170214,0,13.7924026122839,-1.64366511328906,0,-9.82776445696421,0,-9.74747952971325,0
1,0,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,3,-16.9585334164579,0,26.3577653721195,-27.7577709510155,0,24.4059153394336,1.29503458621985,0,-13.7638216241279,0,-17.9175470292394,0
0,1,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,3,0,2.80943694428273,2.29218207580108,-3.77521828893493,0,1.91996682358492,-0.721325986050108,0,-1.06666351212933,0,-0.625680872452996,0
1,1,1,1,0,1,1,0,1,0,1,0,FALSE,FALSE,3,-0.28787407831903,2.82764044510066,2.33629727110089,-3.81139526447983,0,2.02320665444334,-0.665464827709816,0,-1.07671198584444,0,-0.705265304705773,0
0,0,0,0,1,1,1,0,1,0,1,0,FALSE,FALSE,2,0,0,0,0,-1.99732822824417,2.88427831862837,0.478993597350383,0,-0.864118548741752,0,-1.78239801875361,0
1,0,0,0,1,1,1,0,1,0,1,0,FALSE,FALSE,2,-0.893959267890201,0,0,0,-1.51605174539915,2.51277345705678,0.655559515287389,0,-0.661259915108389,0,-1.59444948869615,0
0,1,0,0,1,1,1,0,1,0,1,0,FALSE,FALSE,3,0,1.9544238959924,0,0,-2.65734375228616,2.35046418371038,-0.0726989436591749,0,0.0548445852096069,0,-1.05951131660986,0
1,1,0,0,1,1,1,0,1,0,1,0,FALSE,FALSE,3,-0.0334621118159231,1.94603208501413,0,0,-2.63649497585978,2.33885031659518,-0.0637210102952757,0,0.0584920603549069,0,-1.05558004341208,0
0,0,1,0,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0,1.17881577786184,0,-1.27824685373142,0.373242455049415,0.264236620802022,0,0.64892403672546,0,-0.429747711223821,0
1,0,1,0,1,1,1,0,1,0,1,0,FALSE,FALSE,5,0.279745886602142,0,1.22175080176723,0,-1.40266177859558,0.398039779312964,0.201162089319547,0,0.640551951274742,0,-0.439295825257142,0
0,1,1,0,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,-0.165433115392331,1.2265630269598,0,-1.19325356033121,0.316719348929913,0.302236284591347,0,0.632422888869472,0,-0.436148474897782,0
1,1,1,0,1,1,1,0,1,0,1,0,FALSE,FALSE,5,0.246370110859384,-0.172546370675912,1.26642860682051,0,-1.29917033228947,0.336127799418192,0.248320917138675,0,0.624340143221512,0,-0.444832646115594,0
0,0,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,0,0,2.61332683890516,-7.04828494448156,5.42300395363234,0.724091736667246,0,0.185710638367557,0,-3.66355723307588,0
1,0,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,4,-1.44789623382691,0,0,2.68985796123492,-6.41670509352539,4.89564456904446,1.01724344351132,0,0.54501369950446,0,-3.41423706201417,0
0,1,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,4,0,1.85653693023149,0,0.312618636383425,-3.2285065578574,2.68089465179262,-0.0157477130828767,0,0.134404064407997,0,-1.3207502144287,0
1,1,0,1,1,1,1,0,1,0,1,0,FALSE,FALSE,5,-0.200761810933471,1.7688348296597,0,0.431914840861024,-3.3213780965845,2.73730847092745,0.0598497328835535,0,0.186647866172294,0,-1.39685339404469,0
0,0,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,5,0,0,1.21972731320035,0.452210156971885,-2.12730839331133,0.725396554723146,0.29919513585531,0,0.883097596448859,0,-0.708318988913447,0
1,0,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,6,0.225423454918383,0,1.24861627100988,0.389109454500264,-2.10908708874795,0.696239576895526,0.243490670156464,0,0.843675029146373,0,-0.677141600089786,0
0,1,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,5,0,-1.42842857609695,1.7130678417641,1.34828398104551,-3.0758875432511,0.935157499539504,0.696574189595272,0,1.20464375394452,0,-1.31558717764757,0
1,1,1,1,1,1,1,0,1,0,1,0,FALSE,FALSE,5,-0.230432404729265,-1.55882059321371,1.72857083599476,1.49458358329908,-3.18110339129928,0.984110072275727,0.789790585327261,0,1.27429416934178,0,-1.40289092369177,0
0,0,0,0,0,0,0,1,1,0,1,0,TRUE,TRUE,3,0,0,0,0,0,0,0,0.300123551957534,0.125679432573029,0,0.19260111623297,0
1,0,0,0,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0.478212996950646,0,0,0,0,0,0,-0.146075737579486,0.163306038611013,0,0.0807880052900596,0
0,1,0,0,0,0,0,1,1,0,1,0,TRUE,TRUE,4,0,0.557131607316227,0,0,0,0,0,0.0154724849307507,0.56143854542689,0,0.0163459759663327,0
1,1,0,0,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0.59835764613511,0.547534990524246,0,0,0,0,0,-0.537925308662485,0.601012365160797,0,-0.120522687913599,0
0,0,1,0,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,0.607531703749982,0,0,0,0,-0.335983399667894,0.806201071830379,0,-0.319308833889996,0
1,0,1,0,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0.46035120037735,0,0.561679076040333,0,0,0,0,-0.717507335214213,0.791060837896229,0,-0.388309892494831,0
0,1,1,0,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,-0.0635696456997122,0.655987718473008,0,0,0,0,-0.35423938102944,0.810757836401897,0,-0.34002716441694,0
1,1,1,0,0,0,0,1,1,0,1,0,FALSE,FALSE,4,0.477564208969525,0.0704173722088093,0.506288898871342,0,0,0,0,-0.711550393758983,0.785447109297184,0,-0.367939803119689,0
0,0,0,1,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,0,0.521222138611751,0,0,0,-0.388926343422773,0.959413698962181,0,-0.323045842933174,0
1,0,0,1,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0.544316296969342,0,0,0.456973910184826,0,0,0,-0.81186823721501,0.899471519400958,0,-0.386753854630788,0
0,1,0,1,0,0,0,1,1,0,1,0,FALSE,FALSE,2,0,-0.00378983288842277,0,0.523732538645718,0,0,0,-0.390308753619272,0.960465065401284,0,-0.32433043259276,0
1,1,0,1,0,0,0,1,1,0,1,0,FALSE,FALSE,4,0.570179775036343,0.21280944062458,0,0.312955320948537,0,0,0,-0.754338447646697,0.837586245291061,0,-0.317647765901792,0
0,0,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0,0,0.566407445650813,0.0452331948577487,0,0,0,-0.352722645184865,0.832489991741321,0,-0.329406645424335,0
1,0,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0.456658946666823,0,0.581326032721776,-0.0212054788127484,0,0,0,-0.706599900342005,0.778857933432297,0,-0.383022579358904,0
0,1,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,3,0,-0.105122693510797,0.637693706428189,0.0549604032523749,0,0,0,-0.386511568209868,0.845678660865917,0,-0.365839248697575,0
1,1,1,1,0,0,0,1,1,0,1,0,FALSE,FALSE,4,0.477944783140228,0.0955850781817391,0.51720284817576,-0.0331469996913126,0,0,0,-0.692371557830345,0.764365948015928,0,-0.352394600165369,0
0,0,0,0,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,0,0,0.485276619430329,0,0,-0.132464058700069,0.462864989399572,0,-0.155290488741747,0
1,0,0,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0.453227046658743,0,0,0,0.378413566672151,0,0,-0.460089693891775,0.42427382682745,0,-0.184652106272028,0
0,1,0,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0,0.446821600202455,0,0,0.198233038179263,0,0,-0.104877497052634,0.61289843545347,0,-0.0908681116208153,0
1,1,0,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0.600715323491607,0.554495354455069,0,0,-0.0125761018463463,0,0,-0.532470710054695,0.597903629016317,0,-0.114260215602871,0
0,0,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,1.19054476937881,0,-0.908937957186417,0,0,-0.136168647740051,0.827699494845954,0,-0.158947607470449,0
1,0,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0.513205500492228,0,1.29702813675177,0,-1.15464265930175,0,0,-0.507482434811713,0.816632433055111,0,-0.192521932838787,0
0,1,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,-0.27883410724941,1.58293667380787,0,-1.18933104569418,0,0,-0.154604734541168,0.854318654756628,0,-0.200355034194805,0
1,1,1,0,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0.479710457815665,-0.165116526494937,1.52244013320152,0,-1.30464611833406,0,0,-0.494165397824695,0.83311774389754,0,-0.214850796498389,0
0,0,0,1,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,0,0,0.713845703045583,-0.305054258505681,0,0,-0.371639632905356,1.05556831613145,0,-0.294917652303223,0
1,0,0,1,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0.625310511891508,0,0,0.777950986041719,-0.523465458050783,0,0,-0.845138390342498,1.05555104048371,0,-0.34796633113337,0
0,1,0,1,1,0,0,1,1,0,1,0,FALSE,FALSE,2,0,-0.148029810903636,0,0.840158441040242,-0.349804671497266,0,0,-0.423100286782562,1.11073994710733,0,-0.34096705548075,0
1,1,0,1,1,0,0,1,1,0,1,0,FALSE,FALSE,4,0.626962161873813,0.0208991430991546,0,0.760287225546225,-0.51772440130029,0,0,-0.839123738273807,1.04776175426875,0,-0.341605103756916,0
0,0,1,1,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0,0,0.846727223440608,0.429911997523146,-0.982277611865192,0,0,-0.27914176023383,1.07929316966959,0,-0.241981618547479,0
1,0,1,1,1,0,0,1,1,0,1,0,FALSE,FALSE,4,0.59817870264537,0,0.949308249615197,0.456837218563463,-1.27325772171756,0,0,-0.72088960018056,1.0821509102529,0,-0.28631534838286,0
0,1,1,1,1,0,0,1,1,0,1,0,FALSE,FALSE,3,0,-1.38864307629819,2.22213500146473,1.15361424736704,-2.50214268469319,0,0,-0.611633804576554,1.63538728472687,0,-0.587975125720582,0
1,1,1,1,1,0,0,1,1,0,1,0,FALSE,FALSE,4,0.469331205246743,-1.2062764419286,2.12199162862225,1.07969798021486,-2.53084611947568,0,0,-0.914564048158796,1.56459917489736,0,-0.577321019280741,0
0,0,0,0,0,1,0,1,1,0,1,0,TRUE,TRUE,4,0,0,0,0,0,0.1245431907237,0,0.186007518082479,0.137491812977702,0,0.0563832466112948,0
1,0,0,0,0,1,0,1,1,0,1,0,FALSE,FALSE,3,0.533567314012525,0,0,0,0,-0.112349550547689,0,-0.0947811056667309,0.157005543115666,0,0.190726563446601,0
0,1,0,0,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0,0.553838416511259,0,0,0,-0.377214609098193,0,0.362788037890725,0.523085617972506,0,0.429962522790969,0
1,1,0,0,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0.988904813562004,0.534299582626321,0,0,0,-0.798566203448456,0,-0.163857571925934,0.545648700046102,0,0.665772716919469,0
0,0,1,0,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0,0,0.634435093099561,0,0,-0.707261204484199,0,0.283894829997758,0.769256030398276,0,0.431582075703997,0
1,0,1,0,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0.966195362530381,0,0.550321140877521,0,0,-1.02595041711079,0,-0.237541335665618,0.720832074521945,0,0.625109707625662,0
0,1,1,0,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0,-0.179880305916706,0.772221767921199,0,0,-0.724947438857223,0,0.247737739605471,0.781226240324287,0,0.391733569669752,0
1,1,1,0,0,1,0,1,1,0,1,0,FALSE,FALSE,5,0.976981055634296,0.0460880815060732,0.514079121738108,0,0,-1.02497647934201,0,-0.234098158123193,0.717224564590515,0,0.637479863263365,0
0,0,0,1,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0,0,0,1.30394971004205,0,-2.30702590106659,0,0.690190740850047,1.99263431976312,0,1.42588543396747,0
1,0,0,1,0,1,0,1,1,0,1,0,FALSE,FALSE,4,2.62565103481599,0,0,1.5369676184669,0,-3.90728541487299,0,-0.601453980840441,2.42017709953341,0,2.33171264808052,0
0,1,0,1,0,1,0,1,1,0,1,0,FALSE,FALSE,2,0,19.9924965606092,0,-18.0195267952459,0,15.6143677996943,0,-0.399960317263989,-11.5798809100835,0,-5.38353564735241,0
1,1,0,1,0,1,0,1,1,0,1,0,FALSE,FALSE,3,-3.25987721846847,11.1661994354181,0,-9.77789236997544,0,9.68922448119977,0,1.68496169406188,-6.11869603857591,0,-3.50193894817498,0
0,0,1,1,0,1,0,1,1,0,1,0,FALSE,FALSE,4,0,0,-10.3181365721063,12.4146991459888,0,-9.49798924485023,0,3.3942657948381,7.52531170069585,0,6.9931501649687,0
1,0,1,1,0,1,0,1,1,0,1,0,FALSE,FALSE,3,-6.81286111647053,0,12.2106100080347,-12.4492671864861,0,10.3550935463419,0,0.841627056563756,-5.66416328244543,0,-7.51286325632681,0
0,1,1,1,0,1,0,1,1,0,1,0,FALSE,FALSE,3,0,7.41315705731584,2.53726400826754,-8.59330688148351,0,6.10645423920364,0,-0.378974988601951,-4.40051686140355,0,-2.46803610368558,0
1,1,1,1,0,1,0,1,1,0,1,0,FALSE,FALSE,4,-1.50075030624579,4.42619613230211,2.32015252356914,-5.6056975231891,0,4.19227879488515,0,0.579065265029265,-2.50068209123733,0,-1.85128183899636,0
0,0,0,0,1,1,0,1,1,0,1,0,FALSE,FALSE,1,0,0,0,0,-1.85153572603867,2.9009487983555,0,-0.707443620720092,-0.885683814380664,0,-1.65292888782005,0
1,0,0,0,1,1,0,1,1,0,1,0,FALSE,FALSE,1,-0.705037378072402,0,0,0,-1.43830820664457,2.5943297993476,0,-0.137017971256964,-0.683115263893062,0,-1.44895957428891,0
0,1,0,0,1,1,0,1,1,0,1,0,FALSE,FALSE,3,0,2.09844637804094,0,0,-2.73339349261743,2.32219037657088,0,-0.463174283607483,0.0879754327539442,0,-1.05158784535453,0
1,1,0,0,1,1,0,1,1,0,1,0,FALSE,FALSE,3,-0.0245158633280622,2.08843317726642,0,0,-2.71481658808417,2.31429016244444,0,-0.444504782416013,0.0903732032913261,0,-1.04736476826328,0
0,0,1,0,1,1,0,1,1,0,1,0,FALSE,FALSE,3,0,0,1.32327960752519,0,-1.11996872381166,0.0690084133324794,0,-0.150259416818775,0.836295622855848,0,-0.194981497069877,0
1,0,1,0,1,1,0,1,1,0,1,0,FALSE,FALSE,4,0.488610249939038,0,1.42298024864582,0,-1.35122784713953,0.0681352277846364,0,-0.503599784667224,0.825650177787767,0,-0.226490832603664,0
0,1,1,0,1,1,0,1,1,0,1,0,FALSE,FALSE,2,0,-0.248216257611506,1.41728797415288,0,-0.963685587845926,-0.0637192988503353,0,-0.139569539619449,0.843458410803776,0,-0.162536131240716,0
1,1,1,0,1,1,0,1,1,0,1,0,FALSE,FALSE,3,0.487075059684097,-0.156022940863956,1.48175845705362,0,-1.25226531365044,-0.0152915678853093,0,-0.49577019889535,0.830185986443352,0,-0.205997432772158,0
0,0,0,1,1,1,0,1,1,0,1,0,FALSE,FALSE,3,0,0,0,5.26012197587057,-11.8448234462909,8.07710479072345,0,-3.49579372320999,1.07556272035522,0,-5.35403357351606,0
1,0,0,1,1,1,0,1,1,0,1,0,FALSE,FALSE,3,-1.45847887040024,0,0,4.12471138777068,-8.83292205987522,6.32552964512359,0,-1.71390763648886,1.07126709156874,0,-4.13319872280986,0
0,1,0,1,1,1,0,1,1,0,1,0,FALSE,FALSE,4,0,2.0948779721646,0,0.524344076829746,-3.7280535363694,2.83914866092829,0,-0.74154041565756,0.281822417680302,0,-1.42154717769641,0
1,1,0,1,1,1,0,1,1,0,1,0,FALSE,FALSE,4,-0.140756895050782,2.03724664572232,0,0.545050340529326,-3.6606739129012,2.81420448251816,0,-0.64534282003803,0.303244112266217,0,-1.41191017635062,0
0,0,1,1,1,1,0,1,1,0,1,0,FALSE,FALSE,4,0,0,1.40843233204619,0.398597761137777,-1.83015677298203,0.279008777474294,0,-0.325698347175715,1.09572252279821,0,-0.381622596988925,0
1,0,1,1,1,1,0,1,1,0,1,0,FALSE,FALSE,5,0.486857485598806,0,1.51221524549752,0.419380928475617,-2.09761601722772,0.289088290798081,0,-0.686918705898976,1.09864196639002,0,-0.422750498929952,0
0,1,1,1,1,1,0,1,1,0,1,0,FALSE,FALSE,3,0,-1.34945041367887,2.07770637611203,1.13907625878158,-2.2998316557573,-0.0524580965648326,0,-0.593496264497631,1.61660326422002,0,-0.551955175206216,0
1,1,1,1,1,1,0,1,1,0,1,0,FALSE,FALSE,4,0.47229383102069,-1.20056155365441,2.10454178309475,1.07753854170987,-2.50746961359767,-0.00610837593127461,0,-0.914364288781537,1.56196506218607,0,-0.573059496274871,0
0,0,0,0,0,0,1,1,1,0,1,0,FALSE,FALSE,2,0,0,0,0,0,0,0.401525413324276,-0.551538501885413,0.130234487406743,0,-0.00411494127918327,0
1,0,0,0,0,0,1,1,1,0,1,0,FALSE,FALSE,3,0.339863124369015,0,0,0,0,0,0.323265575153011,-0.702655363919056,0.156087682927022,0,-0.0452386506387207,0
0,1,0,0,0,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0.5602499696708,0,0,0,0,0.164970342426343,-0.336033803098364,0.565749050270317,0,-0.0654631235239783,0
1,1,0,0,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0.583307394435008,0.548449967788289,0,0,0,0,0.0356352399402793,-0.599934779572793,0.600948092679022,0,-0.134751666623442,0
0,0,1,0,0,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0,0.548498483996683,0,0,0,0.277578303587018,-0.862935559800946,0.743224448791036,0,-0.405558744936462,0
1,0,1,0,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0.377911790621828,0,0.528398131573524,0,0,0,0.195099231864977,-1.0195588942147,0.749508268664456,0,-0.436575007317472,0
0,1,1,0,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0,0.128906001909475,0.457438935590629,0,0,0,0.243727364124198,-0.761653912101802,0.741664338651327,0,-0.353028026508833,0
1,1,1,0,0,0,1,1,1,0,1,0,FALSE,FALSE,5,0.443957516474089,0.168694392542318,0.405719119817751,0,0,0,0.136385343271727,-0.914387710982622,0.748564803043583,0,-0.373250604500471,0
0,0,0,1,0,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0,0,0.554280947899417,0,0,0.328598802910726,-1.12960959569991,1.01602151493925,0,-0.516738763802321,0
1,0,0,1,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0.4494670056877,0,0,0.491644846446587,0,0,0.233341638743722,-1.26413627800972,0.950114519137028,0,-0.513195960953327,0
0,1,0,1,0,0,1,1,1,0,1,0,FALSE,FALSE,3,0,-0.115997333202038,0,0.634977305526456,0,0,0.366959306987386,-1.2583888161925,1.05480959535856,0,-0.578668490372596,0
1,1,0,1,0,0,1,1,1,0,1,0,FALSE,FALSE,5,0.48404799280295,0.123465326656751,0,0.400934116393787,0,0,0.18518258389204,-1.13741633912314,0.903758496637012,0,-0.44700657779438,0
0,0,1,1,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0,0,0.167471262665164,0.41162491213437,0,0,0.309523654170376,-1.07590851141786,0.975207548201681,0,-0.507375612822726,0
1,0,1,1,0,0,1,1,1,0,1,0,FALSE,FALSE,5,0.413376290530292,0,0.315644040688634,0.227801158658899,0,0,0.20503829395174,-1.15212028462403,0.878481880911664,0,-0.495833093350375,0
0,1,1,1,0,0,1,1,1,0,1,0,FALSE,FALSE,4,0,-0.145024395625653,0.210287395798944,0.47604284111415,0,0,0.352606652813513,-1.22318396453308,1.01326731744357,0,-0.582408768088607,0
1,1,1,1,0,0,1,1,1,0,1,0,FALSE,FALSE,6,0.429796414287199,0.0544637286324133,0.305450211731862,0.196307243761333,0,0,0.184708163079728,-1.09983845654307,0.86034644784645,0,-0.467195994946233,0
0,0,0,0,1,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0,0,0,0.40953189390576,0,0.330897225852342,-0.766798312434445,0.413988978566485,0,-0.263103363056796,0
1,0,0,0,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0.342834000479954,0,0,0,0.344188849286361,0,0.263222399977566,-0.884890270479782,0.394793592118921,0,-0.263263537249595,0
0,1,0,0,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0,0.486261052469169,0,0,0.133242706076898,0,0.173231638598793,-0.434529810829522,0.600553770407691,0,-0.141624064449927,0
1,1,0,0,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0.588177568706602,0.559823612968021,0,0,-0.0206596140718279,0,0.033274455355751,-0.586866100756195,0.595845419273457,0,-0.123521229455997,0
0,0,1,0,1,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0,1.11033234215143,0,-0.884394516007428,0,0.303141091573185,-0.717044438690697,0.758342710530403,0,-0.257470586375087,0
1,0,1,0,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0.418268123053358,0,1.21968795351041,0,-1.09155268112952,0,0.217842027059951,-0.856220080117302,0.768838825595658,0,-0.257111236866836,0
0,1,1,0,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0,0.0149744739424141,1.09041235294213,0,-0.869689107925093,0,0.298783719515183,-0.707704798473846,0.757910097765461,0,-0.253830670372473,0
1,1,1,0,1,0,1,1,1,0,1,0,FALSE,FALSE,5,0.428084101190333,0.0271287462420084,1.18616595875036,0,-1.06977301081434,0,0.207946112927486,-0.842565965427371,0.768301400111108,0,-0.250508491307966,0
0,0,0,1,1,0,1,1,1,0,1,0,FALSE,FALSE,3,0,0,0,1.03557556327817,-0.751652637423932,0,0.394905582395158,-1.23647503035932,1.26436884805546,0,-0.486515602520568,0
1,0,0,1,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0.556044346985475,0,0,1.0014374662756,-0.819354041207844,0,0.283033353865273,-1.4125259741554,1.20520268680164,0,-0.479410530251858,0
0,1,0,1,1,0,1,1,1,0,1,0,FALSE,FALSE,3,0,-0.763797750525351,0,1.93434102881203,-1.32544978342446,0,0.698112041483721,-2.16601559890903,1.70935698503544,0,-0.871227214017232,0
1,1,0,1,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0.475046485295607,-0.437108881466282,0,1.52075897757146,-1.13786677655198,0,0.472849622529774,-1.91884175555367,1.46848068935777,0,-0.700609635224992,0
0,0,1,1,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0,0,0.374954944804761,0.89513317817599,-1.03112940448641,0,0.376851776365671,-1.15597685897643,1.26532920429949,0,-0.454314779567113,0
1,0,1,1,1,0,1,1,1,0,1,0,FALSE,FALSE,5,0.545081579506123,0,0.620521568538471,0.769689184857132,-1.28053179959143,0,0.25536132676306,-1.27583674132029,1.20795850090376,0,-0.426260728188794,0
0,1,1,1,1,0,1,1,1,0,1,0,FALSE,FALSE,4,0,-1.8201705008415,1.33084226900887,2.67890362151659,-3.11099946638876,0,1.05338355569338,-3.16590413455918,2.32820778125718,0,-1.28901211048031,0
