"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0,0.196568512846853,0.485913316910008,0,0.707333333333329,0.701666666666663,1.71754419869446,0,0.335053983752404
2.93649307008053,4.91920151916377,0,0.19656851284685,0.485913316910008,0,0.707333333333329,0.701666666666663,0,1.57227181381124,0.335053983752404
1.424311040636,0,0,0.19656851284685,0.485913316910008,0,0.707333333333332,0.701666666666663,0,0.873803165620624,0.335053983752404
1.78912944807536,3.38985789559755,0,0.19656851284685,0.485913316910008,1.35996028780972,0.707333333333334,0.701666666666663,0,0.857841689675841,0.335053983752404
0,0,0,0.19656851284685,0.485913316910106,0,0.707333333333329,0.701666666666712,6.41783508004327,1.68820002444593,0.335053983752404
0,0,0,0.19656851284685,0.485913316910008,0,0.707333333333329,0.701666666666663,6.41783508004327,1.68820002444594,0.335053983752404
0,0,3.0607238994398,0.246387605548637,0.65288416143753,0,0.707333333333329,0.701666666666663,0,0,0.335053983756042
0,0,0,0.19656851284685,0.485913316910011,1.96257367804289,0.707333333333377,0.701666666666663,7.93338738237754,0,0.335053983752412
0,0,3.38962990826236,0.19656851284685,0.485913316910008,0,0.707333333333329,0.701666666666663,0,0.687002600129797,0.335053983752514
0,0,0,0.19656851284685,0.485913316910008,0,0.707333333333329,0.701666666666663,10.6193235060963,1.86451733669043,1.01758232439197
