"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0,0.0356817035396495,0.0375469960622597,0,0,0.0343157937304287,0,0,0.0360423083668677
0,0,0,0.0451062834149374,0.0852531684545698,0,0.0167263097708816,0.0396965142123445,0,0,0.0548018703594981
0,0.192477457501484,0,0.0378328546545042,0.136056855586523,0,0,0.028365242032889,0,0,0.0432739203200747
0,0.372355332340734,1.08793405424582,0.139743140255219,0.144108173755156,0,0.343974816911501,0.147995154695157,0,0,0.115073277552476
0,0,0,1.05439408837496,0.0741528342745198,0,0.200557770249558,0.0931986893378849,0,0,0.125835417372987
0,0.84070996771603,0,0.966815751990812,0.220559437601268,0,0.192491524623314,0.099239788201646,0,0,0.105975724346106
1.50314733452484,2.10353927785563,0,0.807087467910069,0.302681710439078,0,0.188059389497753,0.0978696966922052,0,0,0.138420176601729
0,0.562937199614178,1.0440715789285,0.829383646271041,0.207643932327225,0,0.277822599003987,0.140036566547469,0,0,0.157843391299913
0,0,0,0.0408128975450317,1.57152216588333,0,0,0.0316071828854965,0,0,0.0375591579176407
0.0183615377488344,1.0792790005766,0,0.0449470670686924,0.491295545162541,0,0,0.0283312974380217,0,0,0.0491808439320348
0,0.0797844811028197,0.950580024810577,0.155138668777293,0.897266063656056,0,0.224203914416566,0.173926157210168,0,0,0.119417204361872
0,0.190585422182192,0.95788433297268,0.162004725307113,0.871515388251368,0,0.166426741299172,0.16804334925225,0,0,0.115872400057243
0.308149505865783,0,0,1.00812404266081,1.13242670552561,0,0.207037435849448,0.102849330913519,0,0,0.137400466958798
0,0.461886571321598,0,0.982174313572376,0.957349899047274,0,0.181821454302721,0.0948632460376652,0,0,0.0996292097383558
1.46543401865049,1.97737330063961,0,0.828792443154601,0.506905071930069,0,0.14937423011325,0.0903234393549252,0,0,0.125498885850237
0,0.153359354099554,0.780225095836732,0.863569076387361,0.851059921817538,0,0.22259968877128,0.170933307673856,0,0,0.156797614332032
0.125859296334769,1.41829362260072,0,0.0422390513324648,0.148623874295144,1.44724629458219,0,0.0217115456913592,0,0,0.0517715290231847
0,0.235717994004134,1.36433558823034,0.147935377331426,0.126034125683034,1.02147093901943,0.293809738243834,0.162308868839559,0,0,0.152884830570816
