"Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome"
0,0,0,0.649696240601505,0,0,0,0,0,0,0
0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,0,0,0,0,0
0,0,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,0
0,0,0,0,1.47663719297599e-06,0,0,0,7.02609589896631,0,0
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
0.237960439732357,0,0,0,0,0,0,0,8.50403655162383,0,0
0.237960439732351,0,0,0,0,0,0,0,8.50403655162393,0,0
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
0,0,3.24801766250029,3.96401168183776e-07,0.161680620112607,1.28321776037224,0,0,0,1.19371206059727,0
1.83325263036388,3.9396383242927,0,0,0,1.52854538496677,0,0,0,1.56524644890271,0
0,0,0,0,0,0,0,0,11.8048431119118,2.3956047836728,0
0,0,0,0,0,0,0,0,11.8048431119118,2.3956047836728,0
2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0
0,2.8346755077723,0,0,0.251670587576595,0,0,0,0,0,0
2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0
2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0
0,0,0,0.635425511116062,1.35180434737706,1.49647873977274,0,0,0,0,0
0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,0,0,0,0,0
0,0,1.0961096918584e-08,0,0,0,0,0,10.5867691513151,0,0.631274809204746
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
2.98061625236872,5.46898194785882,0,0,0,0,0,0,0,2.27967657303827,0
1.83325263036388,3.93963832429271,0,0,0,1.52854538496677,0,0,0,1.56524644890271,0
1.5944416167634,0,0,0.112199185491557,0,0,0,0,0,1.56426843622472,0
1.83325263036388,3.93963832429271,0,0,0,1.52854538496677,0,0,0,1.56524644890271,0
0,0,0,0,0,2.67517943655101,0,0,19.0978977786288,2.0908146028882,0
0,0,0,0,0,2.675179436551,0,0,19.0978977786287,2.09081460288819,0
0,0,0,0,0,2.67517943655101,0,0,19.0978977786288,2.0908146028882,0
0,0,0,0,0,0,0,0,16.006331537965,2.57192209591749,0.682528340639521
0,0,0,0,0,0,0,0,16.0063315379649,2.57192209591748,0.682528340639522
0,0,0,0,0,0,0,0,16.006331537965,2.57192209591749,0.682528340639521
0,0,0,0,0,2.675179436551,0,0,19.0978977786287,2.09081460288819,0
