"Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome"
0,2.95766993993707,0,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,0,0.649696240601505,0,0,0,0,0,0,0
2.05840496549528,0,0,0.24207634120881,0,0,0,0,0,0,0
0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0
1.11328578973297,0,0,0,0.775245822482141,0,0,0,0,0,0
3.75682052932352,6.4819680278804,0,0,0,0,0,0,0,0,0
0,0,3.50414098763227,0,0.182760175104084,0,0,0,0,0,0
0,0,0,0.596733784094663,0.812090348471046,0,0,0,0,0,0
0,0,0,0,0,1.11351914068045,0,0,0,0,0
0,0,0,0.723289691988043,0,1.49046283171866,0,0,0,0,0
0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,0,0,0,0,0
0,0,0,0,1.43148872821817,1.16837944073174,0,0,0,0,0
0,2.04821804239536,0,0,0.93161674630575,1.28021509005027,0,0,0,0,0
0,0,0,0.635425511116064,1.35180434737706,1.49647873977275,0,0,0,0,0
0,0,0,0,0,0,0.189458924447378,0,0,0,0
0,2.95766993993707,0,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,0,0.68348047141304,0,0,0.0737283850409254,0,0,0,0
2.05840496549528,0,0,0.24207634120881,0,0,0,0,0,0,0
0,3.06280969210226,0,0.0798386201737919,0,0,0,0,0,0,0
1.11328578973297,0,0,0,0.775245822482141,0,0,0,0,0,0
0,0,0,0,0,1.1057577893107,0.0204031146282261,0,0,0,0
1.15875489248297,0,0,0,0,1.16802443102601,0,0,0,0,0
0,0,2.99696410222578,0,0,1.21031457190054,0,0,0,0,0
0,0,0,0.723289691988043,0,1.49046283171865,0,0,0,0,0
0,0,0,0,1.43148872821817,1.16837944073174,0,0,0,0,0
0,0,0,0,0,0,0,0.190781005792038,0,0,0
0,2.95766993993707,0,0,0,0,0,0,0,0,0
3.75682052932352,6.4819680278804,0,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
2.05840496549527,0,0,0.24207634120881,0,0,0,0,0,0,0
0,3.06280969210226,0,0.0798386201737919,0,0,0,0,0,0,0
1.16965645329833,0,0,0,0.644784752052012,0,0,0.167546502261162,0,0,0
0,0,3.50414098763227,0,0.182760175104084,0,0,0,0,0,0
1.15875489248297,0,0,0,0,1.16802443102601,0,0,0,0,0
0,0,0,0.723289691988042,0,1.49046283171865,0,0,0,0,0
1.7835597612036,0,0,0,0,0,0,0.0302409502430464,0,0,0
0,0,3.50423145050186,0,0,0,0,0,0,0,0
0,0,0,0,0,1.14433603045498,0,0.0770759608978089,0,0,0
0.237960439732357,0,0,0,0,0,0,0,8.50403655162383,0,0
0,0.266779522538217,0,0,0,0,0,0,8.46750955152454,0,0
0,0,0.014954942712716,0,0,0,0,0,7.10455694606611,0,0
0,0,0,0,0,2.13115877519993,0,0,13.320395414246,0,0
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0
0.237960439732357,0,0,0,0,0,0,0,8.50403655162383,0,0
0,0.266779522538217,0,0,0,0,0,0,8.46750955152454,0,0
0,0,0.0149553238421617,0,0,0,0,0,7.10455897387615,0,0
0,0,0,0,0,0,0,0,7.0260916345378,0,0
0,0,0,0,0,2.13115877519993,0,0,13.320395414246,0,0
1.46843422292451,0,0,0,0,0,0,0,0,1.58120792484751,0
1.59444161676341,0,0,0.112199185491557,0,0,0,0,0,1.56426843622471,0
