"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
1.62357504519273,0,0,0.230742683324183,0.175331281916281,0,0.207894089695195,0.188351680610158,0,0,0.191989359313878
0,2.00204208852468,0,0.191886179752658,0.128981469557566,0,0.195430925271733,0.162527597205167,0,0,0.187292410702146
0,0,3.4722379687163,0.199150465855949,0.187540837915538,0,0.259040148484318,0.232269665221447,0,0,0.207993912103772
0,0,0,0.918476593863362,0.158310488968129,0,0.215239889651386,0.195020433007404,0,0,0.22002545376551
0,0,0,0.208323141864905,1.17114545944399,0,0.189127199268126,0.177392488227654,0,0,0.178989298772722
0,0,0,0.189721947285179,0.131672078192414,0.870956394376485,0.175740846321136,0.151714451868277,0,0,0.213464882388522
0,0,0,0.214097068964623,0.142003309645325,0,0.455266942713695,0.176693430284519,0,0,0.19182661955036
2.09828009307827,3.57071521509787,0.0680000524831057,0.527385185594754,0.428953787897552,1.04542725596206,0.432822698358542,0.348852634674445,0,0,0.386832031931923
0,0,0,0.250227273255507,0.195944153487116,0,0.217943581335197,0.515009359878083,0,0,0.22933747341641
0,0,0.0701451403142106,0.180227351777476,0.145327481619481,0,0.209526406369132,0.168375538479896,1.18253128205322,0,0.308727159144358
0,0,0,0.26629434933321,0.15326180814257,0,0.238072272112758,0.24872019651261,0,1.19180297555047,0.232868303354655
0.389151076977196,0.263279779697337,0.678594279653731,0.482388487299477,0.642034474849979,0,0.526480378805446,0.740303649314103,0,1.49014830464787,0.393171493128917
0.636398783884841,0.427243990984481,0.820579558610814,0.728415205575697,0.782730832026694,1.44199768501016,0.647861884383898,0.852850376566787,3.80377804348946,1.09351347571237,0.54701066768259
0.648365101564755,0.58742658338401,0.787515545621246,0.732225012959911,0.627738135179599,0,0.740572471559975,0.821821014825519,0,1.40290180051089,0.528522239109045
0.48844644247909,0.414551058884652,0.778286829551752,0.550360503419083,0.713178433695553,1.52651189793346,0.664065593868242,0.778523089668476,4.55796460075216,1.15621910677515,0.502243808061125
0.7414495879642,0.592299265873019,0.88259224234075,0.80817122451722,0.819373874416932,1.36918603153957,0.793566743090232,0.891182893573097,3.02101906804511,1.04684813441326,0.605996084824721
0,0,0,0.188410284685464,0.106684060269321,0,0.181728149426333,0.164350134815336,0,0,1.0657134069787
2.12437947653777,3.50016019381005,0.118089911997074,0.593338393518384,0.487276982457568,1.00320086266663,0.386291592755725,0.526785403180945,0,0,0.487896881242443
0,0,0.138771567120581,0.24718821227721,0.183106962897852,1.51933590560366,0.249783404802497,0.193967984217805,6.0320970850291,0,0.446348179683004
0.187742207534003,0.503805753834612,0.44052864281185,0.364832705832604,0.356572968022876,1.2470736350075,0.539579742561459,0.361937410409655,2.43436099619118,0,0.550555362892552
0.487121268713709,0.554265978871988,0.727758008672206,0.715325389460622,0.718944955139426,0.966178389769756,0.725060285558301,0.751606370381757,0,0,0.644193858409713
0.00123658967353857,2.34762020832565,0.168651780833042,0.58034591265918,0.333648569410783,0,0.495869703944734,0.553966235672144,0,1.34072346171246,0.473666022438228
0.182627057312599,0,0.32550614302271,0.52690414091246,0.338850992701143,1.7574275538813,0.392143900355068,0.393887050551473,8.26890956146887,1.46052347889002,0.5811098463678
0.582947287500107,0.423416735610923,0.733452350962046,0.752495485724574,0.700080646913183,1.44883583449403,0.734546035453831,0.664691358631486,4.61446331162792,1.2101000574494,0.667361188556385
0.683751497702161,0.485946461928283,0.832433484066081,0.800186971819445,0.804995728308203,1.41369942636788,0.694575415085957,0.867578379628276,3.72987037531131,1.09244035680948,0.649576789599287
0.709535470796812,0.554924437069893,0.8491129837896,0.765458835949707,0.749031725018141,0,0.773166165584346,0.876369865402937,0.96197280998028,1.52388574173924,1.26333251210255
0.711689212241928,0.564690602920464,0.829181338194275,0.809214718006263,0.678006185891048,1.44863565573879,0.78520380203905,0.837360951262847,3.90278931906985,1.0896641254076,0.669528523596822
0.662695782526131,0.555621806686545,0.844402035438603,0.674330333703097,0.785490686589734,1.43712061822705,0.766593900918623,0.846968289282809,3.83012927269944,1.10804305928518,0.628552003563848
0.497942614950881,0.133613269263992,0.618423015873008,0.808800487500926,0.70807034519225,1.52000662982389,0.700235713257009,0.787440899698919,5.66200700206513,1.198207674216,0.69608864823529
0.720063534376493,0.564298284643866,0.873963817583731,0.77185609999972,0.799920422265571,1.35993421006256,0.760094662837756,0.874425152464092,2.97783375247073,1.05949130452319,0.617810391988409
0.625350885643152,0.541205169511281,0.840647930509872,0.745347277040972,0.773473754695817,1.4064011029749,0.761213992592472,0.837170929608735,3.55940109962943,1.09245183699396,0.655521361824018
