"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
4.04896885474041e-15,8.4456735626867e-15,0,0,3.03042261633239e-14,2.67517943655102,0,0,19.0978977786288,2.0908146028882,0
0,0,0,3.80547863022951e-15,0,2.73342964603095,8.88467841043508e-16,3.46146215788004e-15,12.9014707558194,0,1.93867975083876
4.04896885473923e-15,8.73579500760367e-15,0,0,3.03042261633194e-14,2.67517943655103,0,0,19.0978977786288,2.09081460288821,5.62327961972642e-14
4.04896885474022e-15,8.73104030720782e-15,0,0,3.03042261633291e-14,2.67517943655104,0,0,19.0978977786288,2.09081460288821,5.12923037376822e-14
0,0,0,1.88903898392967e-15,0,0,4.41035294607908e-16,1.71826926268401e-15,14.1841125102318,3.07295946471271,5.28326309959762
4.0489688547407e-15,6.39623955422462e-15,0,0,0,2.67517943655103,0,0,19.0978977786288,2.09081460288821,5.67046409827299e-14
4.8220910161068e-15,2.81085507754545e-15,0,0,3.52447789359407e-14,2.67517943655104,0,0,19.0978977786288,2.09081460288821,5.45119505090952e-14
5.34046091728465e-15,0,5.79342713610878e-15,0,6.22312934048382e-15,2.67517943655103,0,0,19.0978977786288,2.09081460288821,5.15698594938385e-14
0,6.87277864224721e-15,0,0,3.08604026964287e-14,2.67517943655103,1.91956280162194e-15,5.69401754227438e-16,19.0978977786288,2.09081460288821,5.24857934891543e-14
3.59908342643294e-15,6.94743701866374e-15,0,0,2.69370899229596e-14,2.67517943655104,0,0,19.0978977786288,2.09081460288821,5.2208237732998e-14
