"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0.179406317020861,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.702609163453778,0,0,0,0,0,0
0,0,0,0,0,0.702609163453778,0,0,0,0,0
0,0,0,0,0,0,0.702609163453778,0,0,0,0
0,0,0,0.272940607637992,0,0,0.622104896045791,0,0,0,0
0,0,0,0,0,0,0,0.622104896045791,0.702609163453778,0,0
0,0,0,0,0,0,0,0,0,0.702609163453778,0
0,0.0263187309488303,0,0,0,0,0,0,0,0.622104896045791,0
0,0,0,0,0.0376048754125008,0,0,0,0,0,0
0,0,0,0,0,0.0376048754125008,0,0,0,0.179406317020861,0
