"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0,0,0,0.600070016726381,1.3165121190697,1.50450912991085,0,0.0695517069596847,0,0,0
0,2.33146835171283e-14,2.98453181705834,0,0.761027374919088,1.23907860988406,9.13302935996396e-16,0,0,0,0
0.237960439732337,0,0,0,3.68594044175552e-14,0,0,0,8.50403655162389,0,0
0,0,0,0,0.00182348327266868,2.13111113199516,0,0,13.3203007540004,0,0
0,0,1.64313007644523e-14,0,0,2.13115877519994,0,4.03253819225569e-14,13.3203954142461,0,0
1.46843422292451,0,0,0,0,0,0,0,0,1.58120792484752,0
7.99360577730113e-15,0.396925859321177,6.21724893790088e-15,3.94129173741931e-15,0,0,3.53633097813171e-15,3.02813329966511e-14,11.4844947099955,0,0.410215190721155
2.60902410786912e-14,0,0,0,0,0,0,0,16.006331537965,2.57192209591748,0.682528340639607
0,0,0,0,1.02140518265514e-14,2.67517943655102,6.96434548421559e-15,0,19.0978977786288,2.0908146028882,9.14823772291129e-14
0,0,0,3.28626015289046e-14,0,2.67517943655102,0,0,19.0978977786288,2.0908146028882,8.92619311798626e-14
