"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1.54605969534768,0,0,0,0,0,0,0,0,0,0
0,2.56242166929775,0,0,0,0,0,0,0,0,0
0,0,3.15360004273207,0,0,0,0,0,0,0,0
0,0,0,0.613927157923746,0,0,0,0,0,0,0
0,0,0,0,0.999643441237481,0,0,0,0,0,0
0,0,3.08767665162549,0,0.378330195633338,0,0,0,0,0,0
0,0,0,0,0,1.11351914085988,0,0,0,0,0
0,0,0,0,0,0,0.185013627979564,0,0,0,0
0,0,3.23219243956412,0,0,0,0.00876279639777572,0,0,0,0
0,0,0,0,0,0,0,0.190781005792037,0,0,0
0,0,3.15360004273207,0,0,0,0,0.0452414188494505,0,0,0
1.77888547807916,0,0,0,0,1.19719401470547,0,0.179484169177795,0,0,0
0,0,0,0,0,0,0,0,7.02609164060411,0,0
0,0,0,0.105816677040933,0,2.20237407126323,0,0,13.5307273342404,0,0
0.102538093321069,0.0583136112936374,0.0955022857777742,0,0,2.20614338269156,0.0238240668822884,0,14.4937823834893,0,0
0,0.163786605500284,0,0,0,1.6056096369619,0.266332941085148,0,12.6531482364906,0,0
0,0,0,0,0.806547115983302,0,0,0.171119978022543,0,0,0
0.125493820969288,0.531669694233799,0,0,0.0350601617080059,0,0.0281123495817604,0.0936547041263589,10.6781469196452,0,0
0,0,0,0,0,2.1311587754322,0.0293323600006922,0.0328926512234369,13.3203954195854,0,0
0,0,0,0,0,0,0,0,0,1.51329828778861,0
0.0120961540752798,0,0,0.660205798737496,0,0,0,0,0,1.3798922352118,0
0,0,0,0,0.945221817017253,1.25859086667612,0,0,0,2.21733722867185,0
0,0.11897884172507,3.43595351558984,0.0895900984241007,0,1.32617964757715,0,0,0,0.965334480336703,0
0,0,3.87044217386396,0,0,1.18853113115736,0.0331742957420419,0,0,0.79923063901436,0
0,0,3.81192094298364,0.0134386882848328,0.289351376420514,1.29293077585244,0.0153253675850665,0,0,1.28969755963707,0
0,0,0,0,0.941072888848824,0,0,0.124547328935689,0,2.6123350574763,0
0,0,3.51328559447317,0,0.125357145339835,0,0,0.0200925007620476,0,1.55619642755116,0
0,0,0,0,0,1.16956601109856,0,0.157796494365109,0,1.14173752053335,0
0,0,3.85732457579979,0,0,1.26204944726668,0,0,0,0.951791663094885,0
2.74630278763197,4.80044457491446,0,0,0,1.57137142711838,0,0,0,1.71718294035644,0
1.34717878632797,3.97495004001611,0,0.0762347438485394,0.13701272900119,1.55864241800742,0,0,0,1.68180592309896,0
0,2.91347389083426,0,0,0,1.36957319079993,0.00733722167490513,0.00922558349956103,0,1.42036302517136,0
0,0,0,0,0,0,0,0,11.8048431096979,2.39560478371749,0
0,0,0,0,0,2.63886980147046,0,0,19.0280198242518,2.1095439533215,0
0.88213815173924,0,0,0,0,3.26048963968378,0,0,26.3584463442464,2.11738195616351,0
0,0,1.37794754667343,0,0,0,0,0,10.3268476083087,2.21483761194723,0
0,0,1.07303418495688,0.415559412541019,0,0,0,0,8.55105301395907,1.90825683736059,0
0.0188202908709384,0,0,0,0.100117983466607,0,0.0501581958634848,0,12.3655916359145,2.61811227994462,0
0,0,0,0.118385697836008,0,2.7289072431255,0,0,19.0576609633127,1.99109529689754,0
0,0.302464096573852,0,0,0,0,0,0.0637640470629518,13.8184387995809,2.58578576150438,0
0.0192632545431644,0,0,0,0.00138607244609885,2.56451972444685,0,0,17.8272079907007,2.01413888164889,0
0.185904591020446,0.147462552801408,0.318380788048315,0,0,0,0,0.052802301012519,14.1183575319249,2.57714569432716,0
0.123553611754575,0.117124782910076,0,0,0,2.80357305593684,0.00286948505849385,0,21.0116995850234,2.15818457825797,0
0,0,0,0,0,0,0,0,0,0,0.83415649835763
0,0,3.53883216021705,0,0,1.20907636321025,0,0,0,0,0
0,0,0,0.312891847506749,0,1.2836302739021,0.122893424166186,0,0,0,0.0884059346973166
0,0,3.75620567880738,0,0,1.11230666886281,0.0416203115778805,0,0,0,0
0,0,3.54512314575518,0,0.308640401079543,1.19536276885458,0.0294553755636309,0,0,0,0
0,0,3.3778684996016,0,0.3413655934739,1.21826842179655,0,0,0,0,0
0,2.56443462076631,0,0,0,0,0.00094497533082207,0.0583713553081976,0,0,0.0483691200495169
0,5.69194586826169,0,2.40798157651225,0,0,0,0,0,0,0
0,0,3.42665344544342,0,0,1.20491803098323,0.0107432903812752,0.0212645631729598,0,0,0
0,0,3.40274245065484,0,0.363386044084905,1.21446080037514,0.0203330098251477,0.00245502468247065,0,0,0
0,0.595328552541281,0,0,0,0,0,0,12.948614365954,0,0.479738621620509
0,0.383132484850897,0,0,0,0,0,0,11.7738532317645,0,0.474728516778218
0,0.30783322987158,0,0,0.15604583570701,1.94813052106025,0,0,10.9591665590852,0,0
0,0.459122355388232,0,0,0,0,0,0,11.8031518809595,0,0.472132433496502
0,0,0,0.180040925617265,0,0,0.00883095478364054,0,8.81656389528695,0,0.497242463792135
0.0509429797148581,0.369882149668742,0,0,0,0,0.0154257572862131,0,12.0994417398959,0,0.489049963557859
0,0,0,0,0,2.13173071254001,0.0292552258854245,0,13.3269768173708,0,0.000867341530256693
0,0,3.54666364121244,0,0.347480502645477,1.27529273701364,0.0146515232765264,0,1.67374983795342,0,0.00105356219852226
0.0869351778076773,0,0.421041879676411,0,0,0,0,0.0112533810420141,10.6712525302358,0,0.550525843686929
0,0,0.600888211048404,0.0327479351246824,0,0,0,0.011540466636972,9.82506725249666,0,0.496232200049515
