"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0,0.95577018487017,0.985661169418828,0,0.101948053154145,0.144188647222269,0,0,0.207759835661139
0,0,2.45354566168339,0.390006891202866,0.39553102119066,0,0.113189740937189,0.167189022014975,0,0,0.196245022261838
1.30266074505573,0,0,0.786827535192643,0.102714869554132,1.26897980862198,0.11529558923843,0.136512782652124,0,0,0.207555826604804
0,0,0,0.999457172837466,1.4924617801728,1.37046276304527,0.0959078566828754,0.129188337278877,0,0,0.211882552184555
1.31055407009421,0,0,0.0646528361995987,0.106515209188866,0,0.667800301316353,0.120339329620916,0,0,0.0897763441355722
3.25181949890307,5.6314984905167,0,0.0742737767339222,0.100639301294042,0,0.659279819948105,0.115151170374434,0,0,0.115677410672245
0,0,2.41882469357322,0.0655482920142518,0.379478661708125,0,0.625848440457888,0.137984125757308,0,0,0.0891767584973894
0,0,0,0.0676073631330031,0.10667627906128,1.05853382211293,0.65917952693634,0.112966272632018,0,0,0.10294179462521
0,0,2.21337857302568,0.127227541337886,0.208761851748505,0,0.153282326769793,0.435309668909975,0,0,0.201769666765798
0,0,2.27391095261843,0.139044623830481,0.198090386688046,0,0.155460451156311,0.417163318899236,0,0,0.233106339574299
0,0,0,0.137171501532612,0.982794989292384,0,0.141969071791516,0.705338041079664,0,0,0.22084673628223
0.226110271728058,0.00366511171199127,0,0.198240675371145,0.31116921576892,0,0.17863457397641,0.270767203501716,3.11550010877403,0,0.109488185968596
0.029153722586681,0.333921116437146,0,0.3507489531724,0.264401441622628,0,0.123252718173417,0.244881018622193,3.32397761265421,0,0.10421815762927
0.0608966078819171,0.106411187926697,0,0.201531878396343,0.362712675271222,0,0.159120909976422,0.273590931512528,1.35976120452717,0,0.10412199417365
0.0614960731289405,0.128408042374794,0,0.195316140406635,0.375305674837673,0,0.160940762243536,0.278633829022653,1.82297853620157,0,0.112173177497172
0,0.050321195367013,0,0.127145914154823,0.230112474431716,0,0.518158426324108,0.219096856132853,3.89885893124998,0,0.0476155202341662
0.0174934100246363,0.1298084098336,0,0.318461077375682,0.271294887346738,0,0.114714189738888,0.384414266100757,2.16159072223212,0,0.0824951770563194
0.0298473956185958,0.146287902296569,0,0.194001752368295,0.335487043339595,0,0.149303304724519,0.42164516351049,1.75020092027308,0,0.0946333161891894
0,0,0,0.119619408509118,0.237180997166501,0,0.512750777702385,0.323342668868209,2.69002930924828,0,0.0467315828187764
0.0298583714359628,0,2.56996493652587,0.100924532974411,0.165296480009124,0,0.207213718856963,0.157664983968562,0,1.19208187700457,0.20936527708747
0,0,0,0.0359800414532201,0.0886994835054674,0,0.910864560051483,0.0883042841268152,0,1.57157860745081,0.0824507342540046
0,0,2.69918371973716,0.0375691708904747,0.130197469798445,0,0.623750953410822,0.106500097682757,0,1.18935503647043,0.0771533757578698
0,2.17480077632231,0,0.127189675105773,0.173287066006458,0,0.0804592597831139,0.118091370071232,0,0,0.593114281340818
0,2.35374091334732,0,0.378506888203484,0.140078983269885,0,0.0427982069882009,0.0894892186045279,0,0,0.515941972300882
0,2.0622899205266,0,0.129941665974733,0.453249523002665,0,0.0769688884332984,0.116298901155726,0,0,0.589535851165496
0,0,2.44826833901046,0.12220576763258,0.442050129766339,0,0.0871642638227379,0.149019298762898,0,0,0.520062796711337
0,0,1.94825005300381,0.128338531325311,0.203552424323315,1.15385632976411,0.0920590904098398,0.138769287234008,0,0,0.518908681668563
1.63413546870076,0,0,0.108810455980511,0.143828462028426,0,0.0795033180188737,0.37612021868424,0,0,0.474216645115701
0.0404401941632796,0.221091169722907,0,0.16931109502139,0.288221594255894,0,0.114718958241215,0.21182801518026,6.71186578231141,0,0.742336957147681
0.0518641075526125,0,0,0.0819746606316553,0.121185715425622,0,0.0992253114950132,0.0836921516825466,0,1.09723360524285,1.39640332822431
0,0,0,0.0905108682581307,0.109820757165242,0,0.11181324772281,0.0962113786242529,0,1.11230148859341,1.37869595669661
0.0272471449650064,2.0228351648196,0,0.089210907594199,0.119511217915577,0,0.096240002139703,0.0757519467892722,0,1.59507323909091,0.517176990388816
