"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1.79406317020861,0,0,0,0,0,0,0,0,0,0
0,0,0,0.649696240601505,0,0,0,0,0,0,0
0,0,0,0,0,1.11351914068045,0,0,0,0,0
0,0,0,0,0,0,0.189458924447378,0,0,0,0
0,0,0,0,0,0,0,0.190781005792038,0,0,0
0,0,0,0,0,0,0,0,0,1.51329828761776,0
0,0,2.61666053489081e-16,0,1.71449624886208e-16,2.13115877519995,0,0,13.320395414246,0,0
1.11022302462516e-15,0,3.33810551114142e-15,0,8.33155756364524e-15,2.67517943655099,4.37150315946155e-16,0,19.0978977786287,2.09081460288818,0
0,0,2.8975709072633e-14,0,5.97716694413462e-15,2.67517943655099,0,9.64506252643105e-16,19.0978977786287,2.09081460288818,0
0,0,0,2.96984659087229e-15,0,2.67517943655098,7.21644966006352e-16,0,19.0978977786288,2.09081460288817,1.18481531156646e-15
