"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0,0,0,2.74226028918885e-14,0,0,0,0,11.8048431119118,2.3956047836728,0
0,0,1.64828095633094e-15,0,0,2.675179436551,0,0,19.0978977786288,2.0908146028882,0
0,0,4.02376292955598e-15,1.68794442135624e-15,0,2.67517943655101,0,0,19.0978977786288,2.0908146028882,0
0,0,0,2.50461364120092e-15,0,2.13115877519996,0,0,13.320395414246,0,0
3.7535968634601e-14,2.36627605165917e-14,2.80687645618954e-14,0,1.24685001206809e-14,2.67517943655102,0,7.55540558128505e-15,19.0978977786288,2.09081460288819,0
3.54661076084587e-14,2.52815507805804e-14,0,0,2.12099213197997e-14,2.67517943655101,0,7.7640065326833e-15,19.0978977786288,2.09081460288819,4.44089209850063e-16
2.28899015093648e-14,2.0316269708613e-14,2.44807676309801e-14,0,0,0,3.28805192503931e-15,4.61711878339021e-15,16.006331537965,2.57192209591751,0.682528340639513
1.96199155794594e-14,1.75721758190636e-14,1.77261444020822e-14,0,6.50605448421759e-15,0,2.81833022146355e-15,3.95753038576322e-15,16.006331537965,2.5719220959175,0.682528340639517
0,6.54302709135069e-15,0,0,0,2.67517943655101,1.5327773652872e-14,9.78429360768568e-15,19.0978977786288,2.0908146028882,0
3.32244277984222e-14,0,0,0,2.07170844736762e-14,2.67517943655101,0,0,19.0978977786288,2.0908146028882,0
