"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0,0.168937705982981,0.0218011552192319,0.86280422713084,0.184193178764291,0.297,0,0,0.209
1.09253681672886,0,0,0.168937705982981,0.797046977701376,0,0.184193178764291,0.297,0,0,0.209
2.03765599249117,0,0,0.411014047191787,0.0218011552192319,0,0.184193178764291,0.297,0,0,0.209
0,0,3.06480230263674,0.229624072717132,0.0218011552192319,0,0.184193178764291,0.297,0,0,0.209
0,0,0,0.168937705982981,0.0218011552192319,1.88044386165033,0.184193178764291,0.297,10.868636726811,0,0.209
0,0,0,0.168937705982981,0.0218011552192319,1.88044386165033,0.184193178764291,0.297,10.868636726811,0,0.209
0,0,0,0.168937705982981,0.0218011552192319,0.896300961259947,0.253305149252286,0.297,0,1.10618045378062,0.209
0,0,0,0.168937705982981,0.0218011552192319,0,0.184193178764291,0.297,0,1.40155160326108,0.209
0,2.75472482283027,0,0.168937705982981,0.0218011552192319,0,0.184193178764291,0.297,0,0,0.209
0,0,3.39357659659189,0.168937705982981,0.0218011552192319,0,0.184193178764291,0.297,0,1.28266067499996,0.209
