"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0.494,3.15595938602345,0.494,0.493999999999977,0.397946936125773,0,0.394666666666667,0.474397785081673,0,0,0.394000000000001
0.494,0.198289446086377,0.494,0.493999999999977,1.39851144542606,0,0.394666666666667,0.474397785081673,0,0,0.394000000000001
0.494,0.198289446086377,0.494,0.493999999999977,0.397946936125773,0,0.394666666666667,0.665178790873711,0,0,0.394000000000001
0.494,0.198289446086377,0.494,0.493999999999977,0.397946936125773,0,0.394666666666667,0.474397785081673,0,0,0.394000000000001
0.494,0.198289446086377,0.494,0.493999999999977,0.397946936125773,0,0.394666666666667,0.474397785081673,0,0.921395050737155,0.394000000000001
0.494,0.198289446086381,0.494000000000005,0.494000000000031,0.397946936125775,1.84764079489481,0.394666666666667,0.474397785081676,9.51676186551361,1.49891136600759,0.394000000000001
0.494,0.198289446086377,0.494000000000006,0.494000000000012,0.397946936125773,1.8476407948948,0.394666666666667,0.474397785081673,9.51676186551363,1.4989113660076,0.394000000000001
0.494,0.198289446086377,0.494000000000003,0.494000000000032,0.397946936125773,1.8476407948948,0.394666666666667,0.474397785081675,9.51676186551363,1.49891136600759,0.394000000000001
0.494,0.198289446086377,0.494,0.494000000000028,0.397946936125773,1.84764079489481,0.394666666666667,0.474397785081675,9.51676186551363,1.4989113660076,0.394000000000001
0.494,0.198289446086377,0.494000000000002,0.493999999999977,0.397946936125773,1.8476407948948,0.394666666666667,0.474397785081673,9.51676186551361,1.49891136600759,0.394000000000001
