"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0,1.76887318091642,17.3240840576195,0,0,2.03133941697059,0,0,0,0
0,0,0.136505668127904,1.76887318091642,0,0,0,2.03133941697059,0,0,0
0,0,0,0.136505668127904,1.76887318091642,17.3240840576195,0,0,2.03133941697059,0,0
0,0,0,0,0.136505668127904,1.76887318091642,0,0,0,2.03133941697059,0
0,0,0,0,0,0.136505668127904,1.76887318091642,0,0,0,2.03133941697059
2.03133941697059,0,0,0,0,0,0,1.76887318091642,17.3240840576195,0,0
0,2.03133941697059,0,0,0,0,0,0.136505668127904,1.76887318091642,17.3240840576195,0
0,0,0,0,0,0,0,0,0.136505668127904,1.76887318091642,17.3240840576195
17.3240840576195,0,0,2.03133941697059,0,0,0,0,0,0.136505668127904,1.76887318091642
0,0,0,0,2.03133941697059,0,0,0,0,0,0.136505668127904
