"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0.160746019196081,0,0,0,0,0,0,0,0,0
0,0,0,1.22271587212028,0,0,0,0.244334194019762,0,0,0
0,0.54634645596626,0,0,0,0,0.00458227958619535,0,0,0,0
0,0,0,0,0,0,5.84469525082382,0,0,0,0
0,0,0,0,0,0.160746019196081,0,5.84469525082382,0,0,0
0.244334194019762,0,0,0,0,0,0,0,5.84469525082382,0.00458227958619535,0
0,0,0,0,0,0,0,0,1.22271587212028,5.84469525082382,0
0,0,0,0,0,0,0,0,0.160746019196081,1.22271587212028,0
0,0,0,0,0,0,0,0,0,0.160746019196081,1.22271587212028
0,0,0,0,0,0,0,0,0.54634645596626,0,0.160746019196081
