"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0,2.43356167724525,0,0,0,0,0,0,0,0,0
2.80528672785723,5.04362425086754,0,0,0,0,0,0,0,0,0
0,0,3.04849213640047,0,0,0,0,0,0,0,0
0,0.236861953326104,2.94070164598265,0,0,0,0,0,0,0,0
0,0,0,0.462545154837241,0,0,0,0,0,0,0
1.67798378023323,0,0,0.389402916713091,0,0,0,0,0,0,0
2.81649924088212,5.07411534515653,0,0,0,0,0,0,0,0,0
0,0.398555822229877,2.70048084592768,0.0913279070642008,0,0,0,0,0,0,0
0.0283324648975758,0,0,0,1.39650549888505,0,0,0,0,0,0
0,1.92319692082214,0,0,0.905884745389403,0,0,0,0,0,0
0,0,2.72460576861317,0,0.528730060479663,0,0,0,0,0,0
0,0,0,0.432727069490772,0.929367441285308,0,0,0,0,0,0
0,2.0518984174896,0,0.26460435203437,0.586157364330249,0,0,0,0,0,0
0,0,0,0,0,1.11351914077541,0,0,0,0,0
2.84133382570343,5.3694651451445,0,0,0,1.59057060069137,0,0,0,0,0
0,0,3.55788494466295,0,0,1.22843109737697,0,0,0,0,0
0,2.64050590889579,0,0.291344180896418,0,1.43422585034522,0,0,0,0,0
0,0,0,0,1.45248319707266,1.16918403163668,0,0,0,0,0
0,2.16023059546453,0,0,0.904751091259488,1.28634919646098,0,0,0,0,0
0,0,3.31806435851326,0,0.39654042953105,1.23588240818884,0,0,0,0,0
0,0,3.34015277054734,0,0.405604089765433,1.23288395381783,0,0,0,0,0
0.542911795912957,0,0,0.467971583692954,0.921568589965514,1.41825887973913,0,0,0,0,0
0,2.33498127323924,0,0.300914678252125,0.541013356523044,1.44040763087278,0,0,0,0,0
2.90592798504716,5.45775065942189,0,0,0,1.55883992446043,0,0,0,0,0
0,0,3.18526043284687,0.108508436867923,0.323619326049767,1.28534786729219,0,0,0,0,0
0,0,0,0,0,0,0.237142287333932,0,0,0,0
0,0,0,0,0,0,0.303772574738044,0,0,0,0
0,2.43356167724573,0,0,0,0,0.140998078512207,0,0,0,0
0,2.28794276440307,0,0,0,0,0.150148140753005,0,0,0,0
0,0.23686195332637,2.94070164598253,0,0,0,0.0515858943995945,0,0,0,0
0,0,0,0.485309522105262,0,0,0.0888029196462709,0,0,0,0
2.60277952175545,4.86945369723432,0,0,0,0,0.0106697255028484,0,0,0,0
0,0.414841267120116,2.67628634413684,0.100526249632811,0,0,0.0296705926038759,0,0,0,0
0,0,0,0,0.288711020571068,0,0.204777333266823,0,0,0,0
0,2.41650760412634,0,0,0.030270555502069,0,0.138278467891445,0,0,0,0
0,2.25779484432114,0,0,0.0238462466787932,0,0.149055898915388,0,0,0,0
0,0,2.84717972758024,0,0.328633535329056,0,0.0297069837714443,0,0,0,0
0,0,0,0.433376605741938,0.920766570912737,0,0.0014573349048832,0,0,0,0
0.646424392106526,0,0,0.401633147453095,0.961160980092827,0,0,0,0,0,0
0,2.1271265885941,0,0.267653717465643,0.451577236570089,0,0.020671239602658,0,0,0,0
0,0.911818484902678,0,0,0,0.995781879648389,0.236243643862893,0,0,0,0
0,0.00370936590748277,3.55333277486236,0,0,1.22152409730466,0.0183943203349737,0,0,0,0
