"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0.10631535268168,0.176497950353889,0,0,0,0,0,0,0,0
0,0,0,0.176497950353889,0,0,0,0,0,0,0
0.641664385119071,0,0,0.10631535268168,0,0,0,0,0,0,0
0,0.641664385119071,0,0.218352316449151,0,0,0,0,0,0,0
0,0,0.641664385119071,0.381331219826616,0,0,0,0,0,0,0
0.223270364062684,0,0,0,0.381331219826616,0,0,0,0,0,0
0,0,0.116267929007132,0,0.641664385119071,0,0,0,0,0,0
0,0,0.223270364062684,0,0,0.641664385119071,0,0,0,0,0
0,0,0,0.223270364062684,0,0.0762208666287294,0,0,0,0,0
0,0,0,0,0.223270364062684,0.116267929007132,0,0,0,0,0
0,0.176497950353889,0,0,0,0,0.116267929007132,0,0,0,0
0,0,0,2.30750926669717,0,0,0.223270364062684,0,0,0,0
0.381331219826616,0,0,0,0,0,0,0.223270364062684,0,0,0
0,0.381331219826616,0,0,0,0,0,0.00322048505850858,0,0,0
0,0,0.381331219826616,0,0,0,0,0.00710812507913189,0,0,0
0,0,0,0,0,0.10631535268168,0,2.30750926669717,0,0,0
0,0,0,0,0,0,0,0,2.30750926669717,0,0
0.00322048505850858,0,0,0,0,0,0,0,0.176497950353889,0,0
0,0.00322048505850858,0,0,0,0,0,0,0.10631535268168,0,0
0,0,0.00322048505850858,0,0,0,0,0,0.218352316449151,0,0
0,0,0,0.00322048505850858,0,0,0,0,0.381331219826616,0,0
0,0,0,0,0,0.223270364062684,0,0,0.641664385119071,0,0
0,0,0,0,0.00710812507913189,0,0,0,0,0.641664385119071,0
0,0,0,0,0,0,0,0.223270364062684,0,0.0762208666287294,0
0,0,0,0,0,0,0,0,0.223270364062684,0.116267929007132,0
0.0762208666287294,0,0,0,0,0,0,0,0,0,0.116267929007132
0,0.0762208666287294,0,0,0,0,0,0,0,0,0.223270364062684
0,0,0.0762208666287294,0,0,0,0,0,0,0,0.00322048505850858
0,0,0,0,0.641664385119071,0,0,0,0,0,0.00710812507913189
0,0,0,0,0,0,0.381331219826616,0,0,0,2.30750926669717
0,0,0,0,0,0,0,0.381331219826616,0,0,0.176497950353889
0,0,0,0,0,0,0,0,0.381331219826616,0,0.10631535268168
