"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0,0,0,0,0,0,0,0,0,0
0,0.258553763166249,0,0,0,0,0,0,0,0,0
0,0,0.258553763166249,0,0,0,0,0,0,0,0
0.0925165569356522,0,0,0.258553763166249,0,0,0,0,0,0,0
0,0.0925165569356522,0,0.358873255990686,0,0,0,0,0,0,0
0.2988290939912,0,0,0,0,0.258553763166249,0,0,0,0,0
0,0.2988290939912,0,0,0,0.358873255990686,0,0,0,0,0
0,0,0.2988290939912,0,0,0.432926943113478,0,0,0,0,0
0,0,0,0.2988290939912,0,0.0925165569356522,0,0,0,0,0
0,0,0,0,0,0,0.0925165569356522,0,0,0,0
0.0331010167665346,0,0,0,0,0,0.0247898966667862,0,0,0,0
0,0,0.184384791424815,0,0,0,0.2988290939912,0,0,0,0
0,0,0,0.184384791424815,0,0,0.0194108498837958,0,0,0,0
0,0,0,0,0,0,0,0.0194108498837958,0,0,0
0,0,0,0.258553763166249,0,0,0,0.0271046036199043,0,0,0
0,0,0,0,0.258553763166249,0,0,1.51654129553628,0,0,0
0,0,0,0,0,0,0.0331010167665346,0.184384791424815,0,0,0
0,0,0,0,0,0,0,0,0.184384791424815,0,0
0,0,0.2988290939912,0,0,0,0,0,0.0331010167665346,0,0
0,0,0,0.2988290939912,0,0,0,0,0.258553763166249,0,0
0,0,0,0,0,0.0247898966667862,0,0,0.358873255990686,0,0
0,0,0,0,0,0,0.0247898966667862,0,0.432926943113478,0,0
0,0,0,0,0,0,0,0.0247898966667862,0.0925165569356522,0,0
0.358873255990686,0,0,0,0,0,0,0,0,0.0925165569356522,0
0,0,0.258553763166249,0,0,0,0,0,0,0.0247898966667862,0
0,0,0,0,0,0.184384791424815,0,0,0,0.2988290939912,0
0,0,0,0,0,0,0.184384791424815,0,0,0.0194108498837958,0
0.2988290939912,0,0,0,0,0,0,0,0,0,0.0194108498837958
0,0.2988290939912,0,0,0,0,0,0,0,0,0.0271046036199043
0,0,0,0.0247898966667862,0,0,0,0,0,0,1.51654129553628
0,0,0,0,0,0.0925165569356522,0,0,0,0,0.184384791424815
0,0,0,0,0,0,0,0.432926943113478,0,0,0.0331010167665346
