"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action","environment.initial","Bar.outcome","undLac.outcome","uncLac.outcome","Oth.outcome","Bla.outcome","undMol.outcome","Akk.outcome","Cop.outcome","Clodif.outcome","Ent.outcome","undEnt.outcome","state_idx"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.11351914068045,0,0,0,0,0,32
1,0,0,0,1,0,1,0,0,0,0,0,1.11328578973297,0,0,0,0.775245822482141,0,0,0,0,0,0,81
1,0,0,1,0,0,0,1,0,0,0,0,2.05840496549527,0,0,0.24207634120881,0,0,0,0,0,0,0,137
0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,140
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0,289
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.13115877519994,0,0,13.320395414246,0,0,292
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.14701587480956,0.0691119704880124,0,0,1.2179271381373,0,608
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.51329828761776,0,640
0,1,0,0,0,0,0,0,0,0,1,0,0,2.95766993993708,0,0,0,0,0,0,0,0,0,1026
0,0,1,0,0,0,0,0,0,1,1,0,0,0,3.8332797527787,0,0,0,0,0,0,1.39440735935664,0,1540
