"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0.397999999999999,0.470914656018948,0.411032611350343,1.40701635113848,0.204333333333333,0.705999999999996,5.49297909550905,0,0.502271631111147
0,0,0.397999999999999,0.470914656018948,0.411032611350343,1.40701635113849,0.204333333333333,0.70600000000002,5.49297909550903,0,0.502271631111147
0,0,0.397999999999999,0.47091465601907,0.411032611350343,1.95103701248953,0.204333333333333,0.705999999999996,11.2704814598918,1.77641180247675,0.502271631111147
0,0,0.397999999999999,0.470914656018948,0.411032611350343,0,0.204333333333333,0.705999999999996,3.9774267931748,2.08120198326134,0.502271631111147
1.47428218746992,0,0.397999999999999,0.765101429162678,0.994208308296071,0,0.204333333333333,0.705999999999996,0,0,0.502271631111147
2.24320535847305,4.21360901476521,0.397999999999999,0.470914656018948,0.411032611350343,0.797898121142331,0.204333333333333,0.705999999999997,0,0,0.502271631111164
2.24320535847305,4.21360901476519,0.397999999999999,0.470914656018948,0.411032611350345,0.797898121142359,0.204333333333333,0.705999999999996,0,0,0.50227163111115
0,0,0.398000000000027,0.470914656018948,0.411032611350343,1.40701635113847,0.204333333333333,0.706000000000022,5.49297909550899,0,0.50227163111124
0,0,0.397999999999999,0.470914656018948,0.411032611350343,1.40701635113848,0.204333333333337,0.705999999999996,5.49297909550903,0,0.502271631111154
0,0,0.397999999999999,0.470914656018948,0.747562769145804,0,0.204333333333333,0.705999999999996,0,1.3818770868318,1.54329892628462
