"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0,0,0,0,0,0,0,0,0,0,0
0,0.582556364136857,0,0,0,0,0,0,0,0,0
0.582556364136857,0.0561874120976911,0,0.453414740574257,0,0,0,0,0,0,0
0,0,0.453414740574257,0.00451253634171257,0,0,0,0,0,0,0
0,0,0,0,2.74116237880513,0,0,0,0,0,0
0.453414740574257,0,0,0,0.425221873332681,0,0,0,0,0,0
0,0.013183003162172,2.74116237880513,0,0.0847201310766101,0,0,0,0,0,0
0,0,0,0.0847201310766101,0.21393114363538,0,0,0,0,0,0
0,0,0.0847201310766101,0.21393114363538,0.493700422879582,0,0,0,0,0,0
0.425221873332681,0,0,0,0,0.0561874120976911,0,0,0,0,0
0.0847201310766101,0.21393114363538,0,0,0,0.126787621313656,0,0,0,0,0
0.21393114363538,0,0,0,0.126787621313656,0.453414740574257,0,0,0,0,0
0,0,0.0561874120976911,0,0.453414740574257,0.00451253634171257,0,0,0,0,0
0,0,0,0.453414740574257,0.00451253634171257,0.013183003162172,0,0,0,0,0
0,0.126787621313656,0,0,0,0,0.425221873332681,0,0,0,0
0,0,0,0.013183003162172,0,0,0.0847201310766101,0,0,0,0
0,0,0,0,0.425221873332681,0,0.21393114363538,0,0,0,0
0,0.013183003162172,0,0,0.0847201310766101,0,0.493700422879582,0,0,0,0
0,0,0.425221873332681,0,0.21393114363538,0,0.582556364136857,0,0,0,0
2.74116237880513,0,0,0,0,0.582556364136857,0.0561874120976911,0,0,0,0
0,0,0.21393114363538,0,0,0.0561874120976911,0.126787621313656,0,0,0,0
0,0,0,0,0,0,0,0.00451253634171257,0,0,0
0.21393114363538,0,0,0,0,0,0,0.013183003162172,0,0,0
0,0,0.0561874120976911,0,0,0,0,2.74116237880513,0,0,0
0,0.0561874120976911,0.126787621313656,0,0,0,0,0.425221873332681,0,0,0
0,0,0,0.00451253634171257,0,0,0,0.0847201310766101,0,0,0
0.126787621313656,0,0,0.013183003162172,0,0,0,0.21393114363538,0,0,0
0,0,0.013183003162172,2.74116237880513,0,0,0,0.493700422879582,0,0,0
0,0,0,0,0.0847201310766101,0,0,0.582556364136857,0,0,0
0,0,0,0,0,0.493700422879582,0,0.0561874120976911,0,0,0
2.74116237880513,0,0,0,0,0.582556364136857,0,0.126787621313656,0,0,0
0,0,0.21393114363538,0,0,0.0561874120976911,0,0.453414740574257,0,0,0
0,0,0,0,0.0561874120976911,0.126787621313656,0,0.00451253634171257,0,0,0
0,0,0,0,0,0,0.00451253634171257,0.013183003162172,0,0,0
0,0.582556364136857,0,0,0,0,0.013183003162172,2.74116237880513,0,0,0
0,0,0,0,0,0.013183003162172,2.74116237880513,0.425221873332681,0,0,0
0,0,0,0,0,0,0,0,0.21393114363538,0,0
0.126787621313656,0,0,0,0,0,0,0,0.493700422879582,0,0
0,0.00451253634171257,0,0,0,0,0,0,0.582556364136857,0,0
0,0,0,0.425221873332681,0,0,0,0,0.0561874120976911,0,0
0,2.74116237880513,0,0.0847201310766101,0,0,0,0,0.126787621313656,0,0
0,0,0,0,0.493700422879582,0,0,0,0.453414740574257,0,0
0.425221873332681,0,0,0,0.582556364136857,0,0,0,0.00451253634171257,0,0
0,0,0.493700422879582,0,0.0561874120976911,0,0,0,0.013183003162172,0,0
0,0,0,0,0,0.453414740574257,0,0,2.74116237880513,0,0
0,0,0.0561874120976911,0,0,0.00451253634171257,0,0,0.425221873332681,0,0
0,0,0,0.453414740574257,0,0.013183003162172,0,0,0.0847201310766101,0,0
0,0,0,0,0,0,0.425221873332681,0,0.21393114363538,0,0
0.126787621313656,0,0,0,0,0,0.0847201310766101,0,0.493700422879582,0,0
0,0,0,0,0.425221873332681,0,0.21393114363538,0,0.582556364136857,0,0
0,0,0,0,0,0.21393114363538,0.493700422879582,0,0.0561874120976911,0,0
0,2.74116237880513,0,0,0,0,0,0.0561874120976911,0.126787621313656,0,0
0,0,0.0847201310766101,0,0,0,0,0.126787621313656,0.453414740574257,0,0
0,0,0,0,0.582556364136857,0,0,0.453414740574257,0.00451253634171257,0,0
0,0,0,0,0,0.126787621313656,0,0.00451253634171257,0.013183003162172,0,0
0,0,0,0,0,0,0.00451253634171257,0.013183003162172,2.74116237880513,0,0
