"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0,0.0529636437025355,3.63976621435219,0,0.141784220212597,0,0.0856156248374342,0,0,0,0
0,2.02234444354788,0,0.209179488198664,0.045767099425165,0,0.0995062421259056,0,0,0,0
0,0,0,0.226515369205873,0,0,0,0,0,0,0
0,5.25236761650258,0,0.034928042562349,0.821682223734653,0,0.0336083585386541,0.0370538315682854,0,0,0
2.47034323568233,4.930826449564,0,0,0,1.5437462377502,0.0941426863420118,0,0,0,0
3.97779216177519,6.87071581718819,0,0,0.106919343587868,1.71207897737832,0.0589454413861418,0.00761823909756034,0,0,0
0,0.519405638341528,0,0,0,0,0,0,9.54630147868407,0,0
0,0.468428455278304,0,0,0,0,0,0,9.55702490046845,0,0
0,0.133446443998638,0,0,0.0209284156588891,2.18627053156177,0,0,13.9452395357606,0,0
0,0.172279675412841,0,0.442418046484209,0,0,0.212968691418277,0,0,0,0
0,0,10.9737446814615,0,0,0,0,0,64.602855775059,0,0
0,0,0.154199046646604,0,0.0290376940572089,2.2061782079295,0,0,14.3510103469663,0,0
0,0.465519879126873,0,0.112377699392286,0,0,0,0,4.5321323884553,0,0
0,0,0,0.207543549642181,0.196589888745992,0,0,0,3.26985725789544,0,0
0,0,0.00131457502682597,0,0,2.1369483039737,0,0.00978880186242864,13.3443918661604,0,0
51.1709440781334,0,0,0,0,15.3610965877744,0,0.641795822707211,167.927940879601,0,0
0,0.150289818395541,0,0.0469230110270052,0.0155233286885619,2.01414040096581,0,0,11.5722878812975,0,0
0,0.400178663095222,0,0.0459880940048891,0,2.06018880036625,0,0,12.098709187301,0,0
1.09454065250803,0,0,0,0,0,0,0.0140404272832104,13.8241577152608,0,0
0,0.0896517031911657,0,0,0,2.18882232660784,0,0.00478428177257219,13.9750936136369,0,0
0.168240983224799,0.219974148754841,0,0,0,2.27182983313756,0,0.00316666908057844,14.9403153033802,0,0
0,0.128725308637219,0,0.0273288579447357,0,2.11548084787622,0.00708348161682116,0,12.9259451341422,0,0
0,0.1228379606089,0,0.0233993415065003,0.0203236388944868,2.1491518620846,0.0102938625605466,9.40922918871796e-05,13.3508213583657,0,0
0,0.0186228973500228,3.39609133590203,0,0,0,0,0,0,1.41010723950316,0
0,0,0,0.385387127926055,0.384339355708305,0,0,0,0,1.88395025276899,0
3.5222599154699,6.5103434145402,0,0,0.0700780979779679,0,0,0,0,2.52474562815844,0
0,2.96838024717583,0,0,0,1.37298158063556,0,0,0,1.41826239795479,0
0,2.6973757694545,0,0,0,0,0,0,0,1.644212024468,0
0,0,0,0.458807821575467,0.136023582246995,0,0.132116391508531,0,0,1.71100663102696,0
0,0.0892833833292457,0,0.502101747000765,0,0,0.240946221465369,0,0,1.55104217253105,0
0,0,0,0,1.49686360244986,1.3056027848343,0,0,0,2.74435511467556,0
3.55958101546686,0,0,0.293883963696177,0,0,0,0.0147309545633117,0,1.61828233481533,0
0,2.07561172926126,0,0.263799387553557,0,0,0,0,0,1.69831416057179,0
1.97911730477539,4.69041470767404,0,0.0114965310225088,0.0370582858315917,0,0,0,0,2.18482815054765,0
3.3276536625141,6.22974814769163,0,0,0,1.73407763941087,0,0,0,1.84125782347044,0
0,0,97.842909419911,0,0,0,0,1.32321145896495,0,0.395663032087778,0
0,0.0418754081228921,3.32902950381321,0,0,0,0,0.00523033244901187,0,1.27095893232938,0
0,0,0,1.04445448651527,3.62686537604072,2.08858993204985,0,0.137162840509086,0,4.82621484851121,0
0,0,0.0749924906183013,0,0,0,0,0,12.2618015494365,2.42743241554322,0
0.0756532733747581,0.293233406289094,0,0,0,0,0,0,13.5629388138875,2.55011294410332,0
0,0,0,0,0,2.6464523069345,0,0,18.8204169316198,1.99424537253337,0
0,0,0.0780367528016453,0,0,2.68211820190279,0,0,19.5281305038293,2.0909640285497,0
0,0,0,0,0,2.64759066131453,0.0438064587836763,0,18.843896842487,2.00433050614656,0
0,0,0.00996936321874743,0,0,2.56977947259804,0.0443957574874375,0,17.8487426627445,2.03800718611428,0
0,0,89.1904318173446,0,0,0,0,0,0,0,0
0,0.231918336503329,0,0.0093528289368976,0,0,0,0,12.9840578527982,2.5063023975285,0
0.58778666892651,0,0,0,0,2.91875747458274,0,0.00739493317030489,22.5108770490268,2.28327719609972,0
0.397293792718548,0,0,0,0.0331065198855785,2.95517662665691,0,0.00696153673630346,22.940269705396,2.36546066708569,0
0,0.534048167006177,0,0,0.442953614609335,3.20547675951275,0,0.0284023397069656,25.3397423472515,2.988223633482,0
0.0668999995211882,0.278591078576122,0,0,0,0,0,0.000495025996929616,13.5928644748545,2.48710547633617,0
0,0,0,0,0.0183940626217905,2.46029986294523,0.0432091682878917,0,16.536071872401,2.01357476829847,0
0,0,0.454890677593647,0,0,2.88622790498142,0,0.00466153606816983,22.4719791044119,2.27331320828006,0
0,0,0,0,1.14589118359041,0,0,0,0,0,0.936965514098001
0,0,3.75463689919831,0.0157801488309496,0.172186650293986,0,0,0,0,0,0.0569662398549067
0,2.43265890158815,0,0,0,0,0,0,0,0,0.175062116916794
0,0.042693421986089,3.23759035158737,0,0,1.204556354779,0,0,0,0,0
0.833750846995184,0,0,0,1.34809074549736,1.26575637124748,0,0,0,0,0.769713280376196
0,2.40228697243546,0,0,0,0,0,0.0177268145919192,0,0,0.103504722794912
0,2.66715372292082,0,0.0909145505974154,0.137551385190765,0,0,0,0,0,0.0669876507757958
0,0.436432335156831,2.25002767040777,0.0719970837202152,0,0,0,0,0,0,0.186642808557166
0,0,0,0,0,1.1494386358586,0,0.0742687831757064,0,0,0.0780931264569329
2.31677417515472,4.54608658789238,0,0,0.0194256361288404,0,0.0196413973924567,0.000347243400611697,0,0,0.0934724778806401
0.274636345411283,0,0,0.501154214034713,1.11880186006977,1.43650625532686,0.00534913421140903,0.0351906595557438,0,0,0
0,0,0,0,0,2.16260301913904,0,0,13.6822307791809,0,0.0476851343152631
0,0,0,0.0508023951651724,0,2.0926795034834,0,0,12.4949088905787,0,0.0553816699378101
0,0,0,0,0.0988272864034891,2.14926697065736,0,0,13.4675539663689,0,0.0640318036538486
0,0,0,0,0,2.16077736376597,0,0,13.6588621409945,0,0.0492476937891307
0,0,0,0.607480558872376,0,1.00134620159975,0.283564882844317,0,0,0,0
0,0.0782003157095372,0.0511916899730976,0,0.0180439708631816,2.19235502815742,0,0,14.03657129019,0,0.00852379597874764
0,0.134528905798605,0,0.00016773496311373,0.0222975803711672,2.18718723679561,0,0,13.9520849578898,0,0.00534069737845555
0,0,0,0.0415231279530834,0.0357815285453446,2.14792911965607,0.00654089107073025,0,13.2337187222169,0,0.0271059025950028
0.0701490231454622,0,0.120988192110715,0,0.0225263946304434,2.25397098858153,0,0,14.9874663505093,0,0.0414619052159595
0,0,0.119733195406495,0.057378572335489,0.019627980943831,1.98247586811608,0,0,11.1785041034121,0,0
0.364591525474683,0,0,0,0,0,0,0.00435349928678065,13.1481934632291,0,0.683928065195562
0.610988297741481,0,0.172604913819858,0,0.213560966301235,0,0,0.0163041007153082,15.4924523122706,0,0.667670118384818
2.67995012267825,5.53480525084405,0,0,0.0777501898853354,0,0,0,0,2.36209981327283,0.0101007649180814
0,0,0,0,0,1.20532246629256,0,0.0754725319470599,0,1.11263715603664,0.0879308253305568
0,2.11375185864543,0,0.330827911623234,0,1.4416670650499,0,0,0,1.25121603773244,0
0,2.69571960727369,0,0,0,0,0,0.0127048182339649,0,1.43221571516101,0.0990841121301835
0,2.65256618832528,0,0.0495133868430382,0,0,0,0,0,1.7255644099836,0.134791472918208
0,2.7391979399929,0,0,0,1.32034248415517,0,0.0178780744459289,0,0.996164431389347,0
0.681086655056923,0,0,0.269387948229178,0,1.34812652362957,0,0,0,0.939559903966678,0.248758844562368
0,0,0,0,0,0,0,0,16.0567316263971,2.57288870834233,0.695698797506502
0,0,0,0,0,0,0,0,16.0847229932816,2.57532833147169,0.695563467065671
0,0,0,0,0.0577688476790957,0,0,0,15.2461399337825,2.57532815675422,0.688809455187771
0,0,0.264107289459292,0,0.0345433812631484,2.52854003320139,0,0,17.4417787669474,2.00869121767987,0
0,0,0,0.0444245474187898,0.0701446635909402,2.40472152755212,0,0,15.5702569347195,1.98364784975123,0
0,0,0.0776065854662585,0,0,2.66176760321073,0,0,19.272203362027,2.08783081176982,0
0,0,0,0,0,0,0.0171052525366893,0,15.574813371521,2.55300382957943,0.68588387069607
0,0,0,0.288006694932458,0,0,0.146544955924187,0,7.01558521986835,1.97656078257404,0.270153658037511
0,0,0,0.0527924904859046,0,0,0.035783485606646,0,15.006842046268,2.46081347654845,0.660811517383989
0,0,0,0.362646097752372,0.0530066273223953,0,0.106284875400109,0,8.2151896938486,2.1434120396415,0.573660850623266
0,0,0.0787339949627208,0,0,2.53589599418123,0.0131713917511503,0,17.5036671604857,1.99884665069622,0.0044792388977396
