"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0,0,0,0.0536299894251304,0,0,0.0175223491236548,0.0328131781646765,0,0,0.0495012874613702
1.6350652011947,0,0,0.0610437324847917,0,0,0.0184441575990668,0.0463337922073009,0,0,0.0662776089872798
0,0.74840561345479,0,0.105046542304474,0.176270537788136,0,0.0255138347166133,0.0588701916265931,0,0,0.144339023168922
1.51663397220877,1.91907346615394,0,0.107714682897948,0.262409009741527,0,0.0233706176054751,0.0853164928963501,0,0,0.18474767192587
0,0.0828319822039944,1.15867133940811,0.173719727688669,0.179825164822502,0,0.158185939587125,0.138653249247756,0,0,0.17920756730119
0,0,0,1.03502322396556,0.0630425940007638,0,0.0529116184284174,0.0529228382952265,0,0,0.122563086782692
1.42840834811747,0,0,0.991394939277627,0.0592639911365466,0,0.05567919642956,0.0557065499749054,0,0,0.133147259429921
0,0.844816692887341,0,0.917512278175566,0.204236186120139,0,0.0639118031378895,0.0747728913822482,0,0,0.169539770687143
0,0.208677227874255,1.03423835150903,0.849665080909916,0.251201512936349,0,0.144701273834296,0.140470518144277,0,0,0.195208842323602
0.0879673039664256,0,0,0.0465991159356992,1.39153516226808,0,0.0206494194434226,0.0419082527593919,0,0,0.0501968662374063
0.178558218028086,0,0,0.0503794028274959,1.40102622985365,0,0.0200634657287177,0.0487685178416455,0,0,0.0592231952154675
0,0.290363742002459,0,0.10658201055333,1.08930084497753,0,0.0236546927938066,0.0716972224957597,0,0,0.161619671330376
1.98290956245294,2.50129137387527,0,0.10780771911304,0.42615505451334,0,0.0227253425202639,0.0846562614998471,0,0,0.192255388499575
0,0,0,0.99515294823527,1.04677806509973,0,0.0583599932612559,0.066346567129742,0,0,0.130866775180427
0.554478054900275,0,0,0.979693494126771,1.05497024136421,0,0.0619202496583327,0.0723892229544962,0,0,0.140512366922185
0,0.62851337694344,0,0.920420386607618,0.793705036791685,0,0.0624369955350587,0.0889379239116228,0,0,0.19053951728846
0.00146438968771444,0.216466824473342,0.823846898748396,0.882300669615147,0.816103569119616,0,0.147493123385224,0.139544426545601,0,0,0.209039486521308
0,0.74706089695643,0.637117783206349,0.881415887844449,0.777040557230426,0,0.153401889953328,0.147074126615178,0,0,0.20745593764713
0,0,0,0.0533528013615613,0,0.920150024179031,0.0332899838356934,0.0479322611096667,0,0,0.0998616258921773
1.40734968437503,1.90050212900602,0,0.112891498831769,0.259393486779311,1.17452647523496,0.0281621755577991,0.0872903567854753,0,0,0.224741521854124
0,0.174674770587136,1.37883605655566,0.15440252689986,0.1895344296961,1.00813832112443,0.148156886171823,0.130349640459293,0,0,0.242506350087016
0,1.05483353867299,0,0.937258281115465,0.178219602760694,1.08058040050833,0.0741920931237414,0.0896623632209445,0,0,0.186249808065423
1.33792660616037,1.99236638803614,0,0.714990196316666,0.233161837349945,1.11820887613502,0.0950166426386646,0.0926814894486674,0,0,0.278174541319677
0,0.269189160492946,1.31059202463012,0.829245882915775,0.185619124713376,1.02032133246174,0.146422287466508,0.142228760016194,0,0,0.229287936745808
0,0.472112510490874,1.22778482150778,0.849039873411986,0.206336969894757,1.01713648319188,0.144050356440347,0.136620674279845,0,0,0.214622348597714
0.0729178320951307,0,0,0.0506732012648194,1.50046008379499,0.975414016754549,0.0348152481367116,0.0551950930456345,0,0,0.103799308962526
0,0,0,0.0570495725524456,1.51104433664249,0.941623453043995,0.0327996258763196,0.0611998242800093,0,0,0.125100544677044
0,0.524089422261077,0,0.105137303040345,1.12361910840792,0.99888250131197,0.0302653743655371,0.0912531936859943,0,0,0.192931641683879
1.80775378140268,2.4010810543691,0,0.112852446563971,0.436966497889908,1.22232691128835,0.0280987855171261,0.088935747613367,0,0,0.237848873877073
0,0.210303333433209,1.20277570607157,0.138212317417979,0.743382348774243,1.00755877128403,0.144745186000158,0.148482189680819,0,0,0.232883183010948
0,0.286532258033769,1.20299429139267,0.152428075836676,0.797284130128189,0.993803755944202,0.11091669914925,0.153323007976483,0,0,0.245785607698666
0,0.818009878942259,0,0.938194609000755,0.768057646291572,1.07616848157152,0.070916649037859,0.10857922535244,0,0,0.205260940028705
0,0.439089377781862,1.12086222285145,0.828060174168074,0.69406930704225,1.02822605758648,0.151919123260662,0.151020372639791,0,0,0.223578038906691
0.635775575212512,0,0,0.0312067190566265,0.159133243094968,0,1.10669405033889,0.0427394213407738,0,0,0.183603370383575
0.146165391092315,1.38220455155103,0,0.0480502174407192,0.301211479542642,0,0.94700256378179,0.0449830586120764,0,0,0.212844058786249
0.0286008025099647,0.104310383588456,1.12849919600087,0.115944027535191,0.215304212686614,0,0.86739510907005,0.119370084580362,0,0,0.188847589302062
0.155675387272896,0,0,1.06666231872494,0.0784035460927554,0,0.950113012642144,0.0436678248056486,0,0,0.136332414140239
0,0.421757908713627,0,0.9813014092364,0.207054774543768,0,0.92298457167268,0.0442203490435639,0,0,0.186269934229955
0,0.65526481868257,0.858408344110373,0.878911255019929,0.205863078170772,0,0.836471771050182,0.10824103887051,0,0,0.205952552913148
0.123731489642712,1.43150496883442,0,0.0553078427344373,0.659838759697615,0,0.976466392935694,0.0416560579116481,0,0,0.222675374367682
0.0250248113196364,0.0637832044337463,1.0384266940872,0.143035542202342,0.701031671088046,0,0.862264421009542,0.119603559159687,0,0,0.162759579540231
0.279484079332443,0,0,1.03558828616326,0.955913587882025,0,0.892994980638367,0.0467268360520504,0,0,0.137475306425381
0.0033415968822217,0.121400398714345,0.943582032910434,0.878398805592403,0.804976232727716,0,0.820606651518376,0.1075325083791,0,0,0.193776330498673
0.544162942257564,0,0,0.0392219937923226,0.158345628602794,0.652559510556386,1.10377972546199,0.0530677501956765,0,0,0.195211348055391
0.026022302981162,0.0785318962940995,1.41989844549789,0.118049361296371,0.196896266393616,1.03026617125473,0.822214343771086,0.113217699005914,0,0,0.246042063734656
