"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","abundance_mae_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"glv_rf","high-2",10,64,527210067719171200,770.072593725931,2.3,5357.77775471681,2.18141302488809,0.353195783203529,1.29324702723878,-0.463053889745187
2,"glv_rf","high-2",10,64,601.775120678344,607.188682919076,2.2,5314.92782188211,2.16265021836083,0.537669028091213,1.72127235011605,0.463310177708702
3,"glv_rf","high-2",10,64,1409.45090872328,771.208001870403,2,5314.92782188211,2.24571186313134,0.491721080118984,1.82428508174263,0.52051461823942
4,"glv_rf","high-2",10,64,38229081732765080,1017.45787288226,2.8,5314.92782188211,2.11870760641667,0.444047480997689,1.70933682483064,0.0638664502027859
5,"glv_rf","high-2",10,64,5341476903530972,901.888144926364,2.6,5415.10438963565,2.0440397303021,0.410075721644573,1.7350225867944,0.124974243430349
6,"glv_rf","high-2",10,64,755.704126913624,774.248703414942,2.5,5357.77775471681,2.14054228715774,0.376682701618735,1.58908989753241,0.314448810112235
7,"glv_rf","high-2",10,64,15514134732645444,950.564779341864,2.3,5072.11153581888,2.14870258661218,0.41654639763985,1.7527585126179,0.34980301502323
8,"glv_rf","high-2",10,64,6739522111108657,819.398813481617,2.4,5357.77775471681,2.27088605745407,0.350486243901386,1.67694207923785,0.107390008104847
9,"glv_rf","high-2",10,64,17989711904682546,823.999753431445,2.5,5072.11153581888,2.36566520033708,0.442796733230511,2.22141396715743,0.557951662388148
10,"glv_rf","high-2",10,64,764714753902284,704.877600641208,2.6,5476.67848218848,2.21199700051545,0.474916180597789,2.22151211107824,0.946834129056925
1,"rf","high-2",10,64,583.162830307644,177.119506469526,2.3,5072.11153581888,2.0994975444658,0.349694467426258,1.85826767265378,0.435929895411808
2,"rf","high-2",10,64,496.505191951118,164.333008147764,2.4,5072.11153581888,2.17355910997512,0.408321996347192,1.75777266677279,0.632186488246929
3,"rf","high-2",10,64,583.400457545893,110.760395198841,2.5,5406.50539439782,2.12749538107632,0.479931847656237,1.69395367379619,0.448926467479944
4,"rf","high-2",10,64,427.208157068361,91.0124320794629,2.6,5406.50539439782,2.1954380002923,0.359018570939601,2.38241998881128,0.520106937175584
5,"rf","high-2",10,64,469.278382539801,154.970334981985,2.2,5406.50539439782,2.17939000189714,0.546046505014657,1.66485787982457,0.362394108059214
6,"rf","high-2",10,64,474.708077405179,149.180616263911,2.5,5468.07948695066,2.09637598008256,0.410257685473348,1.7115330053561,0.307607920066093
7,"rf","high-2",10,64,778.231346680133,158.653389157036,2.7,5476.67848218848,2.13503039936963,0.288866137051937,2.04087345237401,0.262610316681984
8,"rf","high-2",10,64,776.750435398724,177.70811209025,2.5,5072.11153581888,2.22053180432689,0.497777465545491,1.65592420028061,0.547457406982242
9,"rf","high-2",10,64,610.571956336923,127.778891623246,2.7,5072.11153581888,2.10169170913263,0.372949311449032,1.75988104181603,0.0112359532214577
