"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","composition_balanced_accuracy_mean_test","richness_mae_test","abundance_mae_mean_train","richness_mae_train","composition_balanced_accuracy_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"rf","high-2",10,118,12.6089689265537,0.575411711294687,5.66977475786925,3.14737847222222,0.45803238095238,0.75625,6.2,52.7249999999999,4.00817800951067,1.5898452645131,3.23043495143326,2.26229782205566
2,"rf","high-2",10,118,15.9225129472693,0.555944666001994,5.70093537126715,3.22933333333333,0.367472142857142,0.815625,5.9,51.584,3.99933184565842,1.59744364634688,2.9671944262944,2.06021440491869
3,"rf","high-2",10,118,13.6984892890772,0.563505910838912,5.14245626177025,3.25213888888889,0.417694682539682,0.80625,6.2,52.7249999999999,4.00749624719467,1.59996592321069,3.00676523134608,2.05198808020934
4,"rf","high-2",10,118,10.7082744821092,0.559597991739069,5.64799630750606,2.05752777777778,0.383816190476193,0.815625,5.9,51.584,3.99743042237495,1.58730895118804,2.44899483763305,1.60317079958842
5,"rf","high-2",10,118,12.9475717984934,0.563288260219342,5.35913822975518,2.03376388888889,0.345954444444444,0.809375,6.1,51.2479999999999,4.01863234706529,1.61167961266721,2.68037088603737,1.80053743023689
6,"rf","high-2",10,118,11.6065925141243,0.550578176185729,5.03909716168953,3.17695138888889,0.470356269841268,0.8,6.5,51.584,4.0083037177086,1.59478196141388,3.05719368115038,2.05492369223588
7,"rf","high-2",10,118,12.2014342043315,0.562848508047287,5.6096554613936,2.66382986111111,0.373132142857142,0.8125,6,53.1325,3.99883476829243,1.58725699804396,2.56904307387814,1.72111326520477
8,"rf","high-2",10,118,12.5707662429379,0.572385076912121,5.32326161555018,3.42402777777778,0.50960484126984,0.79375,6.6,51.4519999999999,4.01288615374907,1.60669046430892,3.55006284266575,2.5210967162079
9,"rf","high-2",10,118,13.9067584745763,0.565572924084888,5.36607025154695,2.32366666666667,0.407755317460314,0.803125,6.3,53.1325,3.989323072652,1.57837257228397,2.75261295013605,1.81188703678064
10,"rf","high-2",10,118,12.1108200918079,0.54675482481128,5.30668155770783,2.82804513888889,0.394617857142856,0.790625,6.8,51.584,4.00879720667264,1.59877345303349,3.29505051940637,2.23499874704025
1,"naive","high-2",10,118,7.07916937980785,1,2.5593220338983,14.6656666666667,6.4,1,6.4,50.4955,4.02437224269222,1.61734706203163,2.92681264037616,1.99497312529914
2,"naive","high-2",10,118,7.18499720706055,1,2.56779661016949,15.0297777777778,5.9,1,5.9,50.4955,4.01184725077484,1.60089664475288,2.37605792155271,1.54187312464504
3,"naive","high-2",10,118,7.15697500718184,1,2.57627118644068,14.5704444444444,6.2,1,6.2,52.7249999999999,4.01840232900985,1.60108050728971,2.84089715836222,1.9424534454477
4,"naive","high-2",10,118,7.13435004309107,1,2.55084745762712,13.4157777777778,6.2,1,6.2,51.4519999999999,4.01629387403818,1.60984045794496,2.92481444885542,2.01863371027078
5,"naive","high-2",10,118,7.13781524306553,1,2.58474576271186,14.1688,6.7,1,6.7,51.4519999999999,4.00568193449317,1.59390771280683,2.89440760059347,1.92667156396771
6,"naive","high-2",10,118,7.14726020619873,1,2.5593220338983,15.2456,6.7,1,6.7,52.7249999999999,3.9944339652412,1.59381678258948,3.32951516833272,2.26173406302819
7,"naive","high-2",10,118,7.13963959111366,1,2.55084745762712,14.0160444444444,6.3,1,6.3,51.4519999999999,4.01755211994837,1.61029583152408,2.37696164120153,1.50733762886326
8,"naive","high-2",10,118,7.15284369114878,1,2.55084745762712,15.8487666666667,6.3,1,6.3,51.4519999999999,4.0109028707429,1.60394920458234,3.35192980068648,2.37620140722594
9,"naive","high-2",10,118,7.13197113696575,1,2.55084745762712,13.9613222222222,6.7,1,6.7,50.4955,4.02809886287321,1.61980102832299,2.57814423300701,1.61540831778461
10,"naive","high-2",10,118,7.15867754317086,1,2.56779661016949,13.8687388888889,6.9,1,6.9,51.584,4.01334396133314,1.60012547750956,3.29561998335376,2.26995735081959
1,"glv_rf","low-2",10,118,30.4246998724068,0.790254237288136,0.932203389830508,2.11535110415816e-13,0,0.925,0.3,50.4955,4.01694420197811,1.61139638844678,5.74599440500722,0.508190386028737
2,"glv_rf","low-2",10,118,115.554197364265,0.732786016949153,1.40677966101695,1.59648528964674e-15,0,0.925,0.2,51.4519999999999,4.0018262523778,1.60130108882471,5.85349380570413,0.740893727147027
3,"glv_rf","low-2",10,118,13.388777835629,0.726118074348383,1.26271186440678,0.0956931919301321,0.9,0.850735294117647,0.5,52.7249999999999,4.00205277864466,1.58680715307104,7.27315435281963,0.813060524339405
4,"glv_rf","low-2",10,118,10.4274507554551,0.778289684517875,0.932203389830508,0.0930929596703952,0.9,0.900735294117647,0.4,50.4955,4.03062819367637,1.61912851579735,7.01830311039275,0.987255333355114
5,"glv_rf","low-2",10,118,10.1436854084482,0.702283328585672,1.61864406779661,0.719933643983078,0.9,0.900367647058824,0.4,51.4519999999999,4.01056671833084,1.60473193359019,5.99149054103466,0.635841567408908
6,"glv_rf","low-2",10,118,10.4421024860285,0.707097457627119,1.72033898305085,0.0603069254475047,0,0.975,0.1,52.7249999999999,3.99329526763182,1.58880504877162,5.43581651248684,0.496053134437208
7,"glv_rf","low-2",10,118,183.279770385185,0.749470338983051,1.33898305084746,2.47953663774009e-14,0,0.925,0.2,52.7249999999999,4.00869941620563,1.59507497440996,6.79898481982308,1.16632095010451
8,"glv_rf","low-2",10,118,11921448068257,0.729608050847458,1.61864406779661,4.95899617665903e-15,0,0.925,0.2,53.1325,3.99945592250934,1.58459888210884,4.91503874842607,0.236643887733065
9,"glv_rf","low-2",10,118,315.389439398455,0.714503364905284,1.33898305084746,0.0148575259107174,0.6,0.88125,0.4,51.4519999999999,4.01270423940358,1.59908927851588,5.49779854299975,0.64812319111184
10,"glv_rf","low-2",10,118,7.04168445709978,0.798993644067797,0.745762711864407,2.18498059151923e-15,0,0.975,0.1,51.4519999999999,4.01687234726601,1.59782987640362,6.67172397490749,1.00247608754831
1,"rf","low-2",10,118,6.19784016007533,0.560381355932203,3.44980926150121,0.397430555555555,0.492761746031746,0.85,0.4,51.2479999999999,4.02337954517471,1.61201959186497,7.28572831719286,1.16078078198376
2,"rf","low-2",10,118,6.18552436440678,0.559322033898305,3.4100911622276,0.426152777777778,0.396774444444444,0.875,0.3,51.2479999999999,4.01940650577518,1.60090043573797,6.03898110362618,0.859043861970381
3,"rf","low-2",10,118,6.66662017419962,0.554025423728814,3.2230405165456,1.01416319444444,0.505482936507937,0.875,0.4,52.7249999999999,3.99186854509602,1.5827232255211,7.73951759340757,1.47336990208936
