"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","composition_balanced_accuracy_mean_test","richness_mae_test","abundance_mae_mean_train","richness_mae_train","composition_balanced_accuracy_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"glv_rf","high-1",10,238551,4.59373944511802e+42,0.593841028158806,1.91464718236352,0.383741118687182,1,0.588235294117647,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.84809750405893,0.6719835984355
2,"glv_rf","high-1",10,238551,4.2549386801031e+38,0.603987057885964,2.06982993154504,0.179691664236581,1,0.588235294117647,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.84809699982471,0.671983968986366
4,"glv_rf","high-1",10,238551,1542129919323416,0.613290342270774,2.46120116872283,1.37981950887418,6.3,0.61437908496732,14.2,4320.91402921242,4.78167344185822,0.800598552950692,3.90530225563889,0.658844798555929
5,"glv_rf","high-1",10,238551,3213912282976842,0.609311385149239,2.36693201872975,0.350699488952071,2.3,0.568627450980392,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.90529721175958,0.711080716954116
6,"glv_rf","high-1",10,238551,2.56717460392018e+20,0.584250413499872,1.91391777858823,0.433855586948785,1.1,0.529411764705882,14.2,4320.91402921242,4.78167344185822,0.800598552950692,3.84811729047897,0.619389219111543
8,"glv_rf","high-1",10,238551,1.94627216336904e+47,0.594891437037543,1.9286106534871,0.32028287787772,1,0.588235294117647,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.84809081351528,0.671981397887673
9,"glv_rf","high-1",10,238551,18601814326154944512,0.596963043897032,1.36157886573521,0.490037918575785,0.9,0.522875816993464,14.3,4320.91402921242,4.78167344185822,0.800598552950692,3.84811273192123,0.564568514685208
1,"rf","high-1",10,238551,1108.49608273534,0.499203587936657,0.394098211011149,287.743971026679,0.283684841269842,0.473856209150327,14.2,4320.91402921242,4.78167344185822,0.800598552950692,3.90530908628306,0.658832690254345
2,"rf","high-1",10,238551,968.279191575801,0.498999554165953,0.382730453060086,244.807399587631,0.272555158730159,0.470588235294118,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.90529794126991,0.711079348030863
3,"rf","high-1",10,238551,1023.38431695031,0.498999554165953,0.423930312595629,287.983294649317,0,0.529411764705882,14,4320.91402921242,4.78167344185822,0.800598552950692,3.90529964778892,0.761403020153146
4,"rf","high-1",10,238551,1006.75854725071,0.499247220495596,0.423930312595629,244.787325930832,0,0.588235294117647,14,4320.91402921242,4.78167344185822,0.800598552950692,3.90529326787307,0.711138071555553
5,"rf","high-1",10,238551,1077.44830984458,0.499247220495596,0.376727901973376,306.00609648112,0.243453650793651,0.535294117647059,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.90530168498522,0.658845101377496
6,"rf","high-1",10,238551,1071.47232691389,0.499162900365394,0.375867197869838,306.12004323474,0.258181746031746,0.535294117647059,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.90530805626266,0.65883394119398
7,"rf","high-1",10,238551,1010.38102191701,0.49911856069664,0.423930312595629,240.654855957478,0,0.585294117647059,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.84808478687153,0.619384193542924
8,"rf","high-1",10,238551,1024.14027542707,0.498999554165953,0.423930312595629,180.713493575971,0,0.588235294117647,14,4320.91402921242,4.78167344185822,0.800598552950692,3.84809952139409,0.671984350674238
9,"rf","high-1",10,238551,1017.39880769589,0.499049303455122,0.423930312595629,300.625256523682,0,0.591176470588235,13.9,4320.91402921242,4.78167344185822,0.800598552950692,3.90530142922167,0.761403192703526
10,"rf","high-1",10,238551,1004.97462371221,0.499213975521733,0.384543055785948,244.807965731575,0.277246507936508,0.526143790849673,14.1,4320.91402921242,4.78167344185822,0.800598552950692,3.90530408697769,0.711069450548013
1,"naive","high-1",10,238551,1484.80862500052,1,7.39353848862507,2382.73128482941,15.2,1,14.2,4320.91402921242,4.78167344185822,0.800598552950692,3.90529836241371,0.658854837764991
