"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","abundance_mae_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"rf","high-2",10,118,13.4910628531073,2.75526041666667,6.8,51.2479999999999,4.00637620039896,1.60412468124128,3.18756818854407,2.13102072061352
2,"rf","high-2",10,118,12.4813147363465,2.78158333333333,6.7,52.7249999999999,4.01991550252733,1.60082307748581,3.24963712053877,2.22296730413788
3,"rf","high-2",10,118,11.7862193973635,3.02386111111111,6.3,50.4955,4.01613080392602,1.60595959486857,3.08671224567844,2.0956558295116
4,"rf","high-2",10,118,8.75704096045198,2.107125,6.6,51.4519999999999,4.01529150687425,1.60184596238828,2.59807858218306,1.67069946849093
5,"rf","high-2",10,118,14.0142693620527,2.03601041666667,6.2,52.7249999999999,3.99331699406363,1.58513819559836,2.51498181093854,1.62652459614717
6,"rf","high-2",10,118,14.547436440678,2.93688888888889,6.3,50.4955,4.01091634233052,1.60495579764452,3.42859865958665,2.51561206666815
7,"rf","high-2",10,118,11.3301747881356,3.2638125,6.1,53.1325,4.00045259890496,1.59152007496616,2.97166428911579,2.03219590413763
8,"rf","high-2",10,118,12.2390666195857,2.2265,6.2,52.7249999999999,4.01602295750938,1.59945455025636,2.78224526177556,1.89126439951255
9,"rf","high-2",10,118,11.4983662900188,2.83271180555556,6.4,50.4955,4.02121588986136,1.61377189579176,3.46256050186735,2.42882473539881
10,"rf","high-2",10,118,12.9523540489642,3.24624305555556,6.1,50.4955,4.01097157937077,1.60489117540234,3.00712372924933,2.09199597843746
1,"naive","high-2",10,118,7.15210144754062,13.9695611111111,6.5,51.584,3.9944393630338,1.58634501541638,2.78102037586452,1.84940116997359
2,"naive","high-2",10,118,7.114512592167,14.5456777777778,6.1,52.7249999999999,4.0023361842438,1.60085110969217,3.49377031893286,2.58055154754292
3,"naive","high-2",10,118,7.14967011395193,14.4389666666667,6.6,51.2479999999999,4.01073085834451,1.60503736188283,2.76466339277296,1.77415046789374
4,"naive","high-2",10,118,7.1425652350857,15.1173111111111,6.5,51.584,4.00036132384525,1.59051476469462,3.23162796629937,2.17519598078009
5,"naive","high-2",10,118,7.21580492514922,17.6212222222222,6,52.7249999999999,3.99694019778444,1.58327623865048,3.02443885334919,2.10919943213351
6,"naive","high-2",10,118,7.08577715535127,15.3232833333333,6.5,50.4955,4.01921476717908,1.61591818180791,2.59274603983596,1.64868747567781
7,"naive","high-2",10,118,7.19629440773724,15.4708833333333,6.1,52.7249999999999,4.00205625247275,1.59254321946929,3.15767260293824,2.23998844373373
8,"naive","high-2",10,118,7.1343911392001,16.0058888888889,6.1,51.2479999999999,3.99744590437165,1.59739915857678,2.69928566288443,1.8044619087026
9,"naive","high-2",10,118,7.1897024721504,14.4061722222222,6.3,52.7249999999999,4.00177923808988,1.59526227720209,2.79470306054158,1.89080619750496
10,"naive","high-2",10,118,7.13538019885729,15.3387722222222,6.4,50.4955,4.01718952048997,1.60941801820993,2.48166457494352,1.57537333739531
1,"glv_rf","low-2",10,118,168040321157506,0.62260792592593,0.5,51.4519999999999,4.00950087850536,1.59877142735938,5.73246525113703,0.438511118173769
2,"glv_rf","low-2",10,118,7.56345060195152,0.237889314814802,0.2,51.2479999999999,4.01629620116279,1.6045608495308,7.61248489544848,1.35762568104917
3,"glv_rf","low-2",10,118,114.749286659771,0.568074780361757,0.5,51.2479999999999,4.02069706033629,1.60628883078437,7.16424851039222,0.842389531219235
4,"glv_rf","low-2",10,118,6.69273730797056,0.297162481481482,0.3,51.584,3.99893430051737,1.59758801034826,6.953464395167,0.976350739673945
5,"glv_rf","low-2",10,118,318.478977555283,0.964046999999995,0.1,52.7249999999999,4.01493540481627,1.60587682616363,5.11685645627079,0.614084196639099
6,"glv_rf","low-2",10,118,7.91695461838283,0.873966178739188,0.4,52.7249999999999,3.99772200647574,1.58776498505837,4.81650513111215,0.303506291940164
7,"glv_rf","low-2",10,118,125.600953460834,1.08084819694615,0.5,51.4519999999999,4.02353268795268,1.61494945252532,5.91148498343971,0.630434296052987
8,"glv_rf","low-2",10,118,119.612900046128,0.738810772789727,0.4,51.4519999999999,4.00931946160066,1.59872932983074,6.0323550819422,0.532305039439789
9,"glv_rf","low-2",10,118,7.5797643826016,0.623596296859947,0.3,50.4955,4.01234106310446,1.60962119591953,6.96249964915057,1.17217229413284
10,"glv_rf","low-2",10,118,41.1741603776513,0.432948185185195,0.3,51.4519999999999,3.99695281115004,1.59564962550813,6.40832348699474,1.10038623839442
1,"rf","low-2",10,118,6.44416784369115,0.540854166666667,0.4,51.4519999999999,4.01686705574539,1.6104798067466,6.85322534311707,1.10856321712119
2,"rf","low-2",10,118,6.39498558145009,0.603083333333333,0.4,52.7249999999999,3.99905079137012,1.59431712078533,6.65020135734737,1.22880867400055
3,"rf","low-2",10,118,6.43936087570621,0.542923611111111,0.3,50.4955,4.00481914746377,1.60109243652209,6.13622681200943,0.581687125739134
4,"rf","low-2",10,118,6.49976930320151,1.42586111111111,0.2,53.1325,3.99254639590511,1.58384460466232,5.172732141246,0.219195522895912
5,"rf","low-2",10,118,6.49725988700565,0.612583333333333,0.2,53.1325,4.00460589841929,1.59048480904389,6.39585528882648,1.08494310368874
6,"rf","low-2",10,118,6.46520156544256,0.46775,0.2,50.4955,4.02825385418035,1.61833859610354,6.22370890274605,0.958240611566749
7,"rf","low-2",10,118,6.20093102636535,1.06015972222222,0.1,53.1325,3.999187846256,1.59040643337574,5.30893820050627,0.495635006950121
8,"rf","low-2",10,118,6.64052495291902,0.439277777777778,0.6,52.7249999999999,4.00741381041999,1.59017248072755,9.82697258034197,1.38734974088409
9,"rf","low-2",10,118,6.39031191148776,0.342,0.4,51.4519999999999,4.00922499441099,1.60163051791582,6.36786547847713,0.797647411335186
10,"rf","low-2",10,118,6.26620468455744,0.962951388888889,0.4,51.2479999999999,4.00393801569655,1.59988273918202,5.45153518423665,0.662332302233482
1,"naive","low-2",10,118,7.11777977273453,2.92318333333333,0.1,50.4955,4.02780461605364,1.61802961651876,5.78025680607621,0.494781346514979
2,"naive","low-2",10,118,7.20830328928469,3.79072777777778,0.3,53.1325,3.99506221425142,1.58253574589269,5.87884188164124,0.688598516020999
3,"naive","low-2",10,118,7.19539795397236,3.10416111111111,0,52.7249999999999,3.9928418563797,1.58998990524014,5.72436257940759,0.629655573677627
4,"naive","low-2",10,118,7.13250953589326,2.38875555555556,0.5,50.4955,4.0269926651233,1.61520230136067,6.70537091675804,0.842585755398178
5,"naive","low-2",10,118,7.18350553799994,3.15421666666667,0.3,50.4955,4.00683340145163,1.59854484513709,5.8785913086338,0.732145903253617
6,"naive","low-2",10,118,7.1675949998404,3.17737222222222,0.1,50.4955,4.01200238173201,1.60339303497016,5.32901897052806,0.762453713835837
7,"naive","low-2",10,118,7.17676034983562,3.17681666666667,0.2,52.7249999999999,4.00412867018142,1.59138673885907,5.6042576288893,0.565150894481577
8,"naive","low-2",10,118,7.13987619298414,2.95203888888889,0.2,51.4519999999999,4.02412441167111,1.60532561424092,6.08121553247845,0.842875249884053
9,"naive","low-2",10,118,7.19360572472789,2.84438888888889,0.1,52.7249999999999,4.00224824345169,1.58753322533531,6.02568899020849,0.993635704077806
10,"naive","low-2",10,118,7.17634575792397,3.39086111111111,0.4,51.4519999999999,4.01194477703341,1.59682042476278,6.37732406352439,0.808536803151143
1,"glv","low-2",10,118,8.20404632716094,1.65854984067614e-15,0.3,51.4519999999999,4.00646899307884,1.59190764662172,7.08253519151862,1.261150234927
2,"glv","low-2",10,118,137.897059196351,7.72554859591108e-14,0,52.7249999999999,4.01050147191718,1.59348373284019,5.40274439378442,0.672238712758706
3,"glv","low-2",10,118,50.2126785310369,0.0500401314510595,0.3,52.7249999999999,4.01153395194664,1.59790007512677,6.38494916442774,0.935386455547629
4,"glv","low-2",10,118,13.1763163882725,0.152782872973756,0.1,51.4519999999999,4.00209047180528,1.59691402488297,5.07912254203513,0.371337758748937
5,"glv","low-2",10,118,31.3738165132435,6.69356545499353e-15,0.2,52.7249999999999,3.99260920102822,1.58727487744961,5.40624572420026,0.527156898468111
6,"glv","low-2",10,118,11838.0389410304,0.166619100896926,0.5,51.2479999999999,4.01744293209682,1.61251559000117,5.50110447299282,0.400086528845276
7,"glv","low-2",10,118,176.697648818008,5.3096878745625e-14,0.1,51.584,4.00127616322133,1.58449360130005,5.55283801193344,0.779990072231448
8,"glv","low-2",10,118,55.4908997585389,0.153673796213489,0.3,52.7249999999999,3.99560501992706,1.5836329790031,6.0406392163239,0.820012021801615
9,"glv","low-2",10,118,34.5496827003955,7.45083007637327e-16,0,52.7249999999999,3.99180357755634,1.57962121098065,5.3327208499771,0.615184936884274
10,"glv","low-2",10,118,25.6095640309958,0.0469233703396544,0.4,53.1325,3.99543069132571,1.5834144318956,6.82498596260944,0.757307517739719
1,"glv_rf_full","low-2",10,118,6.63672345809793,1.69407291666667,0.3,52.7249999999999,4.01367989553606,1.59764479617045,6.34519349159508,0.896822098190035
2,"glv_rf_full","low-2",10,118,6.56038900659134,2.41778472222222,0.2,53.1325,3.99331354798539,1.57949576475026,4.82121148852932,0.363866621387088
