"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048577
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131076
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131088
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,160
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524320
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16448
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131136
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4608
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"thin","25",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18432
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133120
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,526336
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36864
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"thick","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1081344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,393216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1572864
