"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131074
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1032
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131088
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thin","25",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,524304
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4224
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16512
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"thin","25",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132096
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6144
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2048
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4096
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,266240
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"thin","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1056768
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"thin","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,1064960
