Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-0-1-1-1-1-0-0-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000649845	0.000708533	0.00116825	0.000753038	0	0	0.000853679	0.00413334	0	0	0.15722	0.171419	0.28264	0.182186	0	0	0.206535	0	0	25	25	25	25	0	0	25	125	0	0	0.2	0.2	0.2	0.2	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239509	0.00238206	0.00792157	0.00441526	0	0	0.00717911	0.0242931	0	0	0.0985913	0.0980549	0.326083	0.18175	0	0	0.295521	0	0	17	23	24	23	0	0	25	112	0	0	0.151786	0.205357	0.214286	0.205357	0	0	0.223214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957876	0.00871788	0.050698	0.0287131	0	0	0.0603683	0.158076	0	0	0.0605959	0.0551499	0.320719	0.181641	0	0	0.381894	0	0	16	22	22	22	0	0	25	107	0	0	0.149533	0.205607	0.205607	0.205607	0	0	0.233645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	2	1	0	0	2	5	0	0	0.0448513	0.0281648	0.0224045	0.0528165	0	0	0.0369403	0.185177	0	0	0.242207	0.152096	0.120989	0.285221	0	0	0.199486	0	0	16	20	4	12	0	0	8	60	0	0	0.266667	0.333333	0.0666667	0.2	0	0	0.133333	0	0	0	0	0.344539	0.134664	0	0	0.470407	0.94961	0	0	0	0	0.362822	0.14181	0	0	0.495368	0	0	0	0	18	9	0	0	17	44	0	0	0	0	0.409091	0.204545	0	0	0.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	11	3	0	0	7	21	0	0	0.0209875	0.0595485	0	0	0	0	0	0.080536	0	0	0.260598	0.739402	0	0	0	0	0	0	0	5	15	0	0	0	0	0	20	0	0	0.25	0.75	0	0	0	0	0	0	0	0.188923	0.0420647	0.967322	0.754169	0	0	1.16778	3.12026	0	0	0.0605472	0.0134812	0.310014	0.241701	0	0	0.374257	0	0	11	3	20	20	0	0	23	77	0	0	0.142857	0.038961	0.25974	0.25974	0	0	0.298701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	6	1	12	12	0	0	10	41	0	0	0.00741554	0.0209798	8.99056e-005	0	0	0	0.000235212	0.0287205	0	0	0.258197	0.730483	0.00313037	0	0	0	0.00818971	0	0	1	4	1	0	0	0	2	8	0	0	0.125	0.5	0.125	0	0	0	0.25	0	0	0.619089	0.244545	1.5005	1.32321	0	0	1.68474	5.37208	0	0	0.115242	0.0455216	0.279315	0.246312	0	0	0.31361	0	0	15	11	20	20	0	0	22	88	0	0	0.170455	0.125	0.227273	0.227273	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	10	4	25	18	0	0	19	76	0	0	0	0	0.00131035	0	0	0	0.001017	0.00232735	0	0	0	0	0.563024	0	0	0	0.436976	0	0	0	0	3	0	0	0	2	5	0	0	0	0	0.6	0	0	0	0.4	0	0	0.992023	0.664204	1.90982	1.56496	0	0	2.12915	7.26016	0	0	0.136639	0.0914861	0.263055	0.215554	0	0	0.293266	0	0	15	15	19	17	0	0	21	87	0	0	0.172414	0.172414	0.218391	0.195402	0	0	0.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	11	7	35	23	0	0	31	107	0	0	0	0	0.00657725	0.000428084	0	0	0.0085452	0.0155505	0	0	0	0	0.42296	0.0275285	0	0	0.549512	0	0	0	0	6	1	0	0	6	13	0	0	0	0	0.461538	0.0769231	0	0	0.461538	0	0	1.08746	1.07646	2.38389	1.99153	0	0	2.65313	9.19248	0	0	0.118299	0.117103	0.259331	0.216647	0	0	0.28862	0	0	12	15	19	17	0	0	21	84	0	0	0.142857	0.178571	0.22619	0.202381	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	12	9	45	25	0	0	42	133	0	0	0.00034244	0.000101043	0.0149917	0.00445714	0	0	0.0124336	0.0323259	0	0	0.0105934	0.00312576	0.463766	0.137881	0	0	0.384634	0	0	2	1	7	6	0	0	8	24	0	0	0.0833333	0.0416667	0.291667	0.25	0	0	0.333333	0	0	1.38914	1.46021	2.88122	2.41239	0	0	2.90918	11.0521	0	0	0.125689	0.13212	0.260693	0.218274	0	0	0.263224	0	0	12	15	20	17	0	0	20	84	0	0	0.142857	0.178571	0.238095	0.202381	0	0	0.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	14	10	52	29	0	0	52	157	0	0	0.00168777	0.000651444	0.0127953	0.00974891	0	0	0.0226657	0.0475492	0	0	0.0354954	0.0137004	0.269097	0.205028	0	0	0.476679	0	0	3	4	17	8	0	0	14	46	0	0	0.0652174	0.0869565	0.369565	0.173913	0	0	0.304348	0	0	1.56109	1.83548	3.45502	2.67191	0	0	3.44518	12.9687	0	0	0.120374	0.141532	0.266413	0.206028	0	0	0.265654	0	0	11	15	23	17	0	0	22	88	0	0	0.125	0.170455	0.261364	0.193182	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
