Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-1-0-0-0-1-0-1-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0.000822408	0	0	0	0.000656875	0	0.000780487	0.000840181	0.00309995	0	0.265297	0	0	0	0.211898	0	0.251774	0.27103	0	25	0	0	0	25	0	25	25	100	0	0.25	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0.00216696	0	0	0	0.0042948	0	0.00669028	0.00706552	0.0202176	0	0.107182	0	0	0	0.212429	0	0.330914	0.349474	0	20	0	0	0	24	0	25	25	94	0	0.212766	0	0	0	0.255319	0	0.265957	0.265957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0.0059325	0	0	0	0.0261722	0	0.0519997	0.05315	0.137254	0	0.0432226	0	0	0	0.190684	0	0.378857	0.387237	0	17	0	0	0	22	0	23	23	85	0	0.2	0	0	0	0.258824	0	0.270588	0.270588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	2	0	3	2	7	0	0.0185544	0	0	0	0.0582539	0	0.0292773	0.021448	0.127534	0	0.145486	0	0	0	0.456773	0	0.229566	0.168175	0	16	0	0	0	13	0	6	6	41	0	0.390244	0	0	0	0.317073	0	0.146341	0.146341	0	0	0	0	0	0.0938015	0	0.399544	0.417494	0.910839	0	0	0	0	0	0.102984	0	0.438654	0.458362	0	0	0	0	0	8	0	16	16	40	0	0	0	0	0	0.2	0	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	5	0	8	13	26	0	0.0426844	0	0	0	0.00711825	0	0	0	0.0498026	0	0.857071	0	0	0	0.142929	0	0	0	0	13	0	0	0	1	0	0	0	14	0	0.928571	0	0	0	0.0714286	0	0	0	0	0.0164111	0	0	0	0.691786	0	1.03549	1.08306	2.82675	0	0.00580564	0	0	0	0.244728	0	0.366318	0.383148	0	2	0	0	0	18	0	20	22	62	0	0.0322581	0	0	0	0.290323	0	0.322581	0.354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	1	0	0	0	12	0	13	23	49	0	0.0150941	0	0	0	0	0	0.000249485	0.000224365	0.0155679	0	0.969562	0	0	0	0	0	0.0160256	0.014412	0	5	0	0	0	0	0	2	2	9	0	0.555556	0	0	0	0	0	0.222222	0.222222	0	0.174692	0	0	0	1.18189	0	1.46504	1.59741	4.41903	0	0.0395317	0	0	0	0.267454	0	0.331529	0.361485	0	10	0	0	0	18	0	19	21	68	0	0.147059	0	0	0	0.264706	0	0.279412	0.308824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	2	0	0	0	16	0	20	24	62	0	0.0108744	0	0	0	0.000435625	0	0.00249508	0.00261656	0.0164217	0	0.662199	0	0	0	0.0265274	0	0.151938	0.159336	0	2	0	0	0	1	0	6	11	20	0	0.1	0	0	0	0.05	0	0.3	0.55	0	0.390933	0	0	0	1.64508	0	1.84725	2.13202	6.01528	0	0.06499	0	0	0	0.273483	0	0.307092	0.354434	0	10	0	0	0	18	0	18	21	67	0	0.149254	0	0	0	0.268657	0	0.268657	0.313433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	3	0	0	0	24	0	25	36	88	0	0	0	0	0	0.000356802	0	0.00367414	0.0188762	0.0229072	0	0	0	0	0	0.015576	0	0.160393	0.824031	0	0	0	0	0	1	0	10	15	26	0	0	0	0	0	0.0384615	0	0.384615	0.576923	0	0.69393	0	0	0	1.97164	0	2.18034	2.50795	7.35386	0	0.0943627	0	0	0	0.268109	0	0.29649	0.341038	0	12	0	0	0	17	0	18	20	67	0	0.179104	0	0	0	0.253731	0	0.268657	0.298507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	8	0	0	0	27	0	28	38	101	0	0	0	0	0	0.00403363	0	0.0150055	0.0511433	0.0701825	0	0	0	0	0	0.0574734	0	0.213807	0.728719	0	0	0	0	0	6	0	18	24	48	0	0	0	0	0	0.125	0	0.375	0.5	0	1.00741	0	0	0	2.39268	0	2.64797	2.93305	8.98111	0	0.11217	0	0	0	0.266412	0	0.294837	0.32658	0	12	0	0	0	17	0	19	21	69	0	0.173913	0	0	0	0.246377	0	0.275362	0.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	9	0	0	0	36	0	34	47	126	0	0	0	0	0	0.0137739	0	0.045027	0.0460926	0.104894	0	0	0	0	0	0.131313	0	0.429264	0.439423	0	0	0	0	0	10	0	25	24	59	0	0	0	0	0	0.169492	0	0.423729	0.40678	0	1.18295	0	0	0	2.6664	0	3.19578	3.41731	10.4624	0	0.113066	0	0	0	0.254855	0	0.305452	0.326627	0	11	0	0	0	17	0	21	27	76	0	0.144737	0	0	0	0.223684	0	0.276316	0.355263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
