"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
0,0,0,0,0,0,0,119.11125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,119.11125,0,0.6925,17.93875,0,0,0,0,0,0
4.765625,0,0,33.395,0,0,0,17.93875,0,0.6925,4.765625,0.6925,0.6925,4.765625,0,0,4.765625,33.395
17.93875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.798125,0,0,0,0,0,2.1075,0,0,0.6925,9.798125,0,0,4.765625,0,0,33.395,59.9
0,0,0,0,0,0,0,0,59.9,0,0,0,0,0,0,0,0,0
0,2.1075,0,0,0,0,0,0,0,0,0,0,33.395,4.765625,0,0,0,0
0,0,0,0,0,0,9.798125,0,119.11125,0,4.765625,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.798125,0,0,0,0,59.9,0
0,0,0,0,0,0,0,0,0,0,0,0,33.395,0,0,0,0,59.9
0.6925,0,0,0,9.798125,0,9.798125,17.93875,59.9,0,2.1075,9.798125,9.798125,2.1075,0,0,33.395,33.395
0,0,0,0,0,0,0,59.9,0,0,0,0,59.9,0,0,0,0,0
4.765625,0,0,59.9,0.6925,0,0.6925,0,17.93875,2.1075,0.6925,0.6925,0,2.1075,0,0,17.93875,59.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,0
0,0,0,119.11125,0,0,0,0,33.395,0,0,0,0,0,0,0,0,0
4.765625,0,0,33.395,0,0,2.1075,0,0,2.1075,0,2.1075,33.395,4.765625,0,0,33.395,33.395
0,0,0,33.395,0,0,0.6925,33.395,119.11125,4.765625,4.765625,0.6925,9.798125,0,0,0,59.9,17.93875
0,0,0,0,0,0,0,0,0,0,0,119.11125,4.765625,0,0,0,0,0
0,0,0,59.9,0,0,0,0,59.9,0,0,0,33.395,0,0,0,0,0
2.1075,0,0,119.11125,0,0,0.6925,0,59.9,9.798125,4.765625,17.93875,2.1075,9.798125,0,0,17.93875,0
