"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
11.31,0,0,0,0,0,2.21,0,0,0.62,11.31,0,0,5.235,0,0,33.135,111.1
0,0,0,0,0,0,11.31,0,111.1,0,2.21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.01,0
0,0,0,11.31,0,0,0,0,0,0,0.62,0,0,2.21,0,0,0,33.135
0,0,0,0,0,0,0,33.135,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.62,0,11.31,0,0,0,0,0,0,0,0,0,0,53.01
2.21,0,0,111.1,0,0,0,11.31,33.135,5.235,0,0.62,2.21,2.21,0,0,53.01,33.135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.01
0,20.36,0,0,0,0,5.235,0,0,2.21,0,0,111.1,0,0,0,0,0
5.235,0,0,0,0,0,0,0,111.1,0,0,20.36,53.01,0,0,0,111.1,0
0,0,0,0,0,0,0,0,111.1,0,0,33.135,0,0,0,0,0,0
0,0,0,33.135,0,0,11.31,0,11.31,0,0,0,0,0,0,0,53.01,33.135
0,0,0,53.01,0,0,11.31,11.31,0,0,0,0,0,2.21,0,0,53.01,0
0,0,0,0,0,0,0,0,0,0,0,0,53.01,0,0,0,111.1,0
0,0,0,111.1,0,0,0.62,20.36,20.36,2.21,5.235,0.62,33.135,11.31,0,0,20.36,20.36
0,0,0,0,0,0,0,11.31,0,0,0,20.36,0,0,0,0,0,0
0,0,0,53.01,0,0,0.62,0,111.1,5.235,2.21,0.62,20.36,5.235,0,5.235,33.135,33.135
0.62,0,0,33.135,0,0,0,0,0,0,0,0,20.36,0,0,0,111.1,20.36
0.62,0,0,53.01,2.21,0,2.21,53.01,53.01,0.62,0,5.235,0,5.235,0,0,20.36,33.135
0,0,0,0,0,0,2.21,0,0,0,0,11.31,0,0,0,0,0,0
0.62,0,0,111.1,0,0,0,20.36,111.1,0,5.235,0.62,20.36,5.235,0,0,5.235,0
