"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
0,0,0,0,0,0,0,108.215,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31.05125,0,0,0,0,58.86
0,0,0,58.86,0,0,0,0,58.86,0,0,0,31.05125,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.67125,0,0,0,0,0,0,108.215,0
0,0,0,18.73625,0,0,0,0,0,0,2.04125,0,0,2.04125,0,0,0,31.05125
0,0,0,0,0,0,0,0,0,0,0,58.86,0,0,0,0,0,0
0.54375,0,0,0,0,0,0,31.05125,18.73625,0,0,0,18.73625,0.54375,0,0,108.215,0
4.76375,0,0,108.215,0,0,0,0,108.215,2.04125,0.54375,2.04125,4.76375,4.76375,0,0,31.05125,58.86
4.76375,0,0,108.215,2.04125,0,0,2.04125,10.67125,2.04125,0.54375,0,10.67125,0,0,0,10.67125,10.67125
2.04125,0,0,108.215,0,0,0,58.86,0,0,4.76375,2.04125,0,10.67125,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.54375,0,0,0,58.86
0,0,0,0,0,0,0,0,0,18.73625,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,108.215,0,0,31.05125,0,0,0,0,0,0
0,0,0,31.05125,0,0,10.67125,0,10.67125,0,0,0,0,0,0,0,58.86,31.05125
4.76375,0,0,0,0,0,0.54375,31.05125,31.05125,10.67125,0,0,0,10.67125,0,0,108.215,0
0,0,0,108.215,0,0,2.04125,4.76375,0,4.76375,0,2.04125,18.73625,10.67125,0,0,18.73625,58.86
0,0,0,0,0,0,0,0,0,0,0,18.73625,0,0,0,0,0,0
0.54375,0,0,58.86,0,0,0,0,0,0,0,0,18.73625,0,0,0,108.215,18.73625
0,0,0,0,0,0,0,0,31.05125,0.54375,0,0,0,0,0,0,0,0
0,0,0,0,0,4.76375,0,0,0,0,0,0,0,0.54375,0,0,0,0
0.54375,0,0,108.215,0,0,0,18.73625,58.86,0,10.67125,0.54375,18.73625,4.76375,0,0,4.76375,0
