"Achmi.outcome","Agrsm.outcome","Amocan.outcome","Andge.outcome","Asctu.outcome","Elyca.outcome","Koecr.outcome","Lesca.outcome","Liaas.outcome","Luppe.outcome","Monfi.outcome","Panvi.outcome","Petpu.outcome","Poapr.outcome","Queel.outcome","Quema.outcome","Schsc.outcome","Sornu.outcome"
0,0,0,0,0,0,0,0,50.22625,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.514375,0,113.0625,0,5.853125,0,0,0,0,0,0,0
0.748125,0,0,0,10.514375,0,10.514375,14.035625,50.22625,0,2.254375,5.853125,14.035625,2.254375,0,0,24.256875,50.22625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22625,0
2.254375,0,0,113.0625,0,0,0.748125,0,50.22625,10.514375,5.853125,14.035625,2.254375,14.035625,0,0,24.256875,0
0,0,0,0,0,0,5.853125,113.0625,0,0,0,0,0,0,0,0,0,0
0,0,0,14.035625,0,0,0,0,0,0,0.748125,0,0,2.254375,0,0,0,24.256875
2.254375,0,0,0,0,0.748125,2.254375,0,113.0625,0,0,0,0,0,0,0,0,0
2.254375,0,0,113.0625,0,0,0,50.22625,0,0,5.853125,2.254375,0,5.853125,0,0,0,0
0,0,0,50.22625,0,0,10.514375,10.514375,24.256875,10.514375,0,14.035625,10.514375,0,0,0,50.22625,24.256875
0.748125,0,0,0,0,0,14.035625,0,0,0,0.748125,0,24.256875,0,0,0,0,0
0,0,0,0,0,0,0,0,0,24.256875,0,0,0,0,0,0,113.0625,0
0,0,0,0,0,0,0,14.035625,0,0,0,0,113.0625,0,0,0,0,50.22625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.254375,0,0,113.0625,0,0,0,0.748125,113.0625,5.853125,0,2.254375,50.22625,5.853125,0,0,10.514375,14.035625
5.853125,0,0,0,0,0,0,24.256875,10.514375,0.748125,5.853125,24.256875,24.256875,10.514375,0,0,14.035625,50.22625
0.748125,0,0,50.22625,0,0,0,0,0,0,0,0,24.256875,0,0,0,113.0625,24.256875
0.748125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22625,0
0,0,0,0,5.853125,0,0,0,0,0,0,5.853125,10.514375,0,0,0,113.0625,0
0,0,0,0,0,0,2.254375,0,0,0,0,10.514375,0,0,0,0,0,0
2.254375,0,0,113.0625,0,0,0.748125,14.035625,24.256875,14.035625,5.853125,0.748125,0,0,0,0,14.035625,113.0625
