"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action","temperature.initial","Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,1,1,1,1,1,21,0,0.00815335280964001,7.72471097731757e-05,0.00647805446704326,0.0213426068104243,0.0289426545417243
0,1,1,1,1,1,23,0,0.0093230328138368,0.000266568340024488,0.00420431210931274,0.00318835897721882,0.00631251608252093
0,1,1,1,1,1,23,0,0.00789848351680988,0.000171862048940701,0.00869138831777936,0.030991171473335,0.0132745260461657
0,1,1,1,1,1,25,0,0.002519112473604,0.000825513424118232,0.00709067969213659,0.0214364984315001,0.00993371437874387
0,1,1,1,1,1,25,0,0.000441687789496943,0.000464592774741336,0.00919717544663674,0.0124842764330684,0.0219376186551857
0,1,1,1,0,1,15,0,0.0459123018698592,0.00289536382348461,0.026496824054609,0,0.135576252143348
0,1,1,1,0,1,15,0,0.0507300983489672,0.00152053204983703,0.0176188507085069,0,0.0407039236694976
0,1,1,1,0,1,17,0,0.0460118191321969,0.00176247036596517,0.0204669727644063,0,0.0514905445834228
0,1,1,1,0,1,17,0,0.0540625069079115,1.00681983087613e-05,0.0153502142486906,0,0.0535956001305174
0,1,1,1,0,1,19,0,0.0440743555998901,0.00117787351009894,0.0270378930691454,0,0.0871975083170271
0,1,1,1,0,1,19,0,0.0237793771932478,0.00229604694665865,0.0203094881873199,0,0.0401904714598509
0,1,1,1,0,1,21,0,0.0181521907607816,0.00134481104121765,0.00742857623404747,0,0.0245742150214557
0,1,1,1,0,1,21,0,0.0411337654314719,0.00257086319257858,0.00978891299319271,0,0.0181274948115486
0,1,1,1,0,1,23,0,0.0187903796105792,0.000985960631614714,0.00355482562407443,0,0.0543184340734131
0,1,1,1,0,1,23,0,0.0352099786460176,0.00120654368312591,0.0109190026810805,0,0.067088061315656
0,1,1,1,0,1,25,0,0.00193102886246217,0.00142143789304972,0.0125582575403704,0,0.00529505407544001
0,1,1,1,0,1,25,0,0.00539623873611838,0.00198508353702209,0.0298200500636825,0,0.0270143471116611
0,1,1,0,1,1,15,0,0.0767804773064888,0.0120476478459861,0,0.0523670854321358,0
0,1,1,0,1,1,15,0,0.0121067323312702,0.00503766444758956,0,0.00918280967607839,0.0249901091307835
0,1,1,0,1,1,17,0,0.0279407158199248,0.00267465972143643,0,0.0220258657355387,0.012962087200866
0,1,1,0,1,1,17,0,0.0319527598629813,7.04283235444535e-05,0,0.000100679431777524,0.0596729714846534
0,1,1,0,1,1,19,0,0.0075676277254554,0.000712962876681217,0,0.00821373905852717,0.0207613118988016
0,1,1,0,1,1,19,0,0.0208964555941486,0.0018913652889888,0,0.0195491704169833,0.0177367993546305
0,1,1,0,1,1,21,0,0.0164683946324522,0.000933708592343362,0,0.00981731518711977,0.000794269725505027
0,1,1,0,1,1,21,0,0.0120666756709525,0.00144494408992579,0,0.00639719884611752,0.0233888796919862
0,1,1,0,1,1,23,0,0.00894770845810303,0.000306281940962247,0,0.00630710020930525,0.0425751860980165
0,1,1,0,1,1,23,0,0.0058229596167418,0.000994315016250152,0,0.00310404170123753,0.00236334637048348
0,1,1,0,1,1,25,0,0.000514998120514026,7.48453971722218e-05,0,0.0107311671290585,0.0512621504547193
0,1,1,0,1,1,25,0,0.000907725508731996,0.00058719321795357,0,0.00327836535176974,0.0148053589420598
0,1,0,1,0,0,15,0,0.0711208765337751,0,0.0231847012789577,0,0
0,1,0,1,0,0,15,0,0.151700491447622,0,0.0501078958675982,0,0
0,1,0,1,0,0,17,0,0.0844019275016889,0,0.0278823925491392,0,0
0,1,0,1,0,0,17,0,0.10662104623752,0,0.0415118891018838,0,0
0,1,0,1,0,0,19,0,0.0493803951059207,0,0.035108790137522,0,0
0,1,0,1,0,0,19,0,0.0636931765992798,0,0.0290322480597668,0,0
0,1,0,1,0,0,21,0,0.0167256963961109,0,0.00384127518989343,0,0
0,1,0,1,0,0,21,0,0.0338155134848344,0,0.012149482627586,0,0
0,1,0,1,0,0,23,0,0.00887388971463001,0,0.00669447812184416,0,0
0,1,0,1,0,0,23,0,0.0549089529825013,0,0.0418373813536616,0,0
0,1,0,1,0,0,25,0,0.00474500400033193,0,0.0210579750350552,0,0
0,1,0,1,0,0,25,0,0.014489256444048,0,0.145604405095518,0,0
0,1,1,1,0,0,15,0,0.0627005254976238,0.00288551042005788,0.0403263956033598,0,0
0,1,1,1,0,0,15,0,0.0473809940248997,0.00204137640140756,0.0513273656579332,0,0
0,1,1,1,0,0,17,0,0.0687928008794675,0.000330801913662226,0.0241799115412943,0,0
0,1,1,1,0,0,17,0,0.0329796576272996,0.00277797095329254,0.0172517220017781,0,0
0,1,1,1,0,0,19,0,0.0134502807282621,0.000911648979542005,0.0185732453628739,0,0
0,1,1,1,0,0,19,0,0.0664935485627477,0.000437448768415331,0.0252253031715687,0,0
0,1,1,1,0,0,21,0,0.0240995515721369,0.000889054594646439,0.00736307911729755,0,0
0,1,1,1,0,0,21,0,0.0737418128777593,0.000682234156725114,0.0262478047589311,0,0
0,1,1,1,0,0,23,0,0.015308756018612,0.000432890975961937,0.0153705890938477,0,0
0,1,1,1,0,0,23,0,0.0193235868324432,0.000117474780860503,0.0101614525536854,0,0
0,1,1,1,0,0,25,0,0.0129490008365275,0.00109383981903578,0.0240809630850493,0,0
0,1,1,1,0,0,25,0,0.00317433259921868,0.000493364746234692,0.00383179722665378,0,0
0,1,0,1,1,1,15,0,0.0194148393758638,0,0.0168470688661635,0.0899023071338855,0.0432253059697388
0,1,0,1,1,1,15,0,0.0225088025807811,0,0.0298808574223188,0.0835449554117183,0.00757875110690978
0,1,0,1,1,1,17,0,0.0160937573226052,0,0.0185132327931004,0.0587660405743987,0.0134881086148504
0,1,0,1,1,1,17,0,0.0228070133518396,0,0.00870479030975651,0.0392174548616393,0.0144829885329571
0,1,0,1,1,1,19,0,0.0197621041912545,0,0.00310356488901487,0.0126493638746099,0.0355529909301364
0,1,0,1,1,1,19,0,0.0223986175053009,0,0.0195158227988062,0.061708296447169,0.019489602847959
0,1,0,1,1,1,21,0,0.0112248088031539,0,0.00594440988736081,0.0287986736418931,0.00100978363956406
0,1,0,1,1,1,21,0,0.0111019067141482,0,0.00514018399988871,0.0129317114456769,0
0,1,0,1,1,1,23,0,0.0117041503001802,0,0.00788079877299656,0.00329632937332792,0.0293486395151581
0,1,0,1,1,1,23,0,0.00979554200085416,0,0.000117368031597822,0.0203363813806994,0.0254956894535473
0,1,0,1,1,1,25,0,0.0064470015677326,0,0.0329571052638928,0.01280011113221,0.00954895546265324
0,1,0,1,1,1,25,0,0.00141151914570599,0,0.0133778425785612,0.00354699705663725,0.00187839542117899
0,1,0,0,1,0,15,0,0.0509147044702568,0,0,0.0507915605247556,0
0,1,0,0,1,0,15,0,0.0335038460559622,0,0,0.0395525101844912,0
0,1,0,0,1,0,17,0,0.00292180717746815,0,0,2.49473014087845e-05,0
0,1,0,0,1,0,17,0,0.00127989927713051,0,0,0.0432959883906039,0
0,1,0,0,1,0,19,0,0.0175611640754944,0,0,0.0159980769168731,0
0,1,0,0,1,0,19,0,0.0490095555733197,0,0,0.025162686961601,0
0,1,0,0,1,0,21,0,0,0,0,0,0
0,1,0,0,1,0,21,0,0.0141587456314507,0,0,0.00152510430610318,0
0,1,0,0,1,0,23,0,0.0108889327932365,0,0,0.00197481463926374,0
0,1,0,0,1,0,23,0,0.00746656548355011,0,0,0.00327134290972815,0
0,1,0,0,1,0,25,0,0.000635430479952532,0,0,0.0223960953702368,0
0,1,0,0,1,0,25,0,0.00696081681240187,0,0,0.00367134919020502,0
0,1,1,0,1,0,15,0,0.0568901227164901,0.0148797951583302,0,0.0110621729264101,0
0,1,1,0,1,0,15,0,0.0433981031044917,0.00753734199735033,0,0.0081897542039015,0
0,1,1,0,1,0,17,0,0.0333198306842188,0.000413423071720359,0,0.0224556216405895,0
0,1,1,0,1,0,17,0,0.00516660089316417,0.00249021518946931,0,0.0141109167304173,0
0,1,1,0,1,0,19,0,0.0335591409891157,0.00158105780049594,0,0.0150870406478178,0
0,1,1,0,1,0,19,0,0.0503958734565413,0.00127341517621381,0,0.0213484244790574,0
0,1,1,0,1,0,21,0,0.0123628206875944,0.000325731927907146,0,0.0145241041719357,0
0,1,1,0,1,0,21,0,0.0168196941228713,0.00078245324334553,0,0.0183863109039679,0
0,1,1,0,1,0,23,0,0.0111557357281227,0.00112751631947811,0,0.00678434396855828,0
0,1,1,0,1,0,23,0,0.00857181973721124,0.000487565455996592,0,0.00196704228525908,0
0,1,1,0,1,0,25,0,0.00636313111215105,0.000501757331098813,0,0.00604465571135799,0
0,1,1,0,1,0,25,0,0,0.000136820141009993,0,0.0159616253871936,0
0,1,0,0,0,1,15,0,0.0691665026205542,0,0,0,0.0263021076707307
0,1,0,0,0,1,15,0,0.0737758762230163,0,0,0,0.00994114758275637
0,1,0,0,0,1,17,0,0.0453450775905494,0,0,0,0.031681519970401
0,1,0,0,0,1,17,0,0.0157649446784064,0,0,0,0
0,1,0,0,0,1,19,0,0.0807452129503379,0,0,0,0.0489886577096616
0,1,0,0,0,1,19,0,0.0357467809357739,0,0,0,0.0677057889586024
0,1,0,0,0,1,21,0,0.0232937325752787,0,0,0,0.0565379470249461
0,1,0,0,0,1,21,0,0.0241929061495027,0,0,0,0
0,1,0,0,0,1,23,0,0.00826272414970202,0,0,0,0.00367915794578244
0,1,0,0,0,1,23,0,0.00941048805390828,0,0,0,0.0453026844901405
0,1,0,0,0,1,25,0,0.00409730148498741,0,0,0,0.0960549673119743
0,1,0,0,0,1,25,0,0.00686168074581111,0,0,0,0.0462114798733321
1,1,0,1,0,0,15,0.00240515837262241,0.0494063902804008,0,0.0558837050141261,0,0
1,1,0,1,0,0,15,0.000306413869864568,0.0619217825686644,0,0.0481189779916645,0,0
1,1,0,1,0,0,17,0.000347287579778299,0.0654454126500967,0,0.054774793820046,0,0
1,1,0,1,0,0,17,0.00178252573844044,0.0790767658716976,0,0.0297716438754822,0,0
1,1,0,1,0,0,19,0.00189782006142338,0.113603641264746,0,0.0738343962006162,0,0
1,1,0,1,0,0,19,0.00324834529103447,0.0350201880565254,0,0.0406655742144391,0,0
1,1,0,1,0,0,21,0.00113015156542235,0.0242684111030974,0,0.0109391568227887,0,0
1,1,0,1,0,0,21,0.000232694090947696,0.0175521357369783,0,0.0130035647545349,0,0
1,1,0,1,0,0,23,0.000828441155095988,0.0199304738363962,0,0.0060693696615251,0,0
1,1,0,1,0,0,23,0.00362685521772529,0.000528835033054514,0,0.00729942263133093,0,0
1,1,0,1,0,0,25,3.73636459924673e-05,0.0057720146567371,0,0.0192185409750977,0,0
1,1,0,1,0,0,25,0.00069937240247895,0.0030508796636457,0,0.0350174528774811,0,0
0,0,1,0,0,0,15,0,0,0.00606791856213171,0,0,0
0,0,1,0,0,0,15,0,0,0.00818461607813202,0,0,0
0,0,1,0,0,0,15,0,0,0.0137694090843705,0,0,0
0,0,1,0,0,0,17,0,0,0.00231841478411422,0,0,0
0,0,1,0,0,0,17,0,0,0.0113873374016454,0,0,0
0,0,1,0,0,0,17,0,0,0.00256070048739447,0,0,0
0,0,1,0,0,0,19,0,0,0.00108547903081253,0,0,0
0,0,1,0,0,0,19,0,0,0.00794445559696494,0,0,0
0,0,1,0,0,0,19,0,0,0.0161399707407127,0,0,0
0,0,1,0,0,0,21,0,0,0.00262996341895741,0,0,0
0,0,1,0,0,0,21,0,0,0.00349096519404143,0,0,0
0,0,1,0,0,0,21,0,0,0.0202403352168787,0,0,0
0,0,1,0,0,0,23,0,0,0.00252476823132981,0,0,0
0,0,1,0,0,0,23,0,0,0.00149954004679065,0,0,0
0,0,1,0,0,0,23,0,0,0.00709133749009087,0,0,0
0,0,1,0,0,0,25,0,0,0.0013604364866815,0,0,0
0,0,1,0,0,0,25,0,0,0.0101521821115636,0,0,0
0,0,1,0,0,0,25,0,0,0.0114425863912732,0,0,0
0,0,1,1,0,0,15,0,0,0.0270240177254358,0.0845003278942408,0,0
0,0,1,1,0,0,15,0,0,0.00948556067622797,0.133635534636727,0,0
0,0,1,1,0,0,17,0,0,0.00818017202402165,0.149753399773269,0,0
0,0,1,1,0,0,17,0,0,0.00711155702784139,0.0061923623386364,0,0
0,0,1,1,0,0,19,0,0,0.00246470979856546,0.0421694007290171,0,0
0,0,1,1,0,0,19,0,0,0.00830766072377187,0.203158269675264,0,0
0,0,1,1,0,0,21,0,0,0.0015042518327674,0.186765429076677,0,0
0,0,1,1,0,0,21,0,0,0.00401062404674455,0.183921460335157,0,0
0,0,1,1,0,0,23,0,0,0.00574379035009246,0.170264640981436,0,0
0,0,1,1,0,0,23,0,0,0.000763235287116928,0.146654591442384,0,0
0,0,1,1,0,0,25,0,0,0.00103125698017405,0.083775293250224,0,0
0,0,1,1,0,0,25,0,0,0.00209768905590457,0.120374860635893,0,0
0,0,1,1,1,1,15,0,0,0.00229585183410107,0.0122943549585767,0.0559808233175496,0.0248688623453665
0,0,1,1,1,1,15,0,0,0.00157252894670008,0.0112095915140646,0.0518871870155745,0.0365600915553386
0,0,1,1,1,1,17,0,0,0.000630525676488877,0.00831231325296346,0.0992531769235192,0.0763669697463262
0,0,1,1,1,1,17,0,0,0.00184456585605019,0.0255556401278031,0.066943075683412,0.0373580014395192
0,0,1,1,1,1,19,0,0,0.000705605782067518,0.0613702270031182,0.0321331479279333,0.0808156533721407
0,0,1,1,1,1,19,0,0,0.000378621776720362,0.00692899021304096,0.0545834566268146,0.0485382898643482
0,0,1,1,1,1,21,0,0,0.000647447598971826,0.021026028766737,0.0313813145236884,0.0139499043435782
0,0,1,1,1,1,21,0,0,0.0011567465160218,0.0147105400364433,0.0466457193715184,0.0402699422885574
0,0,1,1,1,1,23,0,0,0,0.0120859384677408,0.00908168012348619,0
0,0,1,1,1,1,23,0,0,0.000725672652979977,0.0135494842167361,0.00814331687190131,0.0164407892615929
0,0,1,1,1,1,25,0,0,0.00124394720947462,0.0121735334647274,0.00230929402531401,0.0179456260514927
0,0,1,1,1,1,25,0,0,0.000940175576157906,0.00966369058900694,0.0061594776625693,0.000671181281216517
0,0,1,0,1,0,15,0,0,0.00737767435856081,0,0.0141708770203915,0
0,0,1,0,1,0,15,0,0,0.0118753700560043,0,0.0203638861388944,0
0,0,1,0,1,0,17,0,0,0.0122744482894068,0,0.0371660684775344,0
0,0,1,0,1,0,17,0,0,0.00962954546807663,0,0.0400431659793731,0
0,0,1,0,1,0,19,0,0,0.000410072925137987,0,0.00818347680870203,0
0,0,1,0,1,0,19,0,0,0.00323408683110228,0,0.0460036913040004,0
0,0,1,0,1,0,21,0,0,0.0035737866395119,0,0.00864952998193145,0
0,0,1,0,1,0,21,0,0,0.000803446415495957,0,0.018332787855455,0
0,0,1,0,1,0,23,0,0,0.00121556305960456,0,0.0382576055703729,0
0,0,1,0,1,0,23,0,0,0.00171064670087228,0,0.0225664621156179,0
0,0,1,0,1,0,25,0,0,0.00289702653937808,0,0.00875041853948256,0
0,0,1,0,1,0,25,0,0,0.000367560307746386,0,0.019121114626016,0
0,0,1,0,0,1,15,0,0,0.00579099336915077,0,0,0.0093784818241816
0,0,1,0,0,1,15,0,0,0.00503401232404316,0,0,0.000787600859297131
0,0,1,0,0,1,17,0,0,0.00263470399336625,0,0,0.0108138994049032
0,0,1,0,0,1,17,0,0,0.000385615073403032,0,0,0.0423130696350833
0,0,1,0,0,1,19,0,0,0,0,0,0
0,0,1,0,0,1,19,0,0,0.00153568731335534,0,0,0.0384186763933362
0,0,1,0,0,1,21,0,0,0.000243899586682576,0,0,0.0324769742602407
0,0,1,0,0,1,21,0,0,0.000909185270659582,0,0,0.0512476333449836
0,0,1,0,0,1,23,0,0,0.000376072264459317,0,0,0.152245903627091
0,0,1,0,0,1,23,0,0,0.00111705207833361,0,0,0.10751175679947
0,0,1,0,0,1,25,0,0,0.000918643443185764,0,0,0.053249175791101
0,0,1,0,0,1,25,0,0,0.00229986453553742,0,0,0.058523562599993
0,0,0,1,0,0,15,0,0,0,0.117175255842743,0,0
0,0,0,1,0,0,15,0,0,0,0.10387794287887,0,0
0,0,0,1,0,0,15,0,0,0,0.233722194191158,0,0
0,0,0,1,0,0,17,0,0,0,0.0525838135255231,0,0
0,0,0,1,0,0,17,0,0,0,0.113820778853448,0,0
0,0,0,1,0,0,17,0,0,0,0.0878384854449204,0,0
0,0,0,1,0,0,19,0,0,0,0,0,0
0,0,0,1,0,0,19,0,0,0,0.0776048355832288,0,0
0,0,0,1,0,0,19,0,0,0,0.0327935507123055,0,0
0,0,0,1,0,0,21,0,0,0,0.197680787411288,0,0
0,0,0,1,0,0,21,0,0,0,0.157406693371792,0,0
0,0,0,1,0,0,21,0,0,0,0.00759167744120626,0,0
0,0,0,1,0,0,23,0,0,0,0.0200908209807342,0,0
0,0,0,1,0,0,23,0,0,0,0.0132543449650664,0,0
0,0,0,1,0,0,23,0,0,0,0.00532068630329041,0,0
0,0,0,1,0,0,25,0,0,0,0.156660437900645,0,0
0,0,0,1,0,0,25,0,0,0,0.114971487500058,0,0
0,0,0,1,0,0,25,0,0,0,0.118233739065651,0,0
0,0,0,1,1,0,15,0,0,0,0.0306363101218107,0.108125133729629,0
0,0,0,1,1,0,15,0,0,0,0.0245185676109286,0.085071171444275,0
0,0,0,1,1,0,17,0,0,0,0.000718132472321432,0.00204855968777172,0
0,0,0,1,1,0,17,0,0,0,0.0143576433826581,0.0924832600548237,0
0,0,0,1,1,0,19,0,0,0,0.00647682989848427,0.0343553536846499,0
0,0,0,1,1,0,19,0,0,0,9.08867281198305e-06,0.0369033358894151,0
0,0,0,1,1,0,21,0,0,0,0.00255733549530482,0.023956947690955,0
0,0,0,1,1,0,21,0,0,0,0.00264600334667174,0.0307399138860369,0
0,0,0,1,1,0,23,0,0,0,7.71084846231188e-05,0.0107552387747761,0
0,0,0,1,1,0,23,0,0,0,0,0.0182096377438558,0
0,0,0,1,1,0,25,0,0,0,0,0.00504122025731863,0
0,0,0,1,1,0,25,0,0,0,0.00101536006560882,0.00138330666700837,0
0,0,0,1,0,1,15,0,0,0,0.0304608782648116,0,0.141752957592863
0,0,0,1,0,1,15,0,0,0,0.0431444948336489,0,0.0537558555759049
0,0,0,1,0,1,17,0,0,0,0.0435296985185862,0,0.0709042267036211
0,0,0,1,0,1,17,0,0,0,0.0257890248295406,0,0.111911824051975
0,0,0,1,0,1,19,0,0,0,0.0375812255242373,0,0.10197620996363
0,0,0,1,0,1,19,0,0,0,0.0371666315722255,0,0.0167748259007338
0,0,0,1,0,1,21,0,0,0,0.0230161431460895,0,0.0398253792047374
0,0,0,1,0,1,21,0,0,0,0.0132243322654877,0,0.0170091729193597
0,0,0,1,0,1,23,0,0,0,0.119915652307995,0,0.123417787678358
0,0,0,1,0,1,23,0,0,0,0.0305996831366136,0,0.0262950017384991
0,0,0,1,0,1,25,0,0,0,0.0558908761144349,0,0.0721051881161904
0,0,0,1,0,1,25,0,0,0,0.0213846499512897,0,0.00329159006789146
0,0,0,0,1,0,15,0,0,0,0,0.00974488132953938,0
0,0,0,0,1,0,15,0,0,0,0,0.0223984287116544,0
0,0,0,0,1,0,15,0,0,0,0,0.0348007316110579,0
0,0,0,0,1,0,17,0,0,0,0,0.00400945357383832,0
0,0,0,0,1,0,17,0,0,0,0,0.0456182253100636,0
0,0,0,0,1,0,17,0,0,0,0,0.00814110445418432,0
0,0,0,0,1,0,19,0,0,0,0,0,0
0,0,0,0,1,0,19,0,0,0,0,0,0
0,0,0,0,1,0,19,0,0,0,0,0.00453416518565111,0
0,0,0,0,1,0,21,0,0,0,0,0.020969263121051,0
0,0,0,0,1,0,21,0,0,0,0,0.00808299564607995,0
0,0,0,0,1,0,21,0,0,0,0,0.00026967704720983,0
0,0,0,0,1,0,23,0,0,0,0,0,0
0,0,0,0,1,0,23,0,0,0,0,0.000179683911743757,0
0,0,0,0,1,0,23,0,0,0,0,0.00527365866411134,0
0,0,0,0,1,0,25,0,0,0,0,0.0101269893787805,0
0,0,0,0,1,0,25,0,0,0,0,0.00653989268639534,0
0,0,0,0,1,0,25,0,0,0,0,0.0191311394256845,0
0,0,0,0,1,1,15,0,0,0,0,0.00870854471773687,0.0111905395965622
0,0,0,0,1,1,15,0,0,0,0,0.016316804105599,0
0,0,0,0,1,1,17,0,0,0,0,0.00889499205826755,0.0172756480662651
0,0,0,0,1,1,17,0,0,0,0,0.0630603494277851,0.0442759828584504
0,0,0,0,1,1,19,0,0,0,0,0.0133256879020801,0.000617536487375501
0,0,0,0,1,1,19,0,0,0,0,0.0155194450862332,0.0156023742679555
0,0,0,0,1,1,21,0,0,0,0,0.00269344007495078,0.0157106888324492
0,0,0,0,1,1,21,0,0,0,0,0.0284779382823144,0.00711237442474706
0,0,0,0,1,1,23,0,0,0,0,0.00287440444661132,0.0632551574598569
0,0,0,0,1,1,23,0,0,0,0,0.00040915225969752,0.00902142067246873
0,0,0,0,1,1,25,0,0,0,0,0.00440458305331057,0.0268334014501997
0,0,0,0,1,1,25,0,0,0,0,0.0110714249926489,0.0044016689415747
0,0,0,0,0,1,15,0,0,0,0,0,0.0213950032668794
0,0,0,0,0,1,15,0,0,0,0,0,0
0,0,0,0,0,1,15,0,0,0,0,0,0.176420939759131
0,0,0,0,0,1,17,0,0,0,0,0,0.0764364168054457
0,0,0,0,0,1,17,0,0,0,0,0,0.121247662159279
0,0,0,0,0,1,17,0,0,0,0,0,0.0634640154464081
0,0,0,0,0,1,19,0,0,0,0,0,0.16679439509897
0,0,0,0,0,1,19,0,0,0,0,0,0.211584588070277
0,0,0,0,0,1,19,0,0,0,0,0,0
0,0,0,0,0,1,21,0,0,0,0,0,0.0801344128912237
0,0,0,0,0,1,21,0,0,0,0,0,0.0936712523605737
0,0,0,0,0,1,21,0,0,0,0,0,0.0728855729552618
0,0,0,0,0,1,23,0,0,0,0,0,0.0332198664180196
0,0,0,0,0,1,23,0,0,0,0,0,0.0945058730548462
0,0,0,0,0,1,23,0,0,0,0,0,0.050793681929415
0,0,0,0,0,1,25,0,0,0,0,0,0.243993402935146
0,0,0,0,0,1,25,0,0,0,0,0,0
0,0,0,0,0,1,25,0,0,0,0,0,0.21266670970618
0,1,0,0,1,1,15,0,0.0804637155930567,0,0,0.0887355456852245,0.0372943454487351
0,1,0,0,1,1,15,0,0.0514229548851779,0,0,0.05454385571836,0.0534235884726822
0,1,0,0,1,1,17,0,0.0437116826761008,0,0,0.0109963762182558,0.0580015882283649
0,1,0,0,1,1,17,0,0.0259772726035528,0,0,0.0107365432984087,0.0548995769993677
0,1,0,0,1,1,19,0,0.0189230770634862,0,0,0.0282283184579638,0.000424322547063409
0,1,0,0,1,1,19,0,0.0237165050025848,0,0,0.0198504522316402,0.00726635821535529
0,1,0,0,1,1,21,0,0.0197937056566652,0,0,0.00278141819640032,0.053985870463522
0,1,0,0,1,1,21,0,0.0316960570936936,0,0,0.00525982931633778,0.0464878708601247
0,1,0,0,1,1,23,0,0.018474151380364,0,0,0.00429092123537962,0.0522371098165792
0,1,0,0,1,1,23,0,0.00451438815037514,0,0,0.00418857885468488,0.00239589494464833
0,1,0,0,1,1,25,0,0.00113806634954656,0,0,0.0158943317547513,0.0894776474634269
0,1,0,0,1,1,25,0,0.00274242206751032,0,0,0.00521865404619327,0.0232504362722189
