"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","composition_balanced_accuracy_mean_test","richness_mae_test","abundance_mae_mean_train","richness_mae_train","composition_balanced_accuracy_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"glv_rf","high-1",10,1792,76759606079223.6,NA,NA,2.36448434080897,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
2,"glv_rf","high-1",10,1792,1065321277406477,NA,NA,2.35696805207928,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
1,"rf","high-1",10,1792,1.0095578877977,NA,NA,0.784502753677978,NA,NA,7.1,8.46750955152449,4.04928300086151,1.57400123349351,2.68303359731313,0.677377288894111
2,"rf","high-1",10,1792,1.00530844101973,NA,NA,0.729158859063284,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
1,"naive","high-1",10,1792,1.29609176812978,NA,NA,3.15179506730308,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
2,"naive","high-1",10,1792,1.29609176812978,NA,NA,3.27841222729818,NA,NA,7.1,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
1,"glv","high-1",10,1792,76759606079223.1,NA,NA,0.0898533312325814,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
2,"glv","high-1",10,1792,12852749912228.1,NA,NA,0.0898533312325871,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
1,"glv_rf_full","high-1",10,1792,0.98581260091006,NA,NA,0.729158859063284,NA,NA,7.2,8.46750955152449,4.04928300086151,1.57400123349351,2.72239265991851,0.663903006047878
1,"glv_rf","high-2",10,1792,766383794986.172,NA,NA,1.8571504768763,NA,NA,6.3,8.46750955152449,4.04928300086151,1.57400123349351,2.96797970940986,0.920708769382768
2,"glv_rf","high-2",10,1792,1082482862169.96,NA,NA,2.11220574384172,NA,NA,6.5,8.46750955152449,4.04928300086151,1.57400123349351,2.79392549272261,0.618627835226416
1,"rf","high-2",10,1792,0.828011412846976,NA,NA,0.328262901859906,NA,NA,6.5,8.46750955152449,4.04928300086151,1.57400123349351,2.9335805378952,0.856613087054162
2,"rf","high-2",10,1792,1.03575992542006,NA,NA,0.260802515248021,NA,NA,6.5,8.46750955152449,4.04928300086151,1.57400123349351,2.79392549272261,0.618627835226417
1,"naive","high-2",10,1792,1.29609176812978,NA,NA,2.64061080938667,NA,NA,6.3,8.46750955152449,4.04928300086151,1.57400123349351,2.76555079073746,0.646593897816297
2,"naive","high-2",10,1792,1.29609176812978,NA,NA,2.85339627059159,NA,NA,6.7,8.46750955152449,4.04928300086151,1.57400123349351,2.83255956270486,0.603096045716948
1,"glv","high-2",10,1792,62750124991013.3,NA,NA,7.35831005449364e-15,NA,NA,6.3,8.46750955152449,4.04928300086151,1.57400123349351,2.78381374157503,0.667663849852455
1,"glv_rf_full","high-2",10,1792,1.09112730801186,NA,NA,0.255964202628058,NA,NA,6.7,8.46750955152449,4.04928300086151,1.57400123349351,2.7591487624956,0.646432804977554
1,"glv_rf","low-2",10,1792,506759537959976,NA,NA,0.102884975496402,NA,NA,0.2,8.46750955152449,4.04928300086151,1.57400123349351,6.49514646385159,2.08766209981129
2,"glv_rf","low-2",10,1792,54.5671063648259,NA,NA,0.0761142406456436,NA,NA,0.2,8.46750955152449,4.04928300086151,1.57400123349351,5.25391161226702,1.44090640433057
1,"rf","low-2",10,1792,1.03489323006254,NA,NA,0.057206041188293,NA,NA,0.1,8.46750955152449,4.04928300086151,1.57400123349351,5.89527236689689,1.61801893348104
2,"rf","low-2",10,1792,0.917638050284488,NA,NA,0.088623068203029,NA,NA,0.2,8.46750955152449,4.04928300086151,1.57400123349351,5.16949874812914,1.4977320545725
1,"naive","low-2",10,1792,1.29609176812978,NA,NA,0.210680650505152,NA,NA,0.1,8.46750955152449,4.04928300086151,1.57400123349351,5.51435256735683,1.7511525144036
2,"naive","low-2",10,1792,1.29609176812978,NA,NA,0.187157022051873,NA,NA,0.1,8.46750955152449,4.04928300086151,1.57400123349351,6.02344114408143,1.69564114800184
1,"glv","low-2",10,1792,2.94088728312433,NA,NA,5.79738277586082e-15,NA,NA,0,8.46750955152449,4.04928300086151,1.57400123349351,6.1892633945428,2.12979942277136
2,"glv","low-2",10,1792,259104086905.111,NA,NA,9.78121725897604e-16,NA,NA,0.2,8.46750955152449,4.04928300086151,1.57400123349351,3.8212758850849,0.705145695467753
1,"glv_rf_full","low-2",10,1792,1.04807248129495,NA,NA,0.095228805634721,NA,NA,0.4,8.46750955152449,4.04928300086151,1.57400123349351,5.13119996152993,1.43591586805682
2,"glv_rf_full","low-2",10,1792,1.00657257254372,NA,NA,0.0794101402067716,NA,NA,0.2,8.46750955152449,4.04928300086151,1.57400123349351,5.79243595852147,1.74523806372612
1,"glv_rf","low-3",10,1792,5.96801659681654,NA,NA,0.202706158322682,NA,NA,1,8.46750955152449,4.04928300086151,1.57400123349351,5.1008035802006,1.45799447511551
2,"glv_rf","low-3",10,1792,2.23199386191608,NA,NA,0.147043516884473,NA,NA,0.8,8.46750955152449,4.04928300086151,1.57400123349351,5.82507676725438,1.96882535559173
1,"rf","low-3",10,1792,0.985639510621598,NA,NA,0.0631581271375575,NA,NA,0.6,8.46750955152449,4.04928300086151,1.57400123349351,5.55740556390378,2.26999973238728
2,"rf","low-3",10,1792,0.989768387005614,NA,NA,0.0846949523872891,NA,NA,0.3,8.46750955152449,4.04928300086151,1.57400123349351,5.80239683502336,2.29254126523458
1,"naive","low-3",10,1792,1.29609176812978,NA,NA,0.755986294754274,NA,NA,0.7,8.46750955152449,4.04928300086151,1.57400123349351,4.30184021657268,1.18175625710874
2,"naive","low-3",10,1792,1.29609176812978,NA,NA,0.377119551479366,NA,NA,0.4,8.46750955152449,4.04928300086151,1.57400123349351,5.67587156760707,2.07703850786222
1,"glv","low-3",10,1792,3.89605149776809,NA,NA,3.50994154469764e-14,NA,NA,0.7,8.46750955152449,4.04928300086151,1.57400123349351,5.2381682216541,1.9595287531687
2,"glv","low-3",10,1792,32.6336749466567,NA,NA,2.83760704327724e-14,NA,NA,0.9,8.46750955152449,4.04928300086151,1.57400123349351,4.0988080341683,1.04874962255144
1,"glv_rf_full","low-3",10,1792,0.910547349122527,NA,NA,0.0682334773790053,NA,NA,0.6,8.46750955152449,4.04928300086151,1.57400123349351,5.03211357927192,1.63365617076973
2,"glv_rf_full","low-3",10,1792,1.02325109705173,NA,NA,0.0860405557253277,NA,NA,0.5,8.46750955152449,4.04928300086151,1.57400123349351,3.65525836180927,1.02690837220315
1,"sequential_rf","mixed",10,1792,0.560508398922192,NA,NA,0.3781276240395,NA,NA,2,8.46750955152449,4.04928300086151,1.57400123349351,2.35838244885805,0.362876546945925
2,"sequential_rf","mixed",10,1792,1.13956046693205,NA,NA,0.0974495658275522,NA,NA,2,8.46750955152449,4.04928300086151,1.57400123349351,2.45665261262464,0.383356203099125
1,"glv_rf","mixed",10,1792,353145611145.969,NA,NA,0.737707230508243,NA,NA,3,8.46750955152449,4.04928300086151,1.57400123349351,3.65458051360706,1.21420153732379
2,"glv_rf","mixed",10,1792,4.7387546626573,NA,NA,0.53294169048234,NA,NA,2.7,8.46750955152449,4.04928300086151,1.57400123349351,3.82909219294073,1.41580630694464
1,"rf","mixed",10,1792,0.448485256530025,NA,NA,0.176566546464782,NA,NA,2.6,8.46750955152449,4.04928300086151,1.57400123349351,3.91562123716529,1.50313292861546
2,"rf","mixed",10,1792,0.488594534228255,NA,NA,0.258333145780212,NA,NA,2.2,8.46750955152449,4.04928300086151,1.57400123349351,3.98726864650041,1.6240307927689
1,"naive","mixed",10,1792,1.29609176812978,NA,NA,1.54377181727161,NA,NA,3.2,8.46750955152449,4.04928300086151,1.57400123349351,3.84951807645975,1.38962741104768
2,"naive","mixed",10,1792,1.29609176812978,NA,NA,1.94375223055257,NA,NA,3.1,8.46750955152449,4.04928300086151,1.57400123349351,3.54715356534181,1.16434703213949
1,"glv","mixed",10,1792,196542329071.345,NA,NA,3.52886395050084e-14,NA,NA,3,8.46750955152449,4.04928300086151,1.57400123349351,3.22559785398496,0.976021264956578
2,"glv","mixed",10,1792,54.8235845169568,NA,NA,1.78707883998957e-05,NA,NA,3.5,8.46750955152449,4.04928300086151,1.57400123349351,3.68918036456419,1.2693577632467
1,"glv_rf_full","mixed",10,1792,0.561209395877792,NA,NA,0.185670683173496,NA,NA,3.7,8.46750955152449,4.04928300086151,1.57400123349351,3.76895771227133,1.30483322629353
2,"glv_rf_full","mixed",10,1792,0.682945933931006,NA,NA,0.141037251864374,NA,NA,3,8.46750955152449,4.04928300086151,1.57400123349351,3.50916489218672,1.03479149061479
1,"sequential_rf","prior",10,1792,0.725804774017196,NA,NA,0.276860031959962,NA,NA,7,8.46750955152449,4.04928300086151,1.57400123349351,2.3458558705031,0.383314487932852
2,"sequential_rf","prior",10,1792,0.760858099597598,NA,NA,0.300830657200613,NA,NA,7,8.46750955152449,4.04928300086151,1.57400123349351,2.3458558705031,0.383314487932852
1,"glv_rf","prior",10,1792,4730917329367.92,NA,NA,1.01964492932896,NA,NA,3.88888888888889,8.46750955152449,4.04928300086151,1.57400123349351,3.74619517196412,0.9226799257454
2,"glv_rf","prior",10,1792,135588866813560,NA,NA,0.87303538335712,NA,NA,3.5,8.46750955152449,4.04928300086151,1.57400123349351,3.94379055690366,0.989468151627579
1,"rf","prior",10,1792,0.764579528099535,NA,NA,0.361996159144408,NA,NA,3.11111111111111,8.46750955152449,4.04928300086151,1.57400123349351,4.3232186136607,1.11040286431956
2,"rf","prior",10,1792,0.732608452399563,NA,NA,0.348964507859897,NA,NA,2.8,8.46750955152449,4.04928300086151,1.57400123349351,4.55504019264356,1.19264433509546
1,"naive","prior",10,1792,1.29609176812978,NA,NA,1.52754559341178,NA,NA,4.3,8.46750955152449,4.04928300086151,1.57400123349351,3.77830815062491,0.9292540509497
2,"naive","prior",10,1792,1.29609176812978,NA,NA,0.759478920261083,NA,NA,2.2,8.46750955152449,4.04928300086151,1.57400123349351,5.45365773549023,1.38101758343095
1,"glv","prior",10,1792,2.67384364873158e+29,NA,NA,1.67485124938502e-15,NA,NA,3.11111111111111,8.46750955152449,4.04928300086151,1.57400123349351,4.37148843147044,1.10504410539013
2,"glv","prior",10,1792,4370557194344.16,NA,NA,3.57985007916607e-15,NA,NA,2.9,8.46750955152449,4.04928300086151,1.57400123349351,4.77796683374647,1.18640809408583
1,"glv_rf_full","prior",10,1792,0.665785011165474,NA,NA,0.327740674598237,NA,NA,3.11111111111111,8.46750955152449,4.04928300086151,1.57400123349351,4.32514246385669,1.1295740120255
2,"glv_rf_full","prior",10,1792,0.688978169437612,NA,NA,0.171315744350751,NA,NA,4.2,8.46750955152449,4.04928300086151,1.57400123349351,3.65577575858097,0.935065991546022
1,"glv_rf","high-2",32,1792,452395701396.617,NA,NA,2.27809824967184,NA,NA,6.21875,8.46750955152449,4.04928300086151,1.57400123349351,2.81002850826206,0.75939328246021
2,"glv_rf","high-2",32,1792,12946605650408.3,NA,NA,2.30668126436549,NA,NA,6.34375,8.46750955152449,4.04928300086151,1.57400123349351,2.76881138748454,0.693355174013869
1,"rf","high-2",32,1792,0.801075234765878,NA,NA,0.319231708326855,NA,NA,6.46875,8.46750955152449,4.04928300086151,1.57400123349351,2.86271006558639,0.734939492253961
2,"rf","high-2",32,1792,0.821696882747556,NA,NA,0.272351145610813,NA,NA,6.375,8.46750955152449,4.04928300086151,1.57400123349351,2.87982543856698,0.763789453925707
1,"naive","high-2",32,1792,1.29609176812978,NA,NA,2.9697659832409,NA,NA,6.28125,8.46750955152449,4.04928300086151,1.57400123349351,2.77743655824307,0.686888452236042
2,"naive","high-2",32,1792,1.29609176812978,NA,NA,3.0238804569734,NA,NA,6.3125,8.46750955152449,4.04928300086151,1.57400123349351,2.79231499163443,0.694952989749633
1,"glv","high-2",32,1792,213907809501.917,NA,NA,0.577290214247191,NA,NA,6.4375,8.46750955152449,4.04928300086151,1.57400123349351,2.87276578313188,0.75568921013369
2,"glv","high-2",32,1792,36281.8722208683,NA,NA,0.941480473639024,NA,NA,6.1875,8.46750955152449,4.04928300086151,1.57400123349351,2.8872123487895,0.855829019069049
1,"glv_rf_full","high-2",32,1792,0.76428215181667,NA,NA,0.296637535214002,NA,NA,6.375,8.46750955152449,4.04928300086151,1.57400123349351,2.78859132602351,0.680965516129658
2,"glv_rf_full","high-2",32,1792,0.536954532607094,NA,NA,0.243766255285755,NA,NA,6.375,8.46750955152449,4.04928300086151,1.57400123349351,2.89148573266653,0.831453326504542
1,"glv_rf","low-2",32,1792,0.697321716983913,NA,NA,0.138039042900833,NA,NA,0.25,8.46750955152449,4.04928300086151,1.57400123349351,6.82116454332601,2.52333223922841
2,"glv_rf","low-2",32,1792,0.802137313468343,NA,NA,0.18308146416757,NA,NA,0.15625,8.46750955152449,4.04928300086151,1.57400123349351,5.43090161634129,1.62700372102646
1,"rf","low-2",32,1792,0.808221295085566,NA,NA,0.0743026905080431,NA,NA,0.15625,8.46750955152449,4.04928300086151,1.57400123349351,6.16232499860326,1.95044613536749
2,"rf","low-2",32,1792,1.0164575419672,NA,NA,0.0732767247084021,NA,NA,0.1875,8.46750955152449,4.04928300086151,1.57400123349351,6.47873182441498,2.45891558890494
1,"naive","low-2",32,1792,1.29609176812978,NA,NA,0.367533110277394,NA,NA,0.28125,8.46750955152449,4.04928300086151,1.57400123349351,5.52570070074453,1.77319022349156
2,"naive","low-2",32,1792,1.29609176812978,NA,NA,0.28193093102045,NA,NA,0.21875,8.46750955152449,4.04928300086151,1.57400123349351,6.32129993243463,2.19005152540708
1,"glv","low-2",32,1792,0.419581996080781,NA,NA,2.90492259350718e-15,NA,NA,0.1875,8.46750955152449,4.04928300086151,1.57400123349351,5.49887484047886,1.50888328305181
2,"glv","low-2",32,1792,0.862641017121407,NA,NA,2.40821015275803e-15,NA,NA,0.21875,8.46750955152449,4.04928300086151,1.57400123349351,5.57578574046476,1.83978546139578
1,"glv_rf_full","low-2",32,1792,0.724458795962281,NA,NA,0.0643793103630804,NA,NA,0.1875,8.46750955152449,4.04928300086151,1.57400123349351,5.90066400784243,2.04235226813491
2,"glv_rf_full","low-2",32,1792,0.555929838279972,NA,NA,0.0921906457992398,NA,NA,0.1875,8.46750955152449,4.04928300086151,1.57400123349351,5.72192122164013,1.88231898191105
1,"glv_rf","low-3",32,1792,0.762058939537288,NA,NA,0.273928670780582,NA,NA,0.71875,8.46750955152449,4.04928300086151,1.57400123349351,4.41738044852488,1.36340375707919
2,"glv_rf","low-3",32,1792,0.730683382083164,NA,NA,0.18505549268895,NA,NA,0.59375,8.46750955152449,4.04928300086151,1.57400123349351,4.92853603149029,2.06245407999527
1,"rf","low-3",32,1792,0.63069867979261,NA,NA,0.0921215327554285,NA,NA,0.625,8.46750955152449,4.04928300086151,1.57400123349351,5.5976354260489,2.02719720742978
2,"rf","low-3",32,1792,0.750345235813801,NA,NA,0.107582106304436,NA,NA,0.6875,8.46750955152449,4.04928300086151,1.57400123349351,5.34216430957271,1.95562670246909
1,"naive","low-3",32,1792,1.29609176812978,NA,NA,0.497245933185004,NA,NA,0.6875,8.46750955152449,4.04928300086151,1.57400123349351,5.09153007049305,1.82139325483101
2,"naive","low-3",32,1792,1.29609176812978,NA,NA,0.464840840124926,NA,NA,0.625,8.46750955152449,4.04928300086151,1.57400123349351,4.95069594200331,1.75190846392077
1,"glv","low-3",32,1792,8.74884816602533,NA,NA,0.0818096295111117,NA,NA,0.59375,8.46750955152449,4.04928300086151,1.57400123349351,4.8040042456486,1.69744363876648
2,"glv","low-3",32,1792,4.31963335166088,NA,NA,9.90146055938778e-14,NA,NA,0.71875,8.46750955152449,4.04928300086151,1.57400123349351,4.99085658429146,1.64924134880813
1,"glv_rf_full","low-3",32,1792,0.57020288573984,NA,NA,0.107361329420389,NA,NA,0.4375,8.46750955152449,4.04928300086151,1.57400123349351,5.06081098391633,1.84484593336242
2,"glv_rf_full","low-3",32,1792,0.610494685875703,NA,NA,0.104030409770193,NA,NA,0.5625,8.46750955152449,4.04928300086151,1.57400123349351,5.19796844242994,1.94128641200049
1,"sequential_rf","mixed",32,1792,0.595477877426647,NA,NA,0.177931080568695,NA,NA,3,8.46750955152449,4.04928300086151,1.57400123349351,3.94987925009025,1.39314206126065
2,"sequential_rf","mixed",32,1792,0.400652761520052,NA,NA,0.216427492840399,NA,NA,1.75,8.46750955152449,4.04928300086151,1.57400123349351,4.10621352671703,1.55092689960372
1,"glv_rf","mixed",32,1792,37302450652.7976,NA,NA,0.774027944801135,NA,NA,2.15625,8.46750955152449,4.04928300086151,1.57400123349351,3.88775361508582,1.4887029171466
2,"glv_rf","mixed",32,1792,1.03969104563782,NA,NA,0.958201912061044,NA,NA,2.75,8.46750955152449,4.04928300086151,1.57400123349351,3.75689693282532,1.2683983818328
1,"rf","mixed",32,1792,0.307534832161011,NA,NA,0.18322181535678,NA,NA,2.90625,8.46750955152449,4.04928300086151,1.57400123349351,4.10484754825373,1.74227567157497
2,"rf","mixed",32,1792,0.291462849201608,NA,NA,0.161724024429475,NA,NA,2.5625,8.46750955152449,4.04928300086151,1.57400123349351,4.03890712767384,1.32213581952231
1,"naive","mixed",32,1792,1.29609176812978,NA,NA,1.12840033174391,NA,NA,2.625,8.46750955152449,4.04928300086151,1.57400123349351,4.70951564953308,2.08311496204662
2,"naive","mixed",32,1792,1.29609176812978,NA,NA,1.18930350701144,NA,NA,2.75,8.46750955152449,4.04928300086151,1.57400123349351,4.0849738870975,1.49446764361805
1,"glv","mixed",32,1792,0.391279551404531,NA,NA,0.0515558813386958,NA,NA,3.09375,8.46750955152449,4.04928300086151,1.57400123349351,4.02883262159219,1.56575993435327
2,"glv","mixed",32,1792,1593072116.11943,NA,NA,0.0342502694236622,NA,NA,2.65625,8.46750955152449,4.04928300086151,1.57400123349351,3.79004712692434,1.37050652322156
1,"glv_rf_full","mixed",32,1792,0.276347338204573,NA,NA,0.167359931759393,NA,NA,2.78125,8.46750955152449,4.04928300086151,1.57400123349351,3.93830973788858,1.45888090264046
2,"glv_rf_full","mixed",32,1792,0.29080393515571,NA,NA,0.209868139731251,NA,NA,2.71875,8.46750955152449,4.04928300086151,1.57400123349351,3.84815136733666,1.4450437091791
1,"sequential_rf","prior",32,1792,0.679939868767163,NA,NA,0.396649827222051,NA,NA,3.5,8.46750955152449,4.04928300086151,1.57400123349351,4.01225315278389,0.927816411955718
2,"sequential_rf","prior",32,1792,0.614007801393382,NA,NA,0.096043770239555,NA,NA,3.5,8.46750955152449,4.04928300086151,1.57400123349351,4.01267763855534,0.930107773172767
1,"glv_rf","prior",32,1792,1.11151736761007,NA,NA,1.10389873235037,NA,NA,3.45161290322581,8.46750955152449,4.04928300086151,1.57400123349351,3.96068879001064,1.13889963684801
2,"glv_rf","prior",32,1792,1.03191350887118,NA,NA,2.29237364226902,NA,NA,3.06451612903226,8.46750955152449,4.04928300086151,1.57400123349351,4.37880133743767,1.46450769580729
