"V1","V2","V3","V4","V5","V6"
0,0.114894800711967,0,0,0,0
0,0.114894800711967,0,0,0,0
0,0.114894800711967,0,0,0,0
0,0,0.143374573564489,1.13487836412572,0,0
0,0,0.143374573564489,1.13487836412572,0,0
0,0,0.143374573564489,1.13487836412572,0,0
0,0.0702257525191619,0,0.0339130139409606,0,0
0,0.0702257525191619,0,0.0339130139409606,0,0
0,0.0702257525191619,0,0.0339130139409606,0,0
0,0.105352356419211,0,0.00517689399286655,0,0
0,0.105352356419211,0,0.00517689399286655,0,0
0,0.105352356419211,0,0.00517689399286655,0,0
0,0.0166199614282371,0,0,0.0605096250343143,0
0,0.0166199614282371,0,0,0.0605096250343143,0
0,0.0166199614282371,0,0,0.0605096250343143,0
0,0.0959272759037382,0,0,0.00288281277604137,0
0,0.0959272759037382,0,0,0.00288281277604137,0
0,0.0959272759037382,0,0,0.00288281277604137,0
0,0.05321363270153,0,0,0,0.0692032570583091
0,0.05321363270153,0,0,0,0.0692032570583091
0,0.05321363270153,0,0,0,0.0692032570583091
0.00278626575324128,0.0165487029514645,0,0.0516190698376987,0,0
0.00278626575324128,0.0165487029514645,0,0.0516190698376987,0,0
0.00278626575324128,0.0165487029514645,0,0.0516190698376987,0,0
0,0,0,0,0,0.310794418275208
0,0,0,0,0,0.310794418275208
0,0,0,0,0,0.310794418275208
0,0,0,0.0543835154862539,0.0588363915863327,0
0,0,0,0.0543835154862539,0.0588363915863327,0
0,0,0,0.0543835154862539,0.0588363915863327,0
0,0,0,0.0677159832798136,0,0.0757569097469903
0,0,0,0.0677159832798136,0,0.0757569097469903
0,0,0,0.0677159832798136,0,0.0757569097469903
0,0,0,0,0.0908614663499327,0
0,0,0,0,0.0908614663499327,0
0,0,0,0,0.0908614663499327,0
0,0,0,0,0,0.108562495242011
0,0,0,0,0,0.108562495242011
0,0,0,0,0,0.108562495242011
0,0.0114972779709238,0,0,0.0382308963987838,0.0705451333070799
0,0.0114972779709238,0,0,0.0382308963987838,0.0705451333070799
0,0.0114972779709238,0,0,0.0382308963987838,0.0705451333070799
0.0048157095974162,0,0,0,0,0.0517723550980806
0.0048157095974162,0,0,0,0,0.0517723550980806
0.0048157095974162,0,0,0,0,0.0517723550980806
0,0,0,0.00585051749702109,0,0.27917373050049
0,0,0,0.00585051749702109,0,0.27917373050049
0,0,0,0.00585051749702109,0,0.27917373050049
0,0,0,0.0409140837516954,0.041256588407187,0.056892098882496
0,0,0,0.0409140837516954,0.041256588407187,0.056892098882496
0,0,0,0.0409140837516954,0.041256588407187,0.056892098882496
0,0,0.0113617626447918,0,0,0.0953492294806725
0,0,0.0113617626447918,0,0,0.0953492294806725
0,0,0.0113617626447918,0,0,0.0953492294806725
0.00871382499010084,0,0,0,0,0
0.00871382499010084,0,0,0,0,0
0.00871382499010084,0,0,0,0,0
0.00099469810642039,0.020477045957072,0.00365209432610321,0.0652556395007503,0,0
0.00099469810642039,0.020477045957072,0.00365209432610321,0.0652556395007503,0,0
0.00099469810642039,0.020477045957072,0.00365209432610321,0.0652556395007503,0,0
0.00106117156588586,0.0543645393121218,0,0,0.0133938722357116,0
0.00106117156588586,0.0543645393121218,0,0,0.0133938722357116,0
0.00106117156588586,0.0543645393121218,0,0,0.0133938722357116,0
0,0.0347908998388082,0.0089678224544233,0,0,0.0360116809534071
0,0.0347908998388082,0.0089678224544233,0,0,0.0360116809534071
0,0.0347908998388082,0.0089678224544233,0,0,0.0360116809534071
0.00158148064804229,0.0226306202194301,0,0.0489808704684883,0.0143217398269925,0
0.00158148064804229,0.0226306202194301,0,0.0489808704684883,0.0143217398269925,0
0.00158148064804229,0.0226306202194301,0,0.0489808704684883,0.0143217398269925,0
0,0,0,0.0491378801364031,0.126091651398123,0.0686037512458357
0,0,0,0.0491378801364031,0.126091651398123,0.0686037512458357
0,0,0,0.0491378801364031,0.126091651398123,0.0686037512458357
0,0,0,0,0.128582489425841,0.0859577420466695
0,0,0,0,0.128582489425841,0.0859577420466695
0,0,0,0,0.128582489425841,0.0859577420466695
0.00767701706495802,0,0.0133296345931184,0,0,0
0.00767701706495802,0,0.0133296345931184,0,0,0
0.00767701706495802,0,0.0133296345931184,0,0,0
0,0,0,0.460080892930505,0,0
0,0,0,0.460080892930505,0,0
0,0,0,0.460080892930505,0,0
0.00161054429431423,0,0.00510020832003024,0.0688222081415383,0,0.0130420095181201
0.00161054429431423,0,0.00510020832003024,0.0688222081415383,0,0.0130420095181201
0.00161054429431423,0,0.00510020832003024,0.0688222081415383,0,0.0130420095181201
0.00321439630381668,0,0.00145758364507893,0,0.0174908674355772,0.0355261868548836
0.00321439630381668,0,0.00145758364507893,0,0.0174908674355772,0.0355261868548836
0.00321439630381668,0,0.00145758364507893,0,0.0174908674355772,0.0355261868548836
0.0510472861605742,0,0,0,0,0
0.0510472861605742,0,0,0,0,0
0.0510472861605742,0,0,0,0,0
0.00175721001367498,0,0,0.0118545102001561,0.0652282285363264,0.0258182111790935
0.00175721001367498,0,0,0.0118545102001561,0.0652282285363264,0.0258182111790935
0.00175721001367498,0,0,0.0118545102001561,0.0652282285363264,0.0258182111790935
0.00782760972692804,0,0.00132654506581239,0,0.0188479613246184,0
0.00782760972692804,0,0.00132654506581239,0,0.0188479613246184,0
0.00782760972692804,0,0.00132654506581239,0,0.0188479613246184,0
