"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.0020994563485131,0.0020994563485131,0,0,0
0,0.0161096657391033,0.0161096657391033,0,0,0
0,0.00233467682051018,0.00233467682051018,0,0,0
0,0.0186347763821516,0,0.0186347763821516,0,0
0,0.00519345813564284,0,0.00519345813564284,0,0
0,0.00490484426035415,0,0.00490484426035415,0,0
0,0.0020994563485131,0,0,0,0.0020994563485131
0,0.0161096657391033,0,0,0,0.0161096657391033
0,0.00233467682051018,0,0,0,0.00233467682051018
0,0,0.0186347763821516,0,0.0186347763821516,0
0,0,0.00519345813564284,0,0.00519345813564284,0
0,0,0.00490484426035415,0,0.00490484426035415,0
0,0,0.0020994563485131,0,0,0.0020994563485131
0,0,0.0161096657391033,0,0,0.0161096657391033
0,0,0.00233467682051018,0,0,0.00233467682051018
0,0,0,0.0186347763821516,0.0186347763821516,0
0,0,0,0.00519345813564284,0.00519345813564284,0
0,0,0,0.00490484426035415,0.00490484426035415,0
0.0020994563485131,0,0,0,0,0
0.0161096657391033,0,0,0,0,0
0.00233467682051018,0,0,0,0,0
0.0186347763821516,0.0186347763821516,0,0,0,0
0.00519345813564284,0.00519345813564284,0,0,0,0
0.00490484426035415,0.00490484426035415,0,0,0,0
0.0020994563485131,0,0.0020994563485131,0,0,0
0.0161096657391033,0,0.0161096657391033,0,0,0
0.00233467682051018,0,0.00233467682051018,0,0,0
0.0186347763821516,0,0,0.0186347763821516,0,0
0.00519345813564284,0,0,0.00519345813564284,0,0
0.00490484426035415,0,0,0.00490484426035415,0,0
