"Tetra.action.outcome","Colp.action.outcome","Dexio.action.outcome","Loxo.action.outcome","Para.action.outcome","Spiro.action.outcome"
0.0861183323507934,0.911378297443363,0.268939219935524,0.138842707274826,0.133731677698911,0.273641796222028
0.0861183323507934,0.911378297443363,0.268939219935524,0.138842707274826,0.133731677698911,0.273641796222028
0.0861183323507934,0.911378297443363,0.268939219935524,0.138842707274826,0.133731677698911,0.273641796222028
0.10485445851721,0.923825825700574,0.695845739535621,0.159690564564687,0.184284105232076,0.248036776735257
0.10485445851721,0.923825825700574,0.695845739535621,0.159690564564687,0.184284105232076,0.248036776735257
0.10485445851721,0.923825825700574,0.695845739535621,0.159690564564687,0.184284105232076,0.248036776735257
0.250963522738126,0.826949677581957,0.882618119941885,0.844106037814872,0.719131595233599,0.183213213219332
0.250963522738126,0.826949677581957,0.882618119941885,0.844106037814872,0.719131595233599,0.183213213219332
0.250963522738126,0.826949677581957,0.882618119941885,0.844106037814872,0.719131595233599,0.183213213219332
0.227070096508283,0.818480277415276,0.812635979958936,0.888912814399137,0.173810095417873,0.739765272497915
0.227070096508283,0.818480277415276,0.812635979958936,0.888912814399137,0.173810095417873,0.739765272497915
0.227070096508283,0.818480277415276,0.812635979958936,0.888912814399137,0.173810095417873,0.739765272497915
0.100517828847974,0.786697864974997,0.668882223118073,0.164980691470293,0.696487487978104,0.816348569911806
0.100517828847974,0.786697864974997,0.668882223118073,0.164980691470293,0.696487487978104,0.816348569911806
0.100517828847974,0.786697864974997,0.668882223118073,0.164980691470293,0.696487487978104,0.816348569911806
0.243412027105553,0.849437530355594,0.247258753369419,0.881731019178976,0.076270836225825,0.152214566604974
0.243412027105553,0.849437530355594,0.247258753369419,0.881731019178976,0.076270836225825,0.152214566604974
0.243412027105553,0.849437530355594,0.247258753369419,0.881731019178976,0.076270836225825,0.152214566604974
0.204584598213302,0.933187144163114,0.835732674637567,0.913643485095464,0.18140456937324,0.189432212469549
0.204584598213302,0.933187144163114,0.835732674637567,0.913643485095464,0.18140456937324,0.189432212469549
0.204584598213302,0.933187144163114,0.835732674637567,0.913643485095464,0.18140456937324,0.189432212469549
0.138371065650128,0.875589212631029,0.278656715528853,0.117954717583152,0.279487025201001,0.74212479283396
0.138371065650128,0.875589212631029,0.278656715528853,0.117954717583152,0.279487025201001,0.74212479283396
0.138371065650128,0.875589212631029,0.278656715528853,0.117954717583152,0.279487025201001,0.74212479283396
0.745529054009975,0.879089083592258,0.236390608944666,0.951645939570818,0.0902066974286853,0.184297649154433
0.745529054009975,0.879089083592258,0.236390608944666,0.951645939570818,0.0902066974286853,0.184297649154433
0.745529054009975,0.879089083592258,0.236390608944666,0.951645939570818,0.0902066974286853,0.184297649154433
0.156498618701487,0.158332507948678,0.788048997242174,0.841779116028957,0.587073198892487,0.865560659424621
0.156498618701487,0.158332507948678,0.788048997242174,0.841779116028957,0.587073198892487,0.865560659424621
0.156498618701487,0.158332507948678,0.788048997242174,0.841779116028957,0.587073198892487,0.865560659424621
0.287424422629687,0.187914064780121,0.770110587323481,0.161211781140015,0.783755362005304,0.218896993370756
0.287424422629687,0.187914064780121,0.770110587323481,0.161211781140015,0.783755362005304,0.218896993370756
0.287424422629687,0.187914064780121,0.770110587323481,0.161211781140015,0.783755362005304,0.218896993370756
0.222450441764803,0.112101933693431,0.085437778484391,1.001454587947,0.162971638736107,0.206890298984275
0.222450441764803,0.112101933693431,0.085437778484391,1.001454587947,0.162971638736107,0.206890298984275
0.222450441764803,0.112101933693431,0.085437778484391,1.001454587947,0.162971638736107,0.206890298984275
0.252594465438003,0.085240975445474,0.12054945036315,0.838680326257471,0.814367127916806,0.158606509033468
0.252594465438003,0.085240975445474,0.12054945036315,0.838680326257471,0.814367127916806,0.158606509033468
0.252594465438003,0.085240975445474,0.12054945036315,0.838680326257471,0.814367127916806,0.158606509033468
0.207921984014078,0.105907983725324,0.237886094805602,0.865199836864304,0.247512880554316,0.788472953145869
0.207921984014078,0.105907983725324,0.237886094805602,0.865199836864304,0.247512880554316,0.788472953145869
0.207921984014078,0.105907983725324,0.237886094805602,0.865199836864304,0.247512880554316,0.788472953145869
0.215922855204463,0.173955646959039,0.253268649625678,0.192310685458424,0.803555148970577,0.801987330773927
0.215922855204463,0.173955646959039,0.253268649625678,0.192310685458424,0.803555148970577,0.801987330773927
0.215922855204463,0.173955646959039,0.253268649625678,0.192310685458424,0.803555148970577,0.801987330773927
0.108897430261557,1.04957443344429,0.284177778206412,0.118944979555407,0.672308321640494,0.860125920226188
0.108897430261557,1.04957443344429,0.284177778206412,0.118944979555407,0.672308321640494,0.860125920226188
0.108897430261557,1.04957443344429,0.284177778206412,0.118944979555407,0.672308321640494,0.860125920226188
0.173536381918872,0.157438013071438,0.814615220103239,0.899501117265922,0.256112354318151,0.868092044952972
0.173536381918872,0.157438013071438,0.814615220103239,0.899501117265922,0.256112354318151,0.868092044952972
0.173536381918872,0.157438013071438,0.814615220103239,0.899501117265922,0.256112354318151,0.868092044952972
0.900771818187151,0.1272530377281,0.773626655711736,0.159722525102915,0.13450534900264,0.824174595250288
0.900771818187151,0.1272530377281,0.773626655711736,0.159722525102915,0.13450534900264,0.824174595250288
0.900771818187151,0.1272530377281,0.773626655711736,0.159722525102915,0.13450534900264,0.824174595250288
0.785547814888526,0.922188967290125,0.795671500576329,0.931537062567,0.161077861423756,0.200298268541031
0.785547814888526,0.922188967290125,0.795671500576329,0.931537062567,0.161077861423756,0.200298268541031
0.785547814888526,0.922188967290125,0.795671500576329,0.931537062567,0.161077861423756,0.200298268541031
0.752487562885129,0.907293324506963,0.832049244830454,0.874046391548704,0.730188564075108,0.188747396194729
0.752487562885129,0.907293324506963,0.832049244830454,0.874046391548704,0.730188564075108,0.188747396194729
0.752487562885129,0.907293324506963,0.832049244830454,0.874046391548704,0.730188564075108,0.188747396194729
0.851277497138937,0.8682842039587,0.74916242729672,0.90005636322961,0.115680718460843,0.81059690145914
0.851277497138937,0.8682842039587,0.74916242729672,0.90005636322961,0.115680718460843,0.81059690145914
0.851277497138937,0.8682842039587,0.74916242729672,0.90005636322961,0.115680718460843,0.81059690145914
0.757126396556998,0.791516756058872,0.785356481904047,0.203421733238921,0.138020531874429,0.808517420877014
0.757126396556998,0.791516756058872,0.785356481904047,0.203421733238921,0.138020531874429,0.808517420877014
0.757126396556998,0.791516756058872,0.785356481904047,0.203421733238921,0.138020531874429,0.808517420877014
0.810110133545164,0.841488696039913,0.275297312801228,0.847117540392466,0.627881937003322,0.786263227932256
0.810110133545164,0.841488696039913,0.275297312801228,0.847117540392466,0.627881937003322,0.786263227932256
0.810110133545164,0.841488696039913,0.275297312801228,0.847117540392466,0.627881937003322,0.786263227932256
0.846749281478802,0.897676053170042,0.297525707620915,0.903659414099581,0.217050619803787,0.830476572049189
0.846749281478802,0.897676053170042,0.297525707620915,0.903659414099581,0.217050619803787,0.830476572049189
0.846749281478802,0.897676053170042,0.297525707620915,0.903659414099581,0.217050619803787,0.830476572049189
0.897651105821573,0.107815258916177,0.851999808379026,0.120872312160415,0.301983919160499,0.238451688390022
0.897651105821573,0.107815258916177,0.851999808379026,0.120872312160415,0.301983919160499,0.238451688390022
0.897651105821573,0.107815258916177,0.851999808379026,0.120872312160415,0.301983919160499,0.238451688390022
0.768953271508828,0.159646269672891,0.800824661825477,0.763420409183923,0.175083171958685,0.84068871564802
0.768953271508828,0.159646269672891,0.800824661825477,0.763420409183923,0.175083171958685,0.84068871564802
0.768953271508828,0.159646269672891,0.800824661825477,0.763420409183923,0.175083171958685,0.84068871564802
0.776472141529401,0.11720985073097,0.0803590831955072,0.905363479095316,0.211218208750778,0.142215901411588
0.776472141529401,0.11720985073097,0.0803590831955072,0.905363479095316,0.211218208750778,0.142215901411588
0.776472141529401,0.11720985073097,0.0803590831955072,0.905363479095316,0.211218208750778,0.142215901411588
0.76580861489169,0.0722233261538067,0.0756015435091683,0.794960163017124,1.11944088539805,0.131932411007446
0.76580861489169,0.0722233261538067,0.0756015435091683,0.794960163017124,1.11944088539805,0.131932411007446
0.76580861489169,0.0722233261538067,0.0756015435091683,0.794960163017124,1.11944088539805,0.131932411007446
0.778655340634626,0.127387758672488,0.168799341784169,1.10808976265404,0.55072402899512,0.819768129038827
0.778655340634626,0.127387758672488,0.168799341784169,1.10808976265404,0.55072402899512,0.819768129038827
0.778655340634626,0.127387758672488,0.168799341784169,1.10808976265404,0.55072402899512,0.819768129038827
0.842486369079346,0.0325831782570084,0.290378341293251,0.214344277244226,0.715346814335406,0.138140290993651
0.842486369079346,0.0325831782570084,0.290378341293251,0.214344277244226,0.715346814335406,0.138140290993651
0.842486369079346,0.0325831782570084,0.290378341293251,0.214344277244226,0.715346814335406,0.138140290993651
0.83909843610768,0.0910303071875111,0.820123775374768,0.116049023955183,0.721010537110705,0.124798503773592
0.83909843610768,0.0910303071875111,0.820123775374768,0.116049023955183,0.721010537110705,0.124798503773592
0.83909843610768,0.0910303071875111,0.820123775374768,0.116049023955183,0.721010537110705,0.124798503773592
0.858722758762422,0.109402732477389,0.311061193441088,0.17009940490441,0.249106748765159,0.853996661753066
0.858722758762422,0.109402732477389,0.311061193441088,0.17009940490441,0.249106748765159,0.853996661753066
0.858722758762422,0.109402732477389,0.311061193441088,0.17009940490441,0.249106748765159,0.853996661753066
