"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action","temperature.initial","Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome","state_idx"
1,1,0,1,0,0,23,0.00362685521772529,0.000528835033054514,0,0.00729942263133093,0,0,11
1,1,0,1,0,0,15,0.00240515837262241,0.0494063902804008,0,0.0558837050141261,0,0,11
1,1,0,1,0,0,19,0.00324834529103447,0.0350201880565254,0,0.0406655742144391,0,0,11
0,0,1,0,0,0,17,0,0,0.00231841478411422,0,0,0,4
0,0,1,0,0,0,15,0,0,0.0137694090843705,0,0,0,4
0,0,1,0,0,0,21,0,0,0.00262996341895741,0,0,0,4
0,1,0,0,1,1,23,0,0.00451438815037514,0,0,0.00418857885468488,0.00239589494464833,50
0,1,0,0,1,1,19,0,0.0237165050025848,0,0,0.0198504522316402,0.00726635821535529,50
0,1,0,0,1,1,17,0,0.0437116826761008,0,0,0.0109963762182558,0.0580015882283649,50
0,0,1,1,0,1,23,0,0,0.00166875429990021,0.00882174090892155,0,0.0197153757001609,44
0,0,1,1,0,1,23,0,0,0.00191072687852899,0.0293373446351716,0,0.0464598625912809,44
0,0,1,1,0,1,21,0,0,0.000256168359680522,0.0219528825477755,0,0.0717892114247556,44
1,1,1,1,1,0,21,0.000952087777171271,0.0100343470049616,0.000303184556586473,0.00115754855466239,0.0133026143935928,0,31
1,1,1,1,1,0,17,0.000344014101266769,0.00124860510731416,0.000857748146417246,0.000126994799724117,0.0187731068310983,0,31
1,1,1,1,1,0,25,0.002383197,0.001290502,5.707246e-05,0,0.002004631,0,31
1,1,1,0,1,1,23,0.004406538,0.006608934,0.0003252092,0,0.01997957,0.01957676,55
1,1,1,0,1,1,23,4.448299e-05,0.002118265,0.0006333728,0,0.003930808,0.03777655,55
1,1,1,0,1,1,19,0.0007467856,0.009620951,0.0003233297,0,0.0195461,0.02082621,55
1,1,0,1,1,0,23,3.538656e-05,0.007968003,0,0.001617744,0.002035569,0,27
1,1,0,1,1,0,19,0.005127666,0.02326812,0,0.00533908,0.02902072,0,27
1,1,0,1,1,0,25,0,0.003610484,0,0,0.004440923,0,27
1,1,0,0,1,1,15,0.008450486,0.0259273,0,0,0.02258006,0.0128558,51
1,1,0,0,1,1,21,0.0007735189,0.007498656,0,0,0.0007815935,0.01905607,51
1,1,0,0,1,1,25,0.0002904508,0.006964967,0,0,0.02153308,0.04769925,51
1,0,1,1,1,1,25,0.005207087,0,0.006875664,0.05460668,0.02259756,0.03060802,61
1,0,1,1,1,1,21,0.0003970192,0,0.0003314403,0.008517594,0.03851551,0.01384121,61
1,0,1,1,1,1,23,0.001305824,0,1.028574e-05,0.004675375,0.02515268,0.0156956,61
1,0,0,1,1,0,23,0.001226482,0,0,0.004308281,0.009960107,0,25
1,0,0,1,1,0,25,0,0,0,0.000491094,0.01005973,0,25
1,0,0,1,1,0,17,0.0004693459,0,0,0.0007912471,0.06815182,0,25
