"V1","V2","V3","V4","V5","V6"
0,0.0292061026804395,0,0,0.0600544161579602,0.0648519059602545
0,0.0292061026804395,0,0,0.0600544161579602,0.0648519059602545
0,0.0292061026804395,0,0,0.0600544161579602,0.0648519059602545
0,0.0870392974034253,0,0.0432975755362432,0,0
0,0.0870392974034253,0,0.0432975755362432,0,0
0,0.0870392974034253,0,0.0432975755362432,0,0
0,0.025268602314874,0,0,0.0550644749970153,0.0448541258931671
0,0.025268602314874,0,0,0.0550644749970153,0.0448541258931671
0,0.025268602314874,0,0,0.0550644749970153,0.0448541258931671
0.00126398163208763,0.0906326471441291,0,0.0640710044807054,0,0
0.00126398163208763,0.0906326471441291,0,0.0640710044807054,0,0
0.00126398163208763,0.0906326471441291,0,0.0640710044807054,0,0
0,0,0,0,0,5.21290630205936
0,0,0,0,0,5.21290630205936
0,0,0,0,0,5.21290630205936
0.388013974525884,0,0,0,0,0
0.388013974525884,0,0,0,0,0
0.388013974525884,0,0,0,0,0
0.000520365395562153,0.0296989964959731,0,0,0.0602614080883834,0.0620748875052268
0.000520365395562153,0.0296989964959731,0,0,0.0602614080883834,0.0620748875052268
0.000520365395562153,0.0296989964959731,0,0,0.0602614080883834,0.0620748875052268
0,0.0023613056083448,0,0,0.0321253184168877,0.00552090908297354
0,0.0023613056083448,0,0,0.0321253184168877,0.00552090908297354
0,0.0023613056083448,0,0,0.0321253184168877,0.00552090908297354
0,0,0,0,0.0406992307097321,0
0,0,0,0,0.0406992307097321,0
0,0,0,0,0.0406992307097321,0
0,0,0,0,0.0420604302197492,0
0,0,0,0,0.0420604302197492,0
0,0,0,0,0.0420604302197492,0
