"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.000459596671694338,0,0,0,0
0,0.00625826307980816,0,0,0,0
0,0.000515489550291503,0,0,0,0
0,0.0121351229005887,0.0121351229005887,0.0121351229005887,0.0121351229005887,0.0121351229005887
0,0.00878760558518396,0.00878760558518396,0.00878760558518396,0.00878760558518396,0.00878760558518396
0,0.0221738882366347,0.0221738882366347,0.0221738882366347,0.0221738882366347,0.0221738882366347
0,0,0.000459596671694338,0,0,0
0,0,0.00625826307980816,0,0,0
0,0,0.000515489550291503,0,0,0
0,0,0,0.0121351229005887,0,0
0,0,0,0.00878760558518396,0,0
0,0,0,0.0221738882366347,0,0
0,0,0,0,0.000459596671694338,0
0,0,0,0,0.00625826307980816,0
0,0,0,0,0.000515489550291503,0
0,0,0,0,0,0.0121351229005887
0,0,0,0,0,0.00878760558518396
0,0,0,0,0,0.0221738882366347
0.000459596671694338,0,0,0,0,0
0.00625826307980816,0,0,0,0,0
0.000515489550291503,0,0,0,0,0
0.0121351229005887,0.0121351229005887,0.0121351229005887,0.0121351229005887,0,0.0121351229005887
0.00878760558518396,0.00878760558518396,0.00878760558518396,0.00878760558518396,0,0.00878760558518396
0.0221738882366347,0.0221738882366347,0.0221738882366347,0.0221738882366347,0,0.0221738882366347
0.000459596671694338,0.000459596671694338,0.000459596671694338,0,0.000459596671694338,0.000459596671694338
0.00625826307980816,0.00625826307980816,0.00625826307980816,0,0.00625826307980816,0.00625826307980816
0.000515489550291503,0.000515489550291503,0.000515489550291503,0,0.000515489550291503,0.000515489550291503
0.0121351229005887,0,0.0121351229005887,0.0121351229005887,0.0121351229005887,0.0121351229005887
0.00878760558518396,0,0.00878760558518396,0.00878760558518396,0.00878760558518396,0.00878760558518396
0.0221738882366347,0,0.0221738882366347,0.0221738882366347,0.0221738882366347,0.0221738882366347
