"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.00324889373283552,0,0.00324889373283552,0.00324889373283552,0.00324889373283552
0,0.0108268540543098,0,0.0108268540543098,0.0108268540543098,0.0108268540543098
0,0.00151712435207331,0,0.00151712435207331,0.00151712435207331,0.00151712435207331
0,0,0.0132271428901917,0.0132271428901917,0.0132271428901917,0.0132271428901917
0,0,0.0192761559051901,0.0192761559051901,0.0192761559051901,0.0192761559051901
0,0,0.0209279171618808,0.0209279171618808,0.0209279171618808,0.0209279171618808
0.00324889373283552,0.00324889373283552,0.00324889373283552,0.00324889373283552,0,0
0.0108268540543098,0.0108268540543098,0.0108268540543098,0.0108268540543098,0,0
0.00151712435207331,0.00151712435207331,0.00151712435207331,0.00151712435207331,0,0
0.0132271428901917,0.0132271428901917,0.0132271428901917,0.0132271428901917,0.0132271428901917,0
0.0192761559051901,0.0192761559051901,0.0192761559051901,0.0192761559051901,0.0192761559051901,0
0.0209279171618808,0.0209279171618808,0.0209279171618808,0.0209279171618808,0.0209279171618808,0
0.00324889373283552,0.00324889373283552,0.00324889373283552,0,0.00324889373283552,0.00324889373283552
0.0108268540543098,0.0108268540543098,0.0108268540543098,0,0.0108268540543098,0.0108268540543098
0.00151712435207331,0.00151712435207331,0.00151712435207331,0,0.00151712435207331,0.00151712435207331
0.0132271428901917,0.0132271428901917,0.0132271428901917,0,0,0.0132271428901917
0.0192761559051901,0.0192761559051901,0.0192761559051901,0,0,0.0192761559051901
0.0209279171618808,0.0209279171618808,0.0209279171618808,0,0,0.0209279171618808
0.00324889373283552,0.00324889373283552,0,0.00324889373283552,0.00324889373283552,0.00324889373283552
0.0108268540543098,0.0108268540543098,0,0.0108268540543098,0.0108268540543098,0.0108268540543098
0.00151712435207331,0.00151712435207331,0,0.00151712435207331,0.00151712435207331,0.00151712435207331
0.0132271428901917,0.0132271428901917,0,0,0.0132271428901917,0.0132271428901917
0.0192761559051901,0.0192761559051901,0,0,0.0192761559051901,0.0192761559051901
0.0209279171618808,0.0209279171618808,0,0,0.0209279171618808,0.0209279171618808
0.00324889373283552,0,0.00324889373283552,0.00324889373283552,0,0.00324889373283552
0.0108268540543098,0,0.0108268540543098,0.0108268540543098,0,0.0108268540543098
0.00151712435207331,0,0.00151712435207331,0.00151712435207331,0,0.00151712435207331
0.0132271428901917,0,0.0132271428901917,0,0.0132271428901917,0.0132271428901917
0.0192761559051901,0,0.0192761559051901,0,0.0192761559051901,0.0192761559051901
0.0209279171618808,0,0.0209279171618808,0,0.0209279171618808,0.0209279171618808
