"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0.00138135769032734,0.00138135769032734,0,0.00138135769032734,0,0
0.00876857077704391,0.00876857077704391,0,0.00876857077704391,0,0
0.00107569145761852,0.00107569145761852,0,0.00107569145761852,0,0
0,0,0.00818641028020504,0,0,0
0,0,0.0122467196676424,0,0,0
0,0,0.0141187920368189,0,0,0
0,0.00138135769032734,0,0,0.00138135769032734,0.00138135769032734
0,0.00876857077704391,0,0,0.00876857077704391,0.00876857077704391
0,0.00107569145761852,0,0,0.00107569145761852,0.00107569145761852
0,0,0.00818641028020504,0.00818641028020504,0,0.00818641028020504
0,0,0.0122467196676424,0.0122467196676424,0,0.0122467196676424
0,0,0.0141187920368189,0.0141187920368189,0,0.0141187920368189
0.00138135769032734,0.00138135769032734,0.00138135769032734,0.00138135769032734,0.00138135769032734,0
0.00876857077704391,0.00876857077704391,0.00876857077704391,0.00876857077704391,0.00876857077704391,0
0.00107569145761852,0.00107569145761852,0.00107569145761852,0.00107569145761852,0.00107569145761852,0
0.00818641028020504,0.00818641028020504,0.00818641028020504,0,0.00818641028020504,0.00818641028020504
0.0122467196676424,0.0122467196676424,0.0122467196676424,0,0.0122467196676424,0.0122467196676424
0.0141187920368189,0.0141187920368189,0.0141187920368189,0,0.0141187920368189,0.0141187920368189
0.00138135769032734,0.00138135769032734,0,0.00138135769032734,0.00138135769032734,0
0.00876857077704391,0.00876857077704391,0,0.00876857077704391,0.00876857077704391,0
0.00107569145761852,0.00107569145761852,0,0.00107569145761852,0.00107569145761852,0
0.00818641028020504,0.00818641028020504,0,0,0.00818641028020504,0.00818641028020504
0.0122467196676424,0.0122467196676424,0,0,0.0122467196676424,0.0122467196676424
0.0141187920368189,0.0141187920368189,0,0,0.0141187920368189,0.0141187920368189
0.00138135769032734,0,0.00138135769032734,0.00138135769032734,0.00138135769032734,0.00138135769032734
0.00876857077704391,0,0.00876857077704391,0.00876857077704391,0.00876857077704391,0.00876857077704391
0.00107569145761852,0,0.00107569145761852,0.00107569145761852,0.00107569145761852,0.00107569145761852
0.00818641028020504,0,0,0.00818641028020504,0.00818641028020504,0
0.0122467196676424,0,0,0.0122467196676424,0.0122467196676424,0
0.0141187920368189,0,0,0.0141187920368189,0.0141187920368189,0
