"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.000232738811847564,0,0,0.000232738811847564,0
0,0.00726943392953448,0,0,0.00726943392953448,0
0,0.000480763388651326,0,0,0.000480763388651326,0
0,0,0.0112849907095679,0.0112849907095679,0,0
0,0,0.00974739201195761,0.00974739201195761,0,0
0,0,0.020092780476342,0.020092780476342,0,0
0,0,0.000232738811847564,0,0,0.000232738811847564
0,0,0.00726943392953448,0,0,0.00726943392953448
0,0,0.000480763388651326,0,0,0.000480763388651326
0,0,0,0.0112849907095679,0.0112849907095679,0
0,0,0,0.00974739201195761,0.00974739201195761,0
0,0,0,0.020092780476342,0.020092780476342,0
0,0,0,0,0.000232738811847564,0
0,0,0,0,0.00726943392953448,0
0,0,0,0,0.000480763388651326,0
0,0,0,0,0.0112849907095679,0.0112849907095679
0,0,0,0,0.00974739201195761,0.00974739201195761
0,0,0,0,0.020092780476342,0.020092780476342
0,0,0,0,0,0.000232738811847564
0,0,0,0,0,0.00726943392953448
0,0,0,0,0,0.000480763388651326
0.0112849907095679,0,0,0,0,0
0.00974739201195761,0,0,0,0,0
0.020092780476342,0,0,0,0,0
0.000232738811847564,0.000232738811847564,0,0,0,0
0.00726943392953448,0.00726943392953448,0,0,0,0
0.000480763388651326,0.000480763388651326,0,0,0,0
0.0112849907095679,0,0,0,0,0.0112849907095679
0.00974739201195761,0,0,0,0,0.00974739201195761
0.020092780476342,0,0,0,0,0.020092780476342
