"V1","V2","V3","V4","V5","V6"
0,0.0070153227449877,0.00162981584580589,0,0.0110452587937812,0.0197265485712967
0,0.0070153227449877,0.00162981584580589,0,0.0110452587937812,0.0197265485712967
0,0.0070153227449877,0.00162981584580589,0,0.0110452587937812,0.0197265485712967
0,0.0162740974357228,0,0.0200347890534609,0.0631597236262255,0
0,0.0162740974357228,0,0.0200347890534609,0.0631597236262255,0
0,0.0162740974357228,0,0.0200347890534609,0.0631597236262255,0
0.00312160607989616,0.0703902431842193,0.00100812331247689,0.0339027812026006,0,0
0.00312160607989616,0.0703902431842193,0.00100812331247689,0.0339027812026006,0,0
0.00312160607989616,0.0703902431842193,0.00100812331247689,0.0339027812026006,0,0
0.00166853040662648,0.0352211040962927,0,0.0204071257177697,0,0.152951598461566
0.00166853040662648,0.0352211040962927,0,0.0204071257177697,0,0.152951598461566
0.00166853040662648,0.0352211040962927,0,0.0204071257177697,0,0.152951598461566
0.00397638624176823,0.0226772556624085,0.000748643539157607,0,0.0219942121015159,0
0.00397638624176823,0.0226772556624085,0.000748643539157607,0,0.0219942121015159,0
0.00397638624176823,0.0226772556624085,0.000748643539157607,0,0.0219942121015159,0
0.00387825457289967,0.0211407579783256,0.000589414119866466,0,0.0224566261243785,0.012292293383715
0.00387825457289967,0.0211407579783256,0.000589414119866466,0,0.0224566261243785,0.012292293383715
0.00387825457289967,0.0211407579783256,0.000589414119866466,0,0.0224566261243785,0.012292293383715
0.0630545966933217,0.00741520000391858,0,0.0696011430415302,0,0
0.0630545966933217,0.00741520000391858,0,0.0696011430415302,0,0
0.0630545966933217,0.00741520000391858,0,0.0696011430415302,0,0
0,0.0272971644312651,0,0,0.0484670349255781,0.0434909012647624
0,0.0272971644312651,0,0,0.0484670349255781,0.0434909012647624
0,0.0272971644312651,0,0,0.0484670349255781,0.0434909012647624
0.00247369157452825,0,0.00128589518959935,0,0.0203386278705992,0.0400157879731066
0.00247369157452825,0,0.00128589518959935,0,0.0203386278705992,0.0400157879731066
0.00247369157452825,0,0.00128589518959935,0,0.0203386278705992,0.0400157879731066
0,0,0,0,1.15945565478873,3.74235465048906
0,0,0,0,1.15945565478873,3.74235465048906
0,0,0,0,1.15945565478873,3.74235465048906
