"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action","temperature.initial","Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome","state_idx"
0,1,0,0,0,0,17,0,0.0513014074957963,0,0,0,0,2
0,1,0,0,0,0,21,0,0.0180803650081144,0,0,0,0,2
0,1,0,0,0,0,15,0,0.0213135002396683,0,0,0,0,2
0,1,1,0,0,0,19,0,0.0443049941040109,0.00519034310588137,0,0,0,6
0,1,1,0,0,0,25,0,0.0122293698196163,0.00112388395664267,0,0,0,6
0,1,1,0,0,0,23,0,0.0367385816983184,0.000312590347561189,0,0,0,6
0,1,1,1,1,0,21,0,0.0295676095704992,0.000459399709222601,0.0126460851205033,0.0067195510357448,0,30
0,1,1,1,1,0,23,0,0.00301921748371947,0,0.00605822937565934,0.00852296925867695,0,30
0,1,1,1,1,0,21,0,0.00985208578991015,0.00143777304074462,0.00573346095132535,0.0126808087950478,0,30
0,1,1,1,1,1,15,0,0.0248171381852983,0.000738320797266174,0.02167787606159,0.0913748257070839,0.0290879437599107,62
0,1,1,1,1,1,25,0,0.002519112473604,0.000825513424118232,0.00709067969213659,0.0214364984315001,0.00993371437874387,62
0,1,1,1,1,1,15,0,0.0232193471673477,0.0013013538885735,0.0199368610277916,0.049022573247926,0.0998056690944552,62
0,1,0,1,0,0,21,0,0.0167256963961109,0,0.00384127518989343,0,0,10
0,1,0,1,0,0,19,0,0.0493803951059207,0,0.035108790137522,0,0,10
0,1,0,1,0,0,25,0,0.00474500400033193,0,0.0210579750350552,0,0,10
0,1,0,1,1,1,25,0,0.0064470015677326,0,0.0329571052638928,0.01280011113221,0.00954895546265324,58
0,1,0,1,1,1,23,0,0.00979554200085416,0,0.000117368031597822,0.0203363813806994,0.0254956894535473,58
0,1,0,1,1,1,21,0,0.0112248088031539,0,0.00594440988736081,0.0287986736418931,0.00100978363956406,58
0,1,0,0,1,0,23,0,0.00746656548355011,0,0,0.00327134290972815,0,18
0,1,0,0,1,0,19,0,0.0175611640754944,0,0,0.0159980769168731,0,18
0,1,0,0,1,0,25,0,0.00696081681240187,0,0,0.00367134919020502,0,18
0,1,1,0,1,0,17,0,0.0333198306842188,0.000413423071720359,0,0.0224556216405895,0,22
0,1,1,0,1,0,25,0,0.00636313111215105,0.000501757331098813,0,0.00604465571135799,0,22
0,1,1,0,1,0,21,0,0.0123628206875944,0.000325731927907146,0,0.0145241041719357,0,22
