"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,206,0,0
0,0,0,0,0,0,242,0,0
0,0,0,0,0,3,293,0,0
0,0,0,142,0,0,49,0,0
0,0,0,199,0,0,109,0,0
0,0,0,242,0,0,5,0,0
0,0,0,231,0,0,1,40,0
0,0,0,192,0,0,19,26,0
0,0,0,212,0,0,1,17,0
0,0,0,167,0,0,0,0,63
0,0,0,249,0,0,0,0,11
0,0,0,246,0,0,0,0,2
0,0,0,227,0,0,0,8,12
0,0,0,161,0,0,0,6,3
0,0,0,203,0,2,0,8,3
0,0,0,116,37,0,2,11,0
0,0,0,84,149,0,6,23,0
0,0,0,125,55,0,37,4,0
0,0,0,140,92,0,0,0,0
0,0,0,197,75,0,0,22,0
0,0,0,77,162,0,4,9,0
0,0,187,0,0,0,0,126,29
0,0,149,0,0,0,0,56,73
0,0,130,0,0,0,0,92,11
0,0,8,0,143,0,0,48,10
0,0,4,0,215,0,0,56,5
0,0,9,0,208,0,0,29,41
0,0,38,0,171,0,12,0,4
0,0,92,0,194,0,4,0,17
0,0,28,0,191,0,7,0,25
0,0,17,0,246,0,7,45,0
0,0,40,0,242,0,4,36,0
0,0,30,0,188,0,25,49,0
0,0,67,0,306,0,0,0,0
0,0,86,0,168,0,0,0,0
0,0,78,0,183,0,5,16,8
0,0,5,0,118,0,19,29,4
0,0,69,0,122,0,0,8,1
0,0,15,173,0,0,0,0,0
0,0,2,209,0,0,0,0,0
0,0,63,210,0,0,0,0,0
0,0,0,208,0,0,1,8,0
0,0,1,260,0,0,4,16,0
0,0,37,153,0,0,0,15,2
0,0,21,155,0,8,0,0,0
0,0,55,193,0,0,0,0,0
0,0,7,240,0,0,0,0,0
0,0,64,244,0,0,2,7,0
0,0,38,164,0,0,17,30,0
0,0,2,167,0,0,1,14,0
0,0,46,153,114,0,0,0,0
0,0,13,137,87,0,0,0,0
0,0,14,148,99,0,3,0,0
0,0,9,99,64,0,3,8,0
0,0,5,96,99,0,0,4,3
0,0,13,142,132,0,0,0,0
0,0,2,161,116,0,6,0,0
0,0,0,139,97,0,0,24,0
0,0,3,153,67,1,0,7,0
0,0,0,161,92,0,0,0,0
0,0,3,89,53,0,5,0,3
0,0,42,42,154,0,0,1,0
0,210,0,0,0,0,0,0,0
0,161,0,0,0,0,0,0,0
0,180,0,0,0,0,0,0,0
0,4,0,0,0,0,197,0,171
0,5,0,0,0,0,182,0,97
0,5,0,0,0,0,258,0,93
0,42,0,0,0,204,0,0,0
0,42,0,0,0,141,0,0,0
0,33,0,0,0,209,0,0,0
0,0,0,0,0,64,0,248,0
0,0,0,0,0,1,0,159,0
0,0,0,0,0,0,0,182,0
0,0,0,0,0,2,147,0,55
0,2,0,0,0,1,248,0,32
0,3,0,0,0,0,239,0,89
0,0,0,0,170,0,1,14,0
0,0,0,0,227,0,13,58,0
0,0,0,0,289,0,4,42,0
0,0,0,0,289,0,0,0,0
0,0,0,0,187,0,0,39,2
0,0,0,0,227,0,0,71,15
0,12,0,0,239,0,36,0,0
0,3,0,0,292,0,34,0,0
0,0,0,0,222,0,32,0,0
0,0,0,227,0,0,0,0,0
0,1,0,200,0,0,0,0,0
0,0,0,240,0,0,0,0,0
0,0,0,273,0,0,0,39,0
0,0,0,277,0,0,0,6,0
0,0,0,196,0,0,0,13,0
0,0,0,231,0,0,0,0,0
0,0,0,178,0,0,0,0,0
0,0,0,252,0,0,0,0,0
