"a","b","c","d","e","f","g","h","i","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","feasible.and.stable","state_idx"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,307,NA,256
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,306,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,162,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,299,0,NA,128
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,177,94,NA,384
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,279,103,NA,384
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,231,16,NA,384
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,206,0,0,NA,64
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,242,0,0,NA,64
0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,168,0,22,NA,320
0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,280,0,74,NA,320
0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,297,0,151,NA,320
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,94,216,0,NA,192
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,135,163,0,NA,192
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,200,167,0,NA,192
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,169,149,79,NA,448
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,140,157,9,NA,448
0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,182,99,46,NA,448
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,163,0,0,0,NA,32
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,194,0,0,0,NA,32
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,9,0,0,266,NA,288
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,62,0,0,243,NA,288
