"a","b","c","d","e","f","g","h","i","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","feasible.and.stable","state_idx"
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,299,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,162,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,306,0,NA,128
0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,293,0,0,NA,96
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,106,119,0,NA,224
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,128,150,0,NA,224
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,118,131,0,NA,224
0,0,0,0,1,0,0,0,1,2,0,0,0,0,247,0,0,0,97,NA,272
0,0,0,0,1,0,0,0,1,2,0,0,0,0,226,0,0,0,103,NA,272
0,0,0,0,1,0,0,0,1,2,0,0,0,0,190,0,0,0,29,NA,272
0,0,0,0,1,0,1,0,0,2,0,0,0,0,240,0,58,0,0,NA,80
0,0,0,0,1,0,1,0,0,2,0,0,0,0,296,0,123,0,0,NA,80
0,0,0,0,1,0,1,0,0,2,0,0,0,0,209,0,50,0,0,NA,80
0,0,0,1,0,0,0,0,1,2,0,0,0,203,0,0,0,0,1,NA,264
0,0,0,1,0,0,0,0,1,1,0,0,0,220,0,0,0,0,0,NA,264
0,0,0,1,0,0,0,0,1,2,0,0,0,165,0,0,0,0,42,NA,264
0,0,0,1,0,0,1,1,1,4,0,0,0,201,0,0,65,16,20,NA,456
0,0,0,1,0,0,1,1,1,4,0,0,0,237,0,0,2,15,2,NA,456
0,0,0,1,0,0,1,1,1,4,0,0,0,168,0,0,20,29,6,NA,456
0,0,0,1,0,1,0,0,0,2,0,0,0,202,0,3,0,0,0,NA,40
0,0,0,1,0,1,0,0,0,2,0,0,0,194,0,18,0,0,0,NA,40
0,0,0,1,0,1,1,0,0,2,0,0,0,159,0,0,10,0,0,NA,104
0,0,0,1,0,1,1,0,0,3,0,0,0,224,0,1,62,0,0,NA,104
0,0,0,1,0,1,1,0,0,2,0,0,0,261,0,0,5,0,0,NA,104
0,0,0,1,0,1,1,1,1,4,0,0,0,180,0,0,4,10,2,NA,488
0,0,0,1,0,1,1,1,1,4,0,0,0,157,0,0,84,9,3,NA,488
0,0,0,1,0,1,1,1,1,3,0,0,0,207,0,0,15,16,0,NA,488
0,0,0,1,1,0,1,1,0,4,0,0,0,125,55,0,37,4,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,116,37,0,2,11,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,84,149,0,6,23,0,NA,216
0,0,0,1,1,0,1,1,1,3,0,0,0,197,75,0,0,22,0,NA,472
0,0,0,1,1,0,1,1,1,4,0,0,0,77,162,0,4,9,0,NA,472
0,0,0,1,1,0,1,1,1,2,0,0,0,140,92,0,0,0,0,NA,472
0,0,0,1,1,1,0,1,1,4,0,0,0,210,51,0,0,1,1,NA,440
0,0,0,1,1,1,0,1,1,4,0,0,0,128,166,0,0,19,1,NA,440
0,0,0,1,1,1,0,1,1,3,0,0,0,111,80,0,0,3,0,NA,440
0,0,1,0,0,0,0,0,1,2,0,0,172,0,0,0,0,0,121,NA,260
0,0,1,0,0,0,0,0,1,2,0,0,261,0,0,0,0,0,10,NA,260
0,0,1,0,0,0,0,0,1,2,0,0,209,0,0,0,0,0,111,NA,260
0,0,1,0,0,1,1,0,1,3,0,0,191,0,0,0,48,0,18,NA,356
0,0,1,0,0,1,1,0,1,3,0,0,234,0,0,0,47,0,13,NA,356
0,0,1,0,0,1,1,0,1,4,0,0,274,0,0,1,4,0,15,NA,356
0,0,1,0,1,0,1,0,0,3,0,0,36,0,191,0,4,0,0,NA,84
0,0,1,0,1,0,1,0,0,3,0,0,61,0,159,0,75,0,0,NA,84
0,0,1,0,1,0,1,0,0,3,0,0,92,0,151,0,6,0,0,NA,84
