"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,306,0
0,0,0,0,0,0,0,299,0
0,0,0,0,0,0,0,162,0
0,0,0,0,0,0,182,99,46
0,0,0,0,0,0,169,149,79
0,0,0,0,0,0,140,157,9
0,0,0,0,0,9,0,0,266
0,0,0,0,0,62,0,0,243
0,0,0,0,0,0,0,200,25
0,0,0,0,0,1,0,166,45
0,0,0,0,0,2,0,103,141
0,0,0,0,0,0,106,119,0
0,0,0,0,0,0,128,150,0
0,0,0,0,0,0,118,131,0
0,0,0,0,236,0,0,0,0
0,0,0,0,283,0,0,0,0
0,0,0,0,286,0,0,0,0
0,0,0,0,235,0,0,77,0
0,0,0,0,230,17,0,50,0
0,0,0,0,144,1,0,47,6
0,0,0,0,163,4,0,39,14
0,0,0,0,106,0,0,61,4
0,0,0,0,251,2,77,0,0
0,0,0,0,274,0,70,0,0
0,0,0,0,113,4,84,0,0
0,0,0,0,108,0,11,37,3
0,0,0,0,272,0,0,40,23
0,0,0,0,123,0,4,77,32
0,0,0,188,0,0,0,0,0
0,0,0,240,0,0,0,0,0
0,0,0,236,0,0,0,0,0
0,0,0,158,0,0,0,46,0
0,0,0,231,0,0,0,29,0
0,0,0,223,0,0,0,64,0
0,0,0,211,0,0,0,17,35
0,0,0,177,0,0,0,8,0
0,0,0,298,0,0,0,25,0
0,0,0,242,0,0,5,0,0
0,0,0,199,0,0,109,0,0
0,0,0,142,0,0,49,0,0
0,0,0,254,0,0,1,0,0
0,0,0,207,0,0,22,0,4
0,0,0,300,0,0,65,0,1
0,0,0,192,0,0,19,26,0
0,0,0,231,0,0,1,40,0
0,0,0,212,0,0,1,17,0
0,0,0,194,0,18,0,0,0
0,0,0,202,0,3,0,0,0
0,0,0,227,0,0,0,8,12
0,0,0,161,0,0,0,6,3
0,0,0,203,0,2,0,8,3
0,0,0,164,0,0,21,0,5
0,0,0,152,0,0,9,0,4
0,0,0,155,0,1,6,0,0
0,0,0,207,0,0,15,16,0
0,0,0,180,0,0,4,10,2
0,0,0,157,0,0,84,9,3
0,0,0,144,138,0,0,0,0
0,0,0,137,86,0,0,0,0
0,0,0,140,84,0,0,0,1
0,0,0,125,138,0,0,14,0
0,0,0,163,94,0,0,5,0
0,0,0,82,56,0,0,18,0
0,0,0,99,150,0,0,26,14
0,0,0,99,74,0,0,5,1
0,0,0,137,49,0,0,18,0
0,0,0,77,162,0,4,9,0
0,0,0,197,75,0,0,22,0
0,0,0,140,92,0,0,0,0
0,0,0,201,126,0,0,0,0
0,0,0,134,90,0,0,0,2
0,0,0,165,95,0,0,0,6
0,0,0,111,80,0,0,3,0
0,0,0,128,166,0,0,19,1
0,0,0,210,51,0,0,1,1
0,0,0,81,129,0,0,6,0
0,0,0,107,45,0,20,20,9
0,0,0,177,94,0,1,9,3
0,0,257,0,0,0,0,0,0
0,0,277,0,0,0,0,0,0
0,0,209,0,0,0,0,0,111
0,0,261,0,0,0,0,0,10
0,0,172,0,0,0,0,0,121
0,0,264,0,0,0,0,0,0
0,0,257,0,0,0,0,0,0
0,0,195,0,0,69,0,0,0
0,0,96,0,0,0,0,131,0
0,0,130,0,0,1,0,89,0
0,0,160,0,0,0,0,57,0
0,0,199,0,0,0,39,0,0
0,0,177,0,0,2,85,0,0
0,0,160,0,0,0,120,0,0
0,0,37,0,217,0,0,0,4
0,0,77,0,224,0,0,0,11
0,0,116,0,219,0,0,0,13
0,0,34,0,230,0,0,15,0
0,0,13,0,182,0,0,33,0
0,0,65,0,185,0,0,51,0
0,0,36,0,191,0,4,0,0
0,0,92,0,151,0,6,0,0
0,0,61,0,159,0,75,0,0
0,0,43,0,179,0,10,25,1
0,0,30,0,119,0,20,24,29
0,0,37,0,209,0,13,33,1
0,0,67,0,306,0,0,0,0
0,0,86,0,168,0,0,0,0
0,0,19,0,225,0,0,17,0
0,0,3,0,216,0,0,52,0
0,0,53,0,164,0,0,2,0
0,0,51,0,153,0,0,17,0
0,0,10,0,287,0,0,29,26
0,0,42,0,184,0,26,0,1
0,0,85,0,142,0,3,0,8
0,0,69,0,122,0,0,8,1
0,0,78,0,183,0,5,16,8
0,0,5,0,118,0,19,29,4
0,0,63,210,0,0,0,0,0
0,0,2,209,0,0,0,0,0
0,0,15,173,0,0,0,0,0
0,0,17,243,0,0,0,14,0
0,0,13,192,0,0,0,26,0
0,0,1,219,0,0,0,13,0
0,0,22,251,0,0,0,1,0
0,0,62,239,0,0,0,8,0
0,0,11,234,0,0,0,15,0
0,0,12,253,0,0,1,0,0
0,0,95,132,0,0,13,0,0
0,0,12,279,0,0,2,0,0
0,0,30,210,0,0,10,0,0
0,0,33,141,0,0,5,0,0
0,0,36,157,0,0,0,0,0
0,0,1,260,0,0,4,16,0
0,0,0,208,0,0,1,8,0
0,0,37,153,0,0,0,15,2
0,0,17,174,0,0,0,16,0
0,0,22,191,0,0,0,17,0
0,0,12,196,0,0,0,21,0
0,0,6,156,0,0,0,56,0
0,0,28,190,0,0,0,11,0
0,0,24,152,0,0,0,1,0
0,0,18,191,0,0,0,0,2
0,0,31,212,0,0,11,0,0
0,0,47,197,0,0,1,0,0
0,0,38,164,0,0,17,30,0
0,0,2,167,0,0,1,14,0
0,0,64,244,0,0,2,7,0
0,0,42,217,0,0,0,1,0
0,0,6,125,0,0,7,11,0
0,0,32,160,0,0,0,21,2
0,0,3,99,87,0,0,0,0
0,0,18,52,188,0,0,0,1
0,0,2,150,143,0,0,0,1
0,0,0,107,69,0,0,0,0
0,0,13,112,89,0,0,8,0
0,0,4,132,81,0,0,1,0
0,0,0,95,121,0,0,2,4
0,0,0,136,79,0,0,4,1
0,0,6,113,190,0,0,10,0
0,0,5,154,64,0,0,0,0
0,0,0,246,115,0,0,0,0
0,0,6,216,98,0,0,0,0
0,0,5,96,99,0,0,4,3
0,0,9,99,64,0,3,8,0
0,0,13,142,132,0,0,0,0
0,0,9,125,48,0,0,0,0
0,0,25,57,158,0,0,0,0
0,0,10,135,175,0,0,0,0
0,0,11,139,60,0,10,0,0
0,0,2,144,103,0,5,0,0
0,0,1,170,56,0,0,0,0
0,0,15,174,40,0,16,0,2
0,0,4,148,47,0,1,0,0
0,0,0,222,55,0,8,0,3
0,0,0,161,92,0,0,0,0
0,0,3,89,53,0,5,0,3
0,0,42,42,154,0,0,1,0
0,210,0,0,0,0,0,0,0
0,161,0,0,0,0,0,0,0
0,180,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,280
0,3,0,0,0,0,0,0,260
0,0,0,0,0,0,0,254,0
0,0,0,0,0,0,0,292,0
0,6,0,0,0,0,0,209,0
0,4,0,0,0,0,290,0,0
0,5,0,0,0,0,258,0,93
0,5,0,0,0,0,182,0,97
0,4,0,0,0,0,197,0,171
0,33,0,0,0,209,0,0,0
0,42,0,0,0,204,0,0,0
0,42,0,0,0,141,0,0,0
0,0,0,0,270,0,0,0,0
0,0,0,0,263,0,0,0,0
0,0,0,0,236,0,0,0,34
0,0,0,0,282,0,0,0,48
0,0,0,0,169,0,0,0,29
0,0,0,0,220,0,0,89,0
0,0,0,0,197,0,0,83,0
0,0,0,0,169,0,0,25,0
0,0,0,0,249,0,0,53,4
0,0,0,0,255,0,0,120,6
0,0,0,0,260,0,0,26,0
0,0,0,0,289,0,0,0,0
0,12,0,0,239,0,36,0,0
0,3,0,0,292,0,34,0,0
0,0,0,0,222,0,32,0,0
0,0,0,0,162,0,8,0,20
0,0,0,0,187,0,20,0,22
0,1,0,200,0,0,0,0,0
0,0,0,240,0,0,0,0,0
0,0,0,227,0,0,0,0,0
0,0,0,277,0,0,0,6,0
0,0,0,273,0,0,0,39,0
0,0,0,196,0,0,0,13,0
0,0,0,216,0,0,0,13,0
0,1,0,160,0,0,0,7,0
0,0,0,284,0,0,0,2,0
0,0,0,214,0,0,13,0,0
0,0,0,283,0,0,5,0,0
0,1,0,239,0,0,67,0,0
0,0,0,152,0,0,26,25,1
0,0,0,264,0,0,6,20,1
0,0,0,245,0,0,1,23,7
0,1,0,281,0,0,0,0,2
0,0,0,174,0,22,0,0,15
0,0,0,242,0,0,0,0,2
0,0,0,215,0,0,0,8,0
0,0,0,232,0,0,0,27,0
0,0,0,230,0,0,0,15,0
0,0,0,203,0,0,2,0,2
0,0,0,125,0,6,17,0,1
0,0,0,155,0,0,122,0,7
0,0,0,189,0,0,0,18,0
0,0,0,274,0,0,0,9,0
0,0,0,121,0,0,9,95,1
0,0,0,159,104,0,0,0,0
0,1,0,206,119,0,0,0,0
0,0,0,66,117,0,0,0,0
0,0,0,130,86,0,0,0,1
0,0,0,116,152,0,0,0,0
0,0,0,100,122,0,0,0,10
0,0,0,112,56,0,0,1,0
0,0,0,91,54,0,0,16,0
0,0,0,139,92,0,0,6,0
0,0,0,151,148,0,0,6,2
0,0,0,132,60,0,0,27,0
0,0,0,132,85,0,0,9,0
0,0,0,156,58,1,0,0,0
0,0,0,102,80,1,0,0,0
0,0,0,84,57,0,0,0,0
0,0,0,164,72,0,0,8,0
0,0,0,149,108,0,0,5,0
0,0,0,71,88,0,0,10,0
0,0,0,136,115,0,37,0,0
0,0,0,111,91,0,23,0,0
0,0,0,106,88,0,11,0,0
0,0,0,114,179,0,6,0,0
0,0,0,132,102,6,29,0,2
0,0,0,112,53,0,58,0,2
0,0,0,81,97,2,6,10,0
0,0,0,65,82,0,0,10,0
0,0,0,150,193,14,0,3,0
0,0,0,75,122,0,15,35,0
0,0,0,126,111,0,0,0,0
0,0,0,123,94,0,0,0,0
0,0,304,0,0,0,0,0,0
0,3,221,0,0,0,0,0,0
0,40,202,0,0,0,0,0,0
0,0,203,0,0,0,0,93,0
0,5,194,0,0,0,0,107,0
0,0,194,0,0,0,0,67,0
0,0,229,0,0,0,0,118,4
0,3,120,0,0,0,0,68,2
0,4,174,0,0,0,0,61,8
0,0,200,0,0,0,80,0,0
0,0,130,0,0,0,212,0,0
0,2,159,0,0,0,130,0,0
0,0,120,0,0,0,41,40,54
0,10,167,0,0,0,25,66,5
0,0,174,0,0,0,21,50,0
0,0,239,0,0,17,0,0,0
0,0,239,0,0,0,0,0,0
0,0,276,0,0,0,0,0,0
0,4,241,0,0,1,0,0,54
0,6,147,0,0,0,0,0,39
0,9,118,0,0,0,0,72,12
0,0,216,0,0,0,0,54,6
0,0,117,0,0,0,0,91,1
0,3,190,0,0,0,95,0,0
0,4,223,0,0,6,164,0,0
0,0,289,0,0,0,6,0,0
0,0,84,0,198,0,0,0,28
0,0,61,0,167,0,0,0,1
0,0,29,0,220,0,0,0,2
0,0,58,0,271,0,0,35,0
0,1,38,0,166,0,0,40,0
0,0,41,0,150,0,0,39,0
0,0,46,0,212,0,0,24,16
0,1,56,0,201,0,0,19,2
0,0,80,0,250,0,0,24,5
0,0,40,0,180,0,53,0,0
0,0,86,0,204,0,5,0,0
0,0,16,0,151,0,43,0,0
0,0,37,0,141,0,10,24,0
0,0,44,0,89,0,3,43,0
0,0,50,0,222,0,21,46,0
0,0,33,0,195,0,12,43,7
0,0,44,0,215,0,9,52,9
0,0,25,0,228,0,9,47,0
0,0,69,0,123,0,0,0,0
0,0,83,0,252,0,0,0,0
0,4,55,0,139,1,0,0,0
0,0,79,0,100,0,0,51,0
0,0,1,0,171,1,0,43,0
