"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
24,0,0,213,0,0,0,0,74
0,0,0,150,0,0,0,24,29
0,0,0,195,0,0,0,31,1
1,0,0,198,0,0,0,27,0
0,0,0,274,0,0,18,0,51
0,0,0,138,0,0,43,0,27
0,0,0,221,0,0,28,0,0
0,0,0,109,134,0,0,0,0
0,0,0,91,110,0,0,0,0
3,0,0,113,122,0,0,0,0
1,0,0,133,67,0,0,0,8
0,0,0,69,146,0,0,0,21
0,0,0,130,87,0,0,0,51
0,0,0,102,48,0,0,10,0
0,0,0,81,126,0,9,12,0
0,0,0,114,163,0,0,18,0
0,0,0,76,118,0,0,21,3
0,0,0,123,57,0,0,43,7
0,0,0,148,83,0,0,11,0
0,0,222,0,0,0,0,0,20
1,0,166,0,0,0,0,0,109
0,0,239,0,0,0,0,0,6
0,0,119,0,0,0,0,98,0
0,0,213,0,0,0,0,105,0
0,0,245,0,0,0,0,106,0
0,0,218,0,0,2,0,0,0
7,0,249,0,0,1,0,0,0
3,0,217,0,0,6,0,0,0
0,0,238,0,0,1,0,43,71
0,0,172,0,0,0,0,109,20
0,0,224,0,0,0,0,37,0
0,0,229,0,0,0,14,64,0
0,0,172,0,0,0,42,70,0
0,0,153,0,0,2,22,71,0
0,0,21,0,260,0,0,51,14
0,0,34,0,184,2,0,92,7
0,0,15,0,302,0,0,28,3
0,0,67,0,208,0,18,0,0
0,0,37,0,206,0,8,0,2
0,0,73,0,235,0,1,0,1
0,0,12,176,0,0,0,11,1
0,0,9,172,0,0,3,1,0
0,0,3,187,0,0,4,14,0
0,0,4,91,117,0,10,0,2
0,0,28,183,105,0,0,0,0
0,0,0,150,125,0,0,0,0
0,0,0,124,72,0,0,7,0
0,0,25,126,67,0,0,10,0
0,0,15,145,143,0,11,16,0
0,0,3,231,159,0,0,0,0
0,0,32,141,62,0,0,0,1
0,0,10,116,156,0,0,0,1
0,0,1,106,110,0,0,12,0
0,0,3,211,96,0,0,2,0
0,0,0,140,88,0,0,13,0
0,0,6,168,113,0,0,10,4
0,0,6,184,68,0,0,12,2
0,0,7,141,132,0,0,34,1
0,0,11,104,123,1,12,0,0
2,0,4,145,113,0,0,0,0
0,0,29,58,78,0,1,0,0
0,0,0,0,0,0,47,150,24
0,0,0,0,0,0,173,106,58
0,1,0,0,0,0,77,118,6
0,2,0,0,228,0,98,0,37
0,0,0,0,266,0,19,0,14
0,0,0,0,165,0,41,0,5
0,0,0,0,223,0,0,0,9
0,0,0,0,300,0,0,0,19
1,0,0,0,232,0,0,0,45
0,0,0,0,270,0,0,46,33
0,0,0,0,113,0,0,96,5
0,0,0,0,252,0,0,82,35
2,0,0,228,0,0,0,39,0
0,0,0,170,0,0,0,22,0
0,0,0,205,0,0,0,22,0
1,0,0,159,0,0,0,3,14
0,0,0,123,0,0,0,63,0
0,0,0,251,0,0,0,5,0
0,0,0,183,0,0,0,4,1
0,0,0,158,0,0,0,31,0
0,1,0,265,0,1,0,10,0
0,0,0,282,0,0,10,0,0
0,0,0,236,0,0,3,0,0
0,0,0,243,0,2,5,0,0
0,0,0,247,0,0,19,0,0
0,0,0,176,0,0,36,0,9
0,1,0,197,0,8,104,0,73
0,0,0,225,0,0,0,35,0
0,0,0,238,0,1,0,6,0
0,1,0,204,0,0,11,13,0
0,1,0,128,64,0,0,32,0
0,0,0,147,158,0,0,1,0
0,0,0,123,72,2,0,46,0
0,0,237,0,0,0,77,29,0
0,0,133,0,0,0,13,82,0
0,0,183,0,0,0,33,102,0
13,0,171,0,0,27,0,0,0
0,0,241,0,0,1,0,0,0
0,0,230,0,0,51,0,0,0
0,0,28,161,0,0,0,0,0
0,0,32,205,0,0,0,15,0
0,0,42,162,0,0,0,3,0
0,0,7,162,0,0,0,1,0
0,0,3,227,0,0,5,2,0
0,0,16,268,0,0,21,25,0
0,0,20,160,0,0,0,7,0
0,0,12,149,0,0,3,2,0
0,1,42,212,0,0,0,15,0
0,0,25,179,133,0,1,0,0
0,0,15,134,85,0,3,0,0
0,0,0,79,125,0,32,0,0
