"a","b","c","d","e","f","g","h","i","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","feasible.and.stable","state_idx"
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,62,0,0,243,NA,288
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,9,0,0,266,NA,288
0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,293,0,0,NA,96
0,0,0,0,1,0,0,0,0,1,0,0,0,0,286,0,0,0,0,NA,16
0,0,0,0,1,0,0,0,0,1,0,0,0,0,236,0,0,0,0,NA,16
0,0,0,0,1,0,0,0,0,1,0,0,0,0,283,0,0,0,0,NA,16
0,0,0,0,1,0,0,1,0,2,0,0,0,0,197,0,0,58,0,NA,144
0,0,0,0,1,0,0,1,0,2,0,0,0,0,209,0,0,51,0,NA,144
0,0,0,0,1,0,0,1,0,2,0,0,0,0,180,0,0,92,0,NA,144
0,0,0,0,1,0,0,1,1,3,0,0,0,0,142,0,0,84,4,NA,400
0,0,0,0,1,0,0,1,1,3,0,0,0,0,150,0,0,56,57,NA,400
0,0,0,0,1,0,0,1,1,3,0,0,0,0,182,0,0,61,14,NA,400
0,0,0,0,1,1,1,1,1,4,0,0,0,0,108,0,11,37,3,NA,496
0,0,0,0,1,1,1,1,1,4,0,0,0,0,123,0,4,77,32,NA,496
0,0,0,0,1,1,1,1,1,3,0,0,0,0,272,0,0,40,23,NA,496
0,0,0,1,0,1,0,1,1,4,0,0,0,203,0,2,0,8,3,NA,424
0,0,0,1,0,1,0,1,1,3,0,0,0,161,0,0,0,6,3,NA,424
0,0,0,1,0,1,0,1,1,3,0,0,0,227,0,0,0,8,12,NA,424
0,0,0,1,1,0,0,1,1,3,0,0,0,137,49,0,0,18,0,NA,408
0,0,0,1,1,0,0,1,1,4,0,0,0,99,150,0,0,26,14,NA,408
0,0,0,1,1,0,0,1,1,4,0,0,0,99,74,0,0,5,1,NA,408
0,0,0,1,1,0,1,1,0,4,0,0,0,84,149,0,6,23,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,116,37,0,2,11,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,125,55,0,37,4,0,NA,216
0,0,0,1,1,0,1,1,1,3,0,0,0,197,75,0,0,22,0,NA,472
0,0,0,1,1,0,1,1,1,4,0,0,0,77,162,0,4,9,0,NA,472
0,0,0,1,1,0,1,1,1,2,0,0,0,140,92,0,0,0,0,NA,472
0,0,0,1,1,1,1,1,1,5,0,0,0,177,94,0,1,9,3,NA,504
0,0,0,1,1,1,1,1,1,3,0,0,0,81,129,0,0,6,0,NA,504
0,0,0,1,1,1,1,1,1,5,0,0,0,107,45,0,20,20,9,NA,504
0,0,1,0,0,0,0,1,1,3,0,0,187,0,0,0,0,126,29,NA,388
0,0,1,0,0,0,0,1,1,3,0,0,130,0,0,0,0,92,11,NA,388
0,0,1,0,0,0,0,1,1,3,0,0,149,0,0,0,0,56,73,NA,388
0,0,1,0,0,0,1,0,0,2,0,0,254,0,0,0,12,0,0,NA,68
0,0,1,0,0,0,1,0,0,2,0,0,169,0,0,0,87,0,0,NA,68
0,0,1,0,0,0,1,0,0,2,0,0,231,0,0,0,55,0,0,NA,68
0,0,1,0,0,0,1,1,0,3,0,0,226,0,0,0,8,43,0,NA,196
0,0,1,0,0,0,1,1,0,3,0,0,203,0,0,0,42,26,0,NA,196
0,0,1,0,0,0,1,1,0,3,0,0,160,0,0,0,30,102,0,NA,196
0,0,1,0,1,0,0,1,1,4,0,0,9,0,208,0,0,29,41,NA,404
0,0,1,0,1,0,0,1,1,4,0,0,4,0,215,0,0,56,5,NA,404
0,0,1,0,1,0,0,1,1,4,0,0,8,0,143,0,0,48,10,NA,404
0,0,1,0,1,0,1,0,1,4,0,0,28,0,191,0,7,0,25,NA,340
0,0,1,0,1,0,1,0,1,4,0,0,38,0,171,0,12,0,4,NA,340
0,0,1,0,1,0,1,0,1,4,0,0,92,0,194,0,4,0,17,NA,340
0,0,1,0,1,1,1,0,1,4,0,0,42,0,184,0,26,0,1,NA,372
0,0,1,0,1,1,1,0,1,4,0,0,85,0,142,0,3,0,8,NA,372
0,0,1,1,0,0,0,0,0,2,0,0,2,209,0,0,0,0,0,NA,12
0,0,1,1,0,0,0,0,0,2,0,0,63,210,0,0,0,0,0,NA,12
0,0,1,1,0,0,0,0,0,2,0,0,15,173,0,0,0,0,0,NA,12
0,0,1,1,0,0,1,1,0,3,0,0,8,202,0,0,1,0,0,NA,204
0,0,1,1,0,0,1,1,0,3,0,0,46,227,0,0,10,0,0,NA,204
0,0,1,1,0,0,1,1,0,4,0,0,56,215,0,0,5,7,0,NA,204
0,0,1,1,1,1,1,0,1,4,0,0,0,222,55,0,8,0,3,NA,380
0,0,1,1,1,1,1,0,1,4,0,0,4,148,47,0,1,0,0,NA,380
0,0,1,1,1,1,1,0,1,5,0,0,15,174,40,0,16,0,2,NA,380
0,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,280,NA,258
0,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,260,NA,258
0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,79,158,0,NA,194
0,1,0,0,0,0,1,1,0,3,0,3,0,0,0,0,121,133,0,NA,194
0,1,0,0,0,0,1,1,0,3,0,3,0,0,0,0,153,123,0,NA,194
0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,51,167,24,NA,450
0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,108,222,28,NA,450
0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,47,209,42,NA,450
0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,238,5,NA,418
0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,269,37,NA,418
0,1,0,0,1,0,1,0,1,3,0,0,0,0,275,0,30,0,5,NA,338
