"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,177,94
0,0,0,0,0,0,0,279,103
0,0,0,0,0,0,0,231,16
0,0,0,0,0,3,0,141,0
0,0,0,0,0,32,0,193,0
0,0,0,0,0,1,0,195,0
0,0,0,0,226,0,0,0,103
0,0,0,0,247,0,0,0,97
0,0,0,0,190,0,0,0,29
0,0,0,0,235,0,0,77,0
0,0,0,0,230,17,0,50,0
0,0,0,0,183,4,1,36,0
0,0,0,0,174,6,77,67,0
0,0,0,0,210,0,25,123,0
0,0,0,240,0,0,0,0,0
0,0,0,188,0,0,0,0,0
0,0,0,236,0,0,0,0,0
0,0,0,99,150,0,0,26,14
0,0,0,137,49,0,0,18,0
0,0,0,99,74,0,0,5,1
0,0,155,0,0,0,58,116,3
0,0,98,0,0,0,7,97,0
0,0,151,0,0,0,47,81,2
0,0,264,0,0,0,0,0,0
0,0,257,0,0,0,0,0,0
0,0,195,0,0,69,0,0,0
0,0,160,0,0,0,120,0,0
0,0,177,0,0,2,85,0,0
0,0,199,0,0,0,39,0,0
0,0,79,0,256,0,0,0,0
0,0,9,0,208,0,0,29,41
0,0,8,0,143,0,0,48,10
0,0,4,0,215,0,0,56,5
0,0,36,0,191,0,4,0,0
0,0,92,0,151,0,6,0,0
0,0,61,0,159,0,75,0,0
0,0,92,0,194,0,4,0,17
0,0,38,0,171,0,12,0,4
0,0,28,0,191,0,7,0,25
0,0,29,0,215,0,2,50,0
0,0,44,0,154,0,6,22,0
0,0,43,0,156,0,33,8,0
0,0,7,240,0,0,0,0,0
0,0,21,155,0,8,0,0,0
0,0,55,193,0,0,0,0,0
0,0,34,207,0,0,0,0,3
0,0,0,166,0,0,0,0,1
0,0,17,219,0,0,0,0,0
0,0,28,190,0,0,0,11,0
0,0,6,156,0,0,0,56,0
0,0,24,152,0,0,0,1,0
0,0,0,95,121,0,0,2,4
0,0,6,113,190,0,0,10,0
0,0,0,136,79,0,0,4,1
0,0,0,246,115,0,0,0,0
0,0,6,216,98,0,0,0,0
0,0,5,154,64,0,0,0,0
0,4,0,0,0,0,0,0,280
0,3,0,0,0,0,0,0,260
0,0,0,0,155,20,0,0,0
0,0,0,0,210,0,0,0,0
0,0,0,0,277,5,0,0,0
0,0,0,0,167,0,0,104,0
0,0,0,0,156,0,0,32,0
0,0,0,0,242,0,0,109,0
0,12,0,0,239,0,36,0,0
0,0,0,0,222,0,32,0,0
0,3,0,0,292,0,34,0,0
0,0,0,0,187,0,20,0,22
0,0,0,0,162,0,8,0,20
0,1,0,239,0,0,67,0,0
0,0,0,214,0,0,13,0,0
0,0,0,283,0,0,5,0,0
0,0,0,242,0,0,0,0,2
0,0,0,174,0,22,0,0,15
