"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,91,114,45
0,0,0,0,0,0,91,156,8
0,0,0,0,0,0,126,190,53
0,0,0,0,236,0,0,0,0
0,0,0,0,286,0,0,0,0
0,0,0,0,283,0,0,0,0
0,0,0,0,226,0,0,0,103
0,0,0,0,247,0,0,0,97
0,0,0,0,190,0,0,0,29
0,0,0,0,220,0,6,21,6
0,0,0,0,171,0,4,49,0
0,0,0,0,153,0,0,78,2
0,0,0,0,251,2,77,0,0
0,0,0,0,274,0,70,0,0
0,0,0,0,113,4,84,0,0
0,0,0,231,0,0,0,29,0
0,0,0,223,0,0,0,64,0
0,0,0,158,0,0,0,46,0
0,0,0,254,0,0,1,0,0
0,0,0,207,0,0,22,0,4
0,0,0,300,0,0,65,0,1
0,0,0,231,0,0,1,40,0
0,0,0,192,0,0,19,26,0
0,0,0,212,0,0,1,17,0
0,0,0,82,56,0,0,18,0
0,0,0,163,94,0,0,5,0
0,0,0,125,138,0,0,14,0
0,0,0,150,105,0,0,0,0
0,0,0,123,177,0,0,0,0
0,0,0,216,134,0,0,0,0
0,0,0,73,114,0,0,15,0
0,0,0,99,80,0,0,30,0
0,0,0,81,80,1,0,40,0
0,0,0,191,78,0,0,0,0
0,0,0,107,80,0,2,0,0
0,0,0,98,111,0,2,0,1
0,0,149,0,0,0,0,56,73
0,0,130,0,0,0,0,92,11
0,0,187,0,0,0,0,126,29
0,0,274,0,0,1,4,0,15
0,0,191,0,0,0,48,0,18
0,0,234,0,0,0,47,0,13
0,0,79,0,256,0,0,0,0
0,0,4,0,215,0,0,56,5
0,0,8,0,143,0,0,48,10
0,0,9,0,208,0,0,29,41
0,0,36,0,191,0,4,0,0
0,0,92,0,151,0,6,0,0
0,0,61,0,159,0,75,0,0
0,0,92,0,194,0,4,0,17
0,0,38,0,171,0,12,0,4
0,0,28,0,191,0,7,0,25
0,0,42,0,184,0,26,0,1
0,0,85,0,142,0,3,0,8
0,0,43,0,156,0,33,8,0
0,0,44,0,154,0,6,22,0
0,0,29,0,215,0,2,50,0
0,0,36,157,0,0,0,0,0
0,0,33,141,0,0,5,0,0
0,0,30,210,0,0,10,0,0
0,0,7,240,0,0,0,0,0
0,0,55,193,0,0,0,0,0
0,0,21,155,0,8,0,0,0
0,0,5,96,99,0,0,4,3
0,0,13,142,132,0,0,0,0
0,0,9,99,64,0,3,8,0
0,0,24,108,108,0,0,0,0
0,0,4,218,109,0,0,0,1
0,0,0,171,105,0,0,0,5
0,0,0,87,121,0,0,17,0
0,0,13,124,117,0,0,12,19
0,0,21,121,109,0,0,12,0
0,0,42,42,154,0,0,1,0
0,0,0,161,92,0,0,0,0
0,0,3,89,53,0,5,0,3
0,4,0,0,0,0,290,0,0
0,0,0,0,0,0,0,269,37
0,0,0,0,0,0,0,238,5
0,0,0,0,0,4,118,180,0
0,14,0,0,0,0,109,212,0
0,0,0,0,0,1,107,133,0
0,0,0,0,169,0,0,0,29
0,0,0,0,236,0,0,0,34
0,0,0,0,282,0,0,0,48
0,0,0,0,220,0,0,89,0
0,0,0,0,197,0,0,83,0
0,0,0,0,169,0,0,25,0
0,0,0,0,289,0,4,42,0
0,0,0,0,170,0,1,14,0
0,0,0,0,227,0,13,58,0
0,0,0,0,162,0,8,0,20
0,0,0,0,187,0,20,0,22
0,0,0,0,264,0,2,40,0
0,0,0,0,231,0,21,102,0
0,0,0,0,171,0,15,96,0
0,0,0,240,0,0,0,0,0
0,1,0,200,0,0,0,0,0
0,0,0,227,0,0,0,0,0
0,0,0,284,0,0,0,2,0
0,0,0,216,0,0,0,13,0
0,1,0,160,0,0,0,7,0
0,0,0,107,38,0,14,0,0
0,0,0,150,129,0,4,0,0
0,0,0,173,79,0,0,0,0
0,0,0,149,99,0,0,0,0
0,1,0,172,44,0,0,0,0
0,0,0,223,88,0,0,0,0
0,0,0,150,193,14,0,3,0
0,0,0,65,82,0,0,10,0
0,0,0,81,97,2,6,10,0
0,0,120,0,0,0,41,40,54
0,10,167,0,0,0,25,66,5
0,0,174,0,0,0,21,50,0
0,3,190,0,0,0,95,0,0
0,0,289,0,0,0,6,0,0
0,4,223,0,0,6,164,0,0
0,0,186,0,0,0,12,0,18
0,0,187,0,0,0,18,0,29
0,6,191,0,0,12,232,0,8
0,0,33,0,163,0,9,32,2
0,0,47,0,214,0,2,12,3
0,0,28,0,286,0,23,44,6
0,0,2,259,0,0,17,13,0
0,0,10,170,0,0,8,11,0
0,0,14,190,0,0,0,6,0
0,0,39,87,71,0,0,0,0
0,0,14,112,164,0,0,0,1
0,0,17,112,82,0,4,0,0
0,0,18,133,42,0,0,0,0
0,0,12,155,135,0,8,0,0
0,0,3,119,61,0,1,0,0
0,0,18,128,109,0,0,0,5
0,0,20,63,115,0,11,0,0
193,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,173,0
0,0,0,0,0,0,0,151,0
46,0,0,0,0,194,0,0,0
17,0,0,0,0,279,0,0,0
49,0,0,0,0,225,0,0,0
0,0,0,0,0,27,0,0,142
21,0,0,0,0,59,0,0,267
1,0,0,0,0,7,0,185,0
10,0,0,0,0,7,0,303,0
0,0,0,0,239,0,0,94,0
0,0,0,0,204,0,0,98,0
1,0,0,0,250,1,0,0,28
0,0,0,0,265,0,35,52,5
0,0,0,0,209,0,18,20,4
0,0,0,129,0,0,26,13,0
0,0,0,257,0,0,0,12,0
0,0,0,175,0,0,43,7,0
0,0,0,215,0,0,16,0,0
0,0,0,237,0,0,31,0,0
0,0,0,242,0,0,29,0,0
0,0,0,145,80,0,0,2,0
0,0,0,163,62,0,0,2,0
0,0,0,139,165,1,0,1,0
56,0,197,0,0,0,0,0,0
3,0,294,0,0,0,0,0,0
30,0,190,0,0,0,0,0,0
0,0,213,0,0,0,0,105,0
0,0,245,0,0,0,0,106,0
0,0,119,0,0,0,0,98,0
0,0,125,0,0,0,0,93,5
0,0,254,0,0,0,0,104,0
0,0,149,0,0,0,0,135,18
0,0,179,0,0,0,14,25,6
1,0,120,0,0,0,13,43,4
0,0,148,0,0,0,55,30,10
0,0,218,0,0,2,0,0,0
7,0,249,0,0,1,0,0,0
3,0,217,0,0,6,0,0,0
0,0,172,0,0,0,42,70,0
0,0,229,0,0,0,14,64,0
0,0,153,0,0,2,22,71,0
0,0,35,0,284,0,0,0,10
0,0,125,0,134,0,0,0,1
0,0,108,0,211,0,0,0,6
0,0,0,150,125,0,0,0,0
0,0,28,183,105,0,0,0,0
0,0,4,91,117,0,10,0,2
0,0,8,124,79,0,0,0,0
0,0,22,161,84,0,0,0,0
0,0,2,206,144,0,0,0,0
0,0,7,108,98,0,1,0,0
0,0,12,182,156,0,2,0,0
0,0,0,82,96,0,0,0,0
183,35,0,0,0,0,0,0,0
183,40,0,0,0,0,0,0,0
170,45,0,0,0,0,0,0,0
0,10,0,0,0,0,0,306,0
1,1,0,0,0,0,0,248,0
0,7,0,0,0,0,222,0,63
8,0,0,0,0,0,171,0,52
0,4,0,0,0,0,176,0,30
53,46,0,0,0,109,0,0,0
67,19,0,0,0,116,0,0,0
34,0,0,0,0,212,0,0,0
0,1,0,0,0,0,0,235,0
0,0,0,0,0,0,0,307,0
2,3,0,0,0,16,0,238,0
0,0,0,0,0,0,47,150,24
0,1,0,0,0,0,77,118,6
0,0,0,0,0,0,173,106,58
3,0,0,0,194,0,0,51,0
0,0,0,0,219,0,12,0,0
1,0,0,0,178,0,95,0,0
2,0,0,0,243,0,110,0,0
0,4,0,0,135,0,14,49,21
0,0,0,0,230,0,31,49,17
0,0,0,205,0,0,0,22,0
2,0,0,228,0,0,0,39,0
0,0,0,170,0,0,0,22,0
0,0,0,151,0,0,0,0,2
0,0,0,206,0,0,0,0,2
0,0,0,153,0,1,0,0,1
0,0,0,195,71,0,0,1,1
0,0,0,127,208,0,0,13,0
0,0,0,113,68,0,0,18,0
26,15,234,0,0,0,0,0,0
2,1,293,0,0,0,0,0,0
0,0,258,0,0,0,0,0,0
0,0,19,0,229,0,0,33,0
0,0,23,0,230,0,0,4,0
0,2,24,0,225,0,0,25,0
0,0,7,162,0,0,0,1,0
0,0,16,268,0,0,21,25,0
0,0,3,227,0,0,5,2,0
0,4,8,167,0,0,0,0,23
0,0,50,225,0,0,0,0,0
0,0,53,191,0,0,0,0,11
0,0,47,184,0,0,0,9,0
0,0,34,201,0,0,0,4,0
0,0,33,204,0,0,0,16,2
0,0,4,124,142,0,0,0,0
0,0,1,128,108,0,20,0,2
0,0,18,78,136,0,2,0,0
0,0,12,126,108,0,1,1,0
0,0,0,85,73,0,0,4,0
0,0,3,186,235,0,0,12,0
0,0,0,115,136,0,0,0,0
0,0,6,248,62,0,0,0,0
0,0,17,122,193,0,0,0,0
