"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,0,307
0,0,0,0,0,0,0,306,0
0,0,0,0,0,0,0,162,0
0,0,0,0,0,0,0,299,0
0,0,0,0,0,0,0,177,94
0,0,0,0,0,0,0,279,103
0,0,0,0,0,0,0,231,16
0,0,0,0,0,0,206,0,0
0,0,0,0,0,0,242,0,0
0,0,0,0,0,0,168,0,22
0,0,0,0,0,0,280,0,74
0,0,0,0,0,0,297,0,151
0,0,0,0,0,0,94,216,0
0,0,0,0,0,0,135,163,0
0,0,0,0,0,0,200,167,0
0,0,0,0,0,0,169,149,79
0,0,0,0,0,0,140,157,9
0,0,0,0,0,0,182,99,46
0,0,0,0,0,163,0,0,0
0,0,0,0,0,194,0,0,0
0,0,0,0,0,9,0,0,266
0,0,0,0,0,62,0,0,243
0,0,0,0,0,1,0,195,0
0,0,0,0,0,32,0,193,0
0,0,0,0,0,3,0,141,0
0,0,0,0,0,1,0,166,45
0,0,0,0,0,0,0,200,25
0,0,0,0,0,2,0,103,141
0,0,0,0,0,3,293,0,0
0,0,0,0,0,0,91,114,45
0,0,0,0,0,0,91,156,8
0,0,0,0,0,0,126,190,53
0,0,0,0,283,0,0,0,0
0,0,0,0,236,0,0,0,0
0,0,0,0,286,0,0,0,0
0,0,0,0,180,0,0,92,0
0,0,0,0,209,0,0,51,0
0,0,0,0,197,0,0,58,0
0,0,0,0,182,0,0,61,14
0,0,0,0,142,0,0,84,4
0,0,0,0,150,0,0,56,57
0,0,0,0,209,0,50,0,0
0,0,0,0,240,0,58,0,0
0,0,0,0,296,0,123,0,0
0,0,0,0,153,0,0,78,2
0,0,0,0,220,0,6,21,6
0,0,0,0,171,0,4,49,0
0,0,0,0,270,0,0,0,26
0,0,0,0,194,0,0,0,12
0,0,0,0,163,4,0,39,14
0,0,0,0,144,1,0,47,6
0,0,0,0,106,0,0,61,4
0,0,0,0,113,4,84,0,0
0,0,0,0,251,2,77,0,0
0,0,0,0,274,0,70,0,0
0,0,0,0,272,0,0,40,23
0,0,0,0,123,0,4,77,32
0,0,0,0,108,0,11,37,3
0,0,0,203,0,0,0,0,1
0,0,0,220,0,0,0,0,0
0,0,0,165,0,0,0,0,42
0,0,0,192,0,0,19,26,0
0,0,0,231,0,0,1,40,0
0,0,0,212,0,0,1,17,0
0,0,0,237,0,0,2,15,2
0,0,0,168,0,0,20,29,6
0,0,0,201,0,0,65,16,20
0,0,0,194,0,18,0,0,0
0,0,0,202,0,3,0,0,0
0,0,0,231,0,0,0,8,0
0,0,0,238,0,0,0,43,0
0,0,0,195,0,0,0,20,0
0,0,0,161,0,0,0,6,3
0,0,0,227,0,0,0,8,12
0,0,0,203,0,2,0,8,3
0,0,0,152,0,0,9,0,4
0,0,0,164,0,0,21,0,5
0,0,0,155,0,1,6,0,0
0,0,0,180,0,0,4,10,2
0,0,0,207,0,0,15,16,0
0,0,0,157,0,0,84,9,3
0,0,0,43,134,0,0,0,0
0,0,0,101,109,0,0,0,0
0,0,0,94,136,0,0,0,0
0,0,0,163,94,0,0,5,0
0,0,0,125,138,0,0,14,0
0,0,0,82,56,0,0,18,0
0,0,0,135,169,0,0,0,15
0,0,0,82,188,0,13,0,9
0,0,0,106,120,0,16,0,1
0,0,0,116,37,0,2,11,0
0,0,0,84,149,0,6,23,0
0,0,0,125,55,0,37,4,0
0,0,0,150,105,0,0,0,0
0,0,0,123,177,0,0,0,0
0,0,0,216,134,0,0,0,0
0,0,0,134,90,0,0,0,2
0,0,0,165,95,0,0,0,6
0,0,0,201,126,0,0,0,0
0,0,209,0,0,0,0,0,111
0,0,261,0,0,0,0,0,10
